Percentual da população coberta pela Estratégia Saúde da Família (ESF) - Municípios da UF: Rio de Janeiro;;;;;;;;;;;;;;;;;;;;
Abrangências geográficas;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
Paracambi;41,4;40,8;48,2;47,5;46,8;46,2;68,5;55,6;65,1;61,8;61,3;58,6;57,9;57,3;56,7;56,2;55,7;62,0;61,5;59,9
Paraíba do Sul;86,8;85,8;96,6;96,7;96,8;96,1;98,2;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Paraty;0,0;0,0;53,7;62,9;61,4;0,0;68,7;71,7;84,0;78,4;77,2;64,3;45,2;62,3;70,0;69,1;59,7;72,4;74,9;80,9
Paty do Alferes;26,9;90,3;93,4;93,1;92,8;92,5;92,2;24,9;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Petrópolis;11,7;17,5;22,2;29,2;33,8;42,0;43,1;42,3;43,9;41,9;39,4;42,0;50,0;48,8;48,6;49,8;50,9;47,4;48,6;48,5
Pinheiral;0,0;0,0;97,0;97,5;98,4;97,1;102,8;89,9;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Piraí;45,5;59,5;95,0;94,7;94,4;93,0;95,5;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Porciúncula;0,0;0,0;20,6;81,6;80,9;95,2;97,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Porto Real;74,6;73,2;94,0;93,6;93,6;90,9;97,6;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Quatis;62,5;61,3;60,2;59,2;58,2;57,3;56,5;56,6;86,0;80,1;78,8;80,9;79,9;79,0;77,9;77,2;100,0;100,0;100,0;100,0
Queimados;11,0;10,9;10,7;10,6;10,5;20,8;20,6;0,0;0,0;20,0;22,3;22,5;24,8;24,6;24,3;28,0;28,5;23,9;28,5;27,7
Quissamã;0,0;69,9;88,8;88,4;86,8;83,6;86,5;0,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Resende;16,0;15,8;28,1;30,8;42,6;42,1;62,5;63,4;64,0;59,4;58,4;63,4;68,5;67,8;67,1;72,2;77,1;76,6;76,1;82,1
Rio Bonito;6,8;13,4;19,8;52,3;64,8;57,8;63,7;58,5;79,7;75,8;87,7;93,2;98,6;100,0;100,0;100,0;100,0;100,0;100,0;92,3
Rio Claro;82,7;61,6;81,7;81,3;99,7;99,2;103,9;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Rio das Flores;0,0;43,5;86,0;85,1;97,6;96,6;100,3;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Rio das Ostras;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,2;14,3;16,3;15,5;14,9;22,6;29,8;28,8;30,3;29,3;28,4
Rio de Janeiro;0,7;1,3;1,1;1,3;1,7;4,2;6,2;5,7;8,3;9,1;12,6;24,6;36,9;37,3;43,2;43,2;51,4;62,5;61,2;48,2
Santa Maria Madalena;0,0;0,0;64,6;97,3;97,7;98,1;97,4;100,0;99,4;96,2;96,1;100,0;100,0;100,0;100,0;100,0;100,0;33,8;33,9;61,3
Santo Antônio de Pádua;8,7;43,2;51,7;51,6;51,4;51,3;68,2;56,6;68,8;65,6;81,4;85,0;93,2;92,8;92,5;100,0;100,0;100,0;100,0;97,7
São Francisco de Itabapoa;0,0;0,0;0,0;0,0;0,0;8,2;16,5;14,7;23,2;21,9;21,6;25,0;41,7;41,7;41,7;41,7;50,1;50,2;75,4;73,6
São Fidélis;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;36,6;36,6;36,6;36,6;36,6;36,6;62,5
São Gonçalo;0,0;62,1;65,2;65,2;48,0;52,9;54,2;20,2;58,2;61,4;61,6;62,1;64,0;65,2;61,9;54,2;63,8;64,4;66,1;66,6
São João da Barra;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;35,8;34,1;33,8;31,6;62,5;70,5;81,3;90,6;89,8;89,0;100,0;100,0
São João de Meriti;6,7;6,7;6,7;6,7;10,5;13,5;15,7;0,0;14,9;21,4;31,6;34,6;33,0;32,2;30,7;33,7;32,2;34,5;49,5;48,3
São José de Ubá;0,0;0,0;96,7;96,4;96,4;95,7;97,2;51,2;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
São José do Vale do Rio P;0,0;0,0;52,1;68,9;101,3;100,6;105,8;100,0;100,0;100,0;67,1;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;79,6
São Pedro da Aldeia;10,6;10,2;14,7;14,2;55,0;53,0;51,6;21,9;63,7;58,2;56,9;55,0;53,8;49,0;51,6;54,3;53,4;52,6;51,8;50,3
São Sebastião do Alto;96,2;96,5;97,2;97,4;97,7;39,2;39,0;39,2;40,0;38,3;38,1;38,8;38,6;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Sapucaia;0,0;19,6;98,4;99,3;100,3;100,3;103,5;0,0;81,9;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Saquarema;44,8;42,8;41,1;39,5;49,1;52,8;51,2;60,0;66,6;61,0;59,7;55,8;54,5;53,4;52,1;51,2;50,3;49,4;44,6;47,2
Seropédica;25,7;25,2;24,7;24,3;23,9;23,5;23,1;40,4;47,6;62,2;65,7;70,6;69,7;68,9;67,9;92,5;91,6;90,7;89,9;87,5
Silva Jardim;63,1;63,2;99,3;100,9;102,5;102,7;108,1;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Sumidouro;71,0;94,4;97,5;98,0;98,5;98,3;100,6;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Tanguá;0,0;0,0;24,9;61,1;72,3;71,2;70,3;68,8;73,1;80,1;100,0;100,0;99,9;87,8;86,7;100,0;100,0;94,9;100,0;100,0
Teresópolis;19,4;23,8;21,1;23,0;22,7;26,8;28,6;29,7;29,8;34,5;31,9;27,4;25,0;32,9;32,5;32,2;21,9;29,6;25,5;28,6
Trajano de Moraes;0,0;0,0;0,0;33,4;95,4;95,3;93,7;71,9;100,0;100,0;100,0;100,0;100,0;33,4;100,0;100,0;100,0;100,0;100,0;100,0
