Percentual de nascidos vivos de residentes do sexo feminino que fizeram mais de 6 consultas de pré-natal - Municípios da UF: Bahia;;;;;;;;;;;;;;;;;;;;
Abrangências geográficas;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
Dom Basílio;23,2;19,4;16,9;53,8;53,4;57,8;60,2;70,7;63,1;56,9;61,3;74,5;81,9;73,3;86,4;82,5;85,7;91,0;89,4;90,0
Dom Macedo Costa;0,0;0,0;**;**;17,0;10,5;**;26,6;20,5;38,3;37,3;72,9;82,5;92,0;78,9;71,7;79,3;63,8;58,8;70,4
Elísio Medrado;18,9;16,5;44,2;52,0;46,5;42,4;32,7;31,7;41,9;57,0;42,3;67,6;76,0;68,6;78,7;65,5;70,1;77,2;76,3;77,1
Encruzilhada;8,9;10,7;12,6;11,8;14,7;10,8;20,8;16,6;25,0;25,5;26,7;41,3;41,0;47,8;61,1;52,4;45,8;52,0;64,0;69,8
Entre Rios;10,0;8,1;11,6;8,9;12,3;21,1;26,7;23,7;34,8;31,2;40,1;36,2;34,3;43,4;49,0;54,2;57,2;59,8;59,7;61,1
Esplanada;17,7;20,4;19,4;19,7;17,6;16,0;18,9;16,2;14,4;23,6;25,9;19,6;39,2;39,8;47,7;42,5;45,1;48,3;49,2;63,7
Euclides da Cunha;41,1;47,8;36,2;29,0;26,4;30,5;37,4;40,1;46,0;48,5;53,2;38,2;55,1;53,1;59,6;65,4;67,7;68,2;70,8;78,6
Eunápolis;31,8;50,6;60,1;52,4;38,7;42,3;42,5;37,6;40,1;50,4;37,8;41,1;55,2;50,4;56,0;46,5;55,0;60,4;61,6;68,5
Fátima;9,0;19,5;23,6;17,3;23,6;32,6;36,2;27,6;34,9;41,2;49,2;65,7;66,8;72,4;78,2;77,7;69,2;77,5;72,9;83,0
Feira da Mata;31,3;**;28,2;22,0;60,0;16,3;40,0;30,2;30,5;38,7;48,6;58,3;67,3;55,6;68,8;58,3;76,5;66,7;75,0;71,7
Feira de Santana;33,6;32,2;36,3;44,1;45,3;43,3;35,8;43,1;42,8;44,4;43,1;35,6;29,4;31,7;25,1;48,4;80,5;80,3;68,8;59,5
Filadélfia;20,4;21,8;43,4;43,4;34,8;27,4;32,0;30,1;42,3;32,6;40,2;64,9;69,0;72,6;80,8;91,1;84,5;85,2;84,0;90,9
Firmino Alves;21,9;21,3;16,7;23,0;24,7;30,8;18,7;27,1;31,5;44,0;27,5;28,0;40,7;47,0;47,2;49,4;45,2;61,4;66,0;75,0
Floresta Azul;28,5;19,1;21,0;23,8;24,3;13,3;18,8;19,7;13,0;22,4;27,6;33,8;49,2;52,6;65,3;51,5;56,9;69,4;68,9;61,6
Formosa do Rio Preto;5,7;12,0;16,2;23,9;23,4;29,2;42,2;48,7;54,4;44,3;49,5;49,0;57,1;71,4;75,9;81,5;85,4;83,0;85,9;86,6
Gandu;25,0;20,7;22,4;21,3;18,5;15,2;19,6;13,9;14,8;13,4;18,1;26,2;29,9;43,3;42,0;41,8;41,8;44,8;49,9;54,9
Gavião;25,5;33,3;21,3;18,2;28,6;17,4;21,1;20,0;35,7;34,0;20,5;49,2;50,9;49,0;60,0;48,9;55,6;62,0;53,5;55,0
Gentio do Ouro;17,9;13,6;17,2;11,1;20,7;17,1;28,7;29,5;21,1;27,1;23,9;37,7;50,4;45,0;59,9;47,3;56,5;56,6;69,2;90,2
Glória;14,6;23,1;29,6;21,6;26,2;29,0;28,2;22,5;32,9;27,5;41,5;43,4;50,6;50,8;56,4;53,6;66,1;57,0;59,8;66,5
Gongogi;28,6;23,4;29,9;26,0;18,5;10,3;29,6;26,3;20,0;35,5;35,4;42,5;30,4;28,8;45,8;50,5;52,8;52,0;70,0;71,2
Governador Mangabeira;10,2;7,8;14,3;21,2;25,3;24,2;36,1;32,5;46,0;64,6;74,3;58,9;65,3;60,5;69,9;85,1;86,6;76,3;71,6;79,4
Guajeru;73,9;78,0;75,4;54,0;46,4;58,3;70,5;64,3;70,8;75,3;66,1;73,3;84,7;65,2;72,5;89,5;83,1;83,5;91,9;85,7
