Percentual de nascidos vivos de residentes do sexo feminino que fizeram mais de 6 consultas de pré-natal - Municípios da UF: Paraíba;;;;;;;;;;;;;;;;;;;;
Abrangências geográficas;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
Guarabira;57,9;63,2;60,0;60,4;65,9;70,4;59,8;58,4;62,0;71,3;73,2;73,5;73,0;75,5;71,7;72,1;76,4;73,0;75,3;76,6
Gurinhém;35,6;63,3;45,0;58,4;58,5;56,2;57,8;60,3;56,5;53,5;53,2;53,9;56,6;58,9;65,5;55,3;61,5;67,4;77,7;71,6
Gurjão;56,3;57,5;42,3;40,4;41,5;45,5;51,1;68,4;72,7;65,2;71,1;65,9;84,8;84,8;67,5;81,5;73,3;83,7;82,4;69,8
Ibiara;20,8;37,8;27,8;24,7;15,5;16,4;32,1;24,6;34,7;28,2;61,0;65,3;71,9;68,7;72,3;68,7;80,0;82,1;84,0;83,3
Imaculada;40,8;35,8;31,4;29,3;20,4;15,9;23,8;13,2;22,4;28,3;31,4;48,9;59,5;54,3;62,3;63,6;77,1;81,2;79,8;87,7
Ingá;27,1;33,8;37,5;43,7;38,1;40,8;50,6;43,5;44,7;60,0;58,4;54,9;53,9;62,5;78,8;75,9;74,9;79,3;74,0;75,7
Itabaiana;36,4;68,1;62,2;65,5;61,8;65,7;66,1;51,1;51,3;38,3;39,5;41,2;40,8;36,6;36,7;37,3;38,8;47,8;71,8;72,0
Itaporanga;12,3;15,1;18,9;24,0;14,7;14,7;27,2;30,1;34,5;25,7;30,3;53,1;50,0;54,6;61,0;64,8;70,7;66,9;68,4;77,8
Itapororoca;42,3;49,3;41,9;40,1;41,1;42,0;34,2;34,0;42,8;44,5;47,2;50,6;49,4;56,1;55,7;45,2;57,7;58,4;57,0;60,7
Itatuba;20,0;35,9;33,0;34,7;41,4;37,1;50,7;41,3;43,6;67,3;56,4;48,2;49,4;60,8;69,8;66,9;73,8;76,4;75,3;79,1
Jacaraú;26,6;25,4;31,3;39,7;37,6;42,7;41,4;57,3;50,0;58,0;61,4;62,6;64,0;55,9;64,6;66,0;69,3;69,3;72,7;70,6
Jericó;17,4;20,1;15,3;10,6;28,7;30,2;35,2;50,0;44,7;26,0;31,5;52,4;52,9;45,4;57,8;54,0;47,7;61,5;66,0;76,6
João Pessoa;51,0;55,6;53,5;55,9;51,9;50,5;51,9;55,1;56,4;59,8;59,5;57,4;62,6;62,9;62,7;63,3;62,9;67,3;67,0;67,1
Juarez Távora;14,3;21,9;27,5;31,4;37,5;30,4;45,0;52,0;44,4;42,7;57,5;50,8;52,4;60,5;63,4;70,0;69,3;67,6;88,0;76,9
Juazeirinho;12,1;15,3;16,6;9,3;17,8;32,2;49,2;47,1;53,9;59,8;71,4;71,4;69,6;67,0;66,9;74,6;78,2;71,4;75,0;79,7
Junco do Seridó;45,2;47,1;45,3;57,3;57,4;60,4;57,1;49,0;73,9;67,9;71,8;66,3;69,6;68,8;60,2;75,6;71,7;84,2;75,5;82,8
Juripiranga;38,6;49,4;47,3;37,2;51,3;45,7;54,5;53,1;61,4;48,9;40,9;49,2;61,7;66,5;75,1;73,7;75,9;80,0;79,1;88,7
Juru;4,8;13,3;23,6;29,7;15,2;25,8;19,4;19,3;45,7;32,8;52,0;37,5;40,9;55,1;65,5;76,2;83,8;79,1;85,0;84,8
Lagoa;24,5;38,9;24,4;27,4;31,3;45,3;50,8;46,0;44,9;19,3;62,0;66,7;80,6;63,9;77,8;82,8;84,1;87,5;76,1;71,2
Lagoa de Dentro;39,5;34,1;20,9;52,9;43,3;51,4;50,0;57,6;50,8;79,8;58,1;68,1;62,0;55,5;66,4;71,7;63,5;59,1;71,0;76,5
Lagoa Seca;31,8;39,6;35,5;43,3;35,9;44,4;47,6;36,8;40,2;58,5;64,2;58,7;67,5;69,0;71,8;78,6;71,0;71,5;71,6;74,8
Lastro;9,4;16,3;12,9;37,5;**;46,9;48,8;57,8;52,7;44,0;77,4;49,0;72,1;68,9;77,3;70,8;68,8;70,9;78,7;71,1
Livramento;22,8;14,8;27,3;27,9;36,4;50,3;70,7;48,8;61,3;62,0;51,2;59,3;61,9;61,6;71,3;80,4;79,4;75,0;79,2;83,5
Logradouro;11,9;26,5;42,2;25,0;51,0;50,0;54,5;51,9;60,7;64,4;71,1;78,0;84,9;76,1;70,9;79,4;71,1;79,7;89,1;81,4
Lucena;18,8;31,9;35,5;30,3;37,1;31,7;39,6;32,2;36,9;38,2;40,3;43,4;45,7;51,4;58,0;53,2;48,4;55,0;57,3;60,8
Mãe d'Água;16,4;27,8;28,6;17,2;18,7;25,0;32,8;39,7;50,0;50,0;62,1;66,0;60,0;53,5;60,5;75,0;65,4;90,7;77,3;76,6
Malta;52,7;53,9;21,4;26,5;23,3;24,4;12,7;27,8;47,5;55,4;46,1;50,0;68,8;60,5;70,1;67,5;59,4;78,3;76,2;79,0
Mamanguape;28,2;40,4;44,9;48,3;46,3;39,3;34,8;46,0;41,5;43,6;46,1;51,3;59,2;54,4;55,9;52,8;57,6;59,7;65,9;69,7
Manaíra;6,9;9,3;13,8;13,9;12,0;11,5;10,2;5,6;31,9;46,1;40,2;55,6;45,8;50,3;68,8;62,7;64,6;78,5;81,9;88,8
Marcação;7,4;10,2;9,7;21,2;22,1;25,5;51,2;55,2;52,3;49,7;58,3;64,5;58,6;56,9;58,3;66,0;77,6;79,1;74,5;78,5
Mari;32,5;28,4;30,1;34,0;49,4;51,4;41,7;49,2;45,7;54,8;62,0;59,6;64,9;60,6;69,5;69,2;67,2;76,2;78,3;79,7
Marizópolis;17,2;10,1;14,6;22,1;24,7;25,7;38,8;34,8;32,7;34,6;57,0;51,9;79,5;76,5;79,8;72,3;81,1;88,8;79,3;83,5
Massaranduba;22,4;30,7;39,1;41,6;42,2;32,3;37,2;38,9;37,8;53,3;54,4;56,7;52,4;60,4;56,9;66,1;56,7;64,1;61,3;61,1
Mataraca;15,7;28,1;34,9;41,0;48,1;35,1;45,9;46,0;57,8;48,1;60,4;47,5;52,1;36,7;42,1;58,4;55,8;70,8;67,9;60,5
Matinhas;23,7;37,7;53,1;50,7;57,1;27,4;54,4;57,0;47,8;45,1;73,9;60,6;71,6;59,3;72,0;77,1;87,1;76,7;76,0;77,6
Mato Grosso;33,3;39,5;37,5;**;33,9;36,5;55,6;66,7;49,0;52,8;69,7;76,7;64,3;47,8;80,0;65,6;73,3;41,7;76,0;72,2
Maturéia;30,1;20,7;21,6;26,9;29,0;34,7;27,1;23,0;34,2;63,3;73,5;74,7;77,6;81,9;79,0;77,1;73,1;79,8;78,3;91,1
Mogeiro;28,9;58,7;56,3;60,3;57,7;60,3;57,0;54,2;47,4;49,7;57,3;57,4;66,7;68,2;67,7;67,0;72,7;70,8;73,2;77,0
Montadas;28,6;63,5;37,5;37,2;32,6;46,9;56,2;58,7;65,9;62,9;79,0;81,0;77,6;77,7;85,7;93,4;89,7;78,6;79,5;82,9
Monte Horebe;43,2;32,7;25,0;28,9;51,1;34,1;44,4;35,1;47,4;41,4;39,5;70,8;62,9;67,2;69,6;69,2;53,2;75,5;74,6;71,4
Monteiro;7,0;8,7;4,1;3,8;4,2;17,2;40,1;47,3;29,3;38,9;54,7;58,6;64,5;60,3;61,3;61,4;58,2;63,4;67,2;69,0
Mulungu;51,4;52,5;61,6;66,9;61,4;77,1;49,4;38,5;47,3;36,7;39,2;36,8;40,1;45,3;60,1;59,7;55,5;69,8;64,6;55,4
Natuba;18,8;36,1;39,0;28,3;38,6;29,4;37,7;27,3;32,3;47,1;41,7;63,0;72,0;63,4;67,0;68,4;70,4;71,9;74,5;76,2
Nazarezinho;12,7;8,9;7,0;13,0;18,2;21,3;38,6;31,9;33,3;29,9;57,1;68,5;78,0;67,9;75,7;73,0;72,4;84,8;78,5;80,2
Nova Floresta;29,2;28,4;36,1;41,5;39,8;43,2;52,3;54,2;61,2;55,2;65,0;58,3;58,5;67,3;68,7;74,7;70,7;80,6;70,6;80,7
Nova Olinda;12,3;17,8;24,5;34,8;44,9;38,9;30,5;34,2;51,8;43,7;52,3;66,0;81,1;73,7;76,9;84,4;72,9;72,0;83,3;85,5
Nova Palmeira;77,2;73,3;69,6;60,8;74,1;71,0;81,4;75,5;78,4;86,2;90,7;91,1;78,6;67,4;88,4;97,6;93,3;92,9;86,8;92,1
Olho d'Água;20,7;26,6;19,6;21,8;16,4;10,8;25,2;25,8;33,9;38,7;40,0;59,3;51,8;63,3;65,3;62,9;54,7;68,3;73,4;82,6
Olivedos;20,0;43,2;39,5;56,4;37,0;40,3;35,2;56,0;44,0;51,2;65,8;57,1;62,9;74,0;74,5;89,6;93,8;87,8;79,2;84,2
Ouro Velho;8,5;**;25,7;**;**;16,7;28,1;25,6;20,4;50,0;53,2;68,0;75,6;61,5;56,8;71,8;57,1;73,8;89,6;82,9
Parari;**;50,0;60,0;40,7;40,9;22,2;59,1;39,4;65,8;51,6;40,7;44,0;38,5;50,0;71,4;77,8;93,3;81,8;100,0;88,9
Passagem;35,9;58,0;20,0;21,4;17,9;18,6;30,2;44,1;62,5;53,1;42,4;63,9;61,9;68,3;58,8;68,8;55,2;75,0;79,6;73,7
Patos;48,8;45,8;24,5;25,9;21,2;24,7;31,2;43,0;59,6;63,0;65,4;64,6;65,9;68,5;67,7;68,8;70,0;72,8;68,7;79,9
