 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município
Período:2013
"Município";"Nascim_p/resid.mãe"
"230480 Granjeiro";75
"230490 Groaíras";120
"230495 Guaiúba";325
"230500 Guaraciaba do Norte";579
"230510 Guaramiranga";76
"230520 Hidrolândia";231
"230523 Horizonte";1025
"230526 Ibaretama";182
"230530 Ibiapina";346
"230533 Ibicuitinga";197
"230535 Icapuí";232
"230540 Icó";878
"230550 Iguatu";1265
"230560 Independência";262
"230565 Ipaporanga";134
"230570 Ipaumirim";140
"230580 Ipu";563
"230590 Ipueiras";470
"230600 Iracema";156
"230610 Irauçuba";312
"230620 Itaiçaba";75
"230625 Itaitinga";490
"230630 Itapagé";703
"230640 Itapipoca";1988
"230650 Itapiúna";230
"230655 Itarema";623
"230660 Itatira";259
"230670 Jaguaretama";188
"230680 Jaguaribara";142
"230690 Jaguaribe";454
"230700 Jaguaruana";419
"230710 Jardim";453
"230720 Jati";106
"230725 Jijoca de Jericoacoara";290
"230730 Juazeiro do Norte";4135
"230740 Jucás";322
"230750 Lavras da Mangabeira";331
"230760 Limoeiro do Norte";785
"230763 Madalena";205
"230765 Maracanaú";4112
"230770 Maranguape";1399
"230780 Marco";516
"230790 Martinópole";162
"230800 Massapê";546
"230810 Mauriti";678
"230820 Meruoca";215
"230830 Milagres";412
"230835 Milhã";130
"230837 Miraíma";195
"230840 Missão Velha";592
"230850 Mombaça";460
"230860 Monsenhor Tabosa";203
"230870 Morada Nova";686
"230880 Moraújo";118
"230890 Morrinhos";318
"230900 Mucambo";175
"230910 Mulungu";134
"230920 Nova Olinda";262
"230930 Nova Russas";382
"230940 Novo Oriente";359
"230945 Ocara";276
"230950 Orós";289
"230960 Pacajus";973
"230970 Pacatuba";785
"230980 Pacoti";148
"230990 Pacujá";80
"231000 Palhano";99
"231010 Palmácia";103
"231020 Paracuru";639
"231025 Paraipaba";429
"231030 Parambu";406
"231040 Paramoti";143
"231050 Pedra Branca";540
"231060 Penaforte";178
"231070 Pentecoste";561
"231080 Pereiro";200
"231085 Pindoretama";297
"231090 Piquet Carneiro";156
"231095 Pires Ferreira";108
"231100 Poranga";151
"231110 Porteiras";268
"231120 Potengi";153
"231123 Potiretama";70
"231126 Quiterianópolis";230
"231130 Quixadá";1189
"231135 Quixelô";185
"231140 Quixeramobim";1011
"231150 Quixeré";252
"231160 Redenção";377
"231170 Reriutaba";227
"231180 Russas";947
"231190 Saboeiro";206
"231195 Salitre";308
"231220 Santa Quitéria";541
"231200 Santana do Acaraú";483
"231210 Santana do Cariri";273
"231230 São Benedito";809
"231240 São Gonçalo do Amarante";784
"231250 São João do Jaguaribe";64
"231260 São Luís do Curu";154
"231270 Senador Pompeu";297
"231280 Senador Sá";108
"231290 Sobral";3269
"231300 Solonópole";195
"231310 Tabuleiro do Norte";363
"231320 Tamboril";264
"231325 Tarrafas";99
"231330 Tauá";730
"231335 Tejuçuoca";266
"231340 Tianguá";1278
"231350 Trairi";683
"231355 Tururu";218
"231360 Ubajara";552
"231370 Umari";97
"231375 Umirim";307
"231380 Uruburetama";338
"231390 Uruoca";188
"231395 Varjota";286
"231400 Várzea Alegre";512
"231410 Viçosa do Ceará";924
"230000 Município ignorado - CE";2
"240010 Acari";140
"240020 Açu";705
"240030 Afonso Bezerra";121
"240040 Água Nova";44
"240050 Alexandria";183
"240060 Almino Afonso";57
"240070 Alto do Rodrigues";136
"240080 Angicos";139
"240090 Antônio Martins";79
"240100 Apodi";446
"240110 Areia Branca";351
"240120 Arês";200
"240130 Augusto Severo";117
"240140 Baía Formosa";109
"240145 Baraúna";378
"240150 Barcelona";51
"240160 Bento Fernandes";63
"240165 Bodó";36
"240170 Bom Jesus";103
"240180 Brejinho";150
"240185 Caiçara do Norte";75
"240190 Caiçara do Rio do Vento";46
"240200 Caicó";731
"240210 Campo Redondo";118
"240220 Canguaretama";539
"240230 Caraúbas";253
"240240 Carnaúba dos Dantas";112
"240250 Carnaubais";144
"240260 Ceará-Mirim";1197
"240270 Cerro Corá";131
"240280 Coronel Ezequiel";71
"240290 Coronel João Pessoa";71
"240300 Cruzeta";98
"240310 Currais Novos";545
"240320 Doutor Severiano";102
"240330 Encanto";75
"240340 Equador";80
"240350 Espírito Santo";107
"240360 Extremoz";518
"240370 Felipe Guerra";48
"240375 Fernando Pedroza";38
"240380 Florânia";123
"240390 Francisco Dantas";33
"240400 Frutuoso Gomes";37
"240410 Galinhos";19
"240420 Goianinha";533
"240430 Governador Dix-Sept Rosado";162
"240440 Grossos";119
"240450 Guamaré";200
"240460 Ielmo Marinho";117
"240470 Ipanguaçu";237
"240480 Ipueira";25
"240485 Itajá";120
"240490 Itaú";64
"240500 Jaçanã";109
"240510 Jandaíra";72
"240520 Janduís";72
"240530 Januário Cicco";119
"240540 Japi";107
"240550 Jardim de Angicos";35
"240560 Jardim de Piranhas";167
"240570 Jardim do Seridó";107
"240580 João Câmara";493
"240590 João Dias";42
"240600 José da Penha";84
"240610 Jucurutu";253
"240615 Jundiá";56
"240620 Lagoa d'Anta";73
"240630 Lagoa de Pedras";97
"240640 Lagoa de Velhos";36
"240650 Lagoa Nova";204
"240660 Lagoa Salgada";141
"240670 Lajes";98
"240680 Lajes Pintadas";71
"240690 Lucrécia";43
"240700 Luís Gomes";134
"240710 Macaíba";907
"240720 Macau";176
"240725 Major Sales";61
"240730 Marcelino Vieira";81
"240740 Martins";90
"240750 Maxaranguape";154
"240760 Messias Targino";47
"240770 Montanhas";158
"240780 Monte Alegre";300
"240790 Monte das Gameleiras";32
"240800 Mossoró";3975
"240810 Natal";11840
"240820 Nísia Floresta";349
"240830 Nova Cruz";479
"240840 Olho-d'Água do Borges";37
"240850 Ouro Branco";59
"240860 Paraná";54
"240870 Paraú";44
"240880 Parazinho";94
"240890 Parelhas";325
"240325 Parnamirim";3912
"240910 Passa e Fica";175
"240920 Passagem";51
"240930 Patu";182
"240940 Pau dos Ferros";389
"240950 Pedra Grande";54
"240960 Pedra Preta";25
"240970 Pedro Avelino";95
"240980 Pedro Velho";234
"240990 Pendências";91
"241000 Pilões";48
"241010 Poço Branco";146
"241020 Portalegre";83
"241025 Porto do Mangue";63
"241040 Pureza";129
"241050 Rafael Fernandes";65
"241060 Rafael Godeiro";35
"241070 Riacho da Cruz";42
"241080 Riacho de Santana";45
"241090 Riachuelo";116
"240895 Rio do Fogo";160
"241100 Rodolfo Fernandes";67
"241110 Ruy Barbosa";41
"241120 Santa Cruz";586
"240933 Santa Maria";44
"241140 Santana do Matos";147
"241142 Santana do Seridó";31
"241150 Santo Antônio";330
"241160 São Bento do Norte";41
"241170 São Bento do Trairí";74
"241180 São Fernando";28
"241190 São Francisco do Oeste";60
"241200 São Gonçalo do Amarante";1768
"241210 São João do Sabugi";60
"241220 São José de Mipibu";709
"241230 São José do Campestre";155
"241240 São José do Seridó";49
"241250 São Miguel";272
"241255 São Miguel do Gostoso";112
"241260 São Paulo do Potengi";217
"241270 São Pedro";68
"241280 São Rafael";84
"241290 São Tomé";133
"241300 São Vicente";59
"241310 Senador Elói de Souza";71
"241320 Senador Georgino Avelino";64
"241030 Serra Caiada";162
"241330 Serra de São Bento";97
"241335 Serra do Mel";213
"241340 Serra Negra do Norte";90
"241350 Serrinha";107
"241355 Serrinha dos Pintos";42
"241360 Severiano Melo";57
"241370 Sítio Novo";65
"241380 Taboleiro Grande";30
"241390 Taipu";179
"241400 Tangará";228
"241410 Tenente Ananias";152
"241415 Tenente Laurentino Cruz";90
"241105 Tibau";67
"241420 Tibau do Sul";183
"241430 Timbaúba dos Batistas";30
"241440 Touros";490
"241445 Triunfo Potiguar";65
"241450 Umarizal";112
"241460 Upanema";194
"241470 Várzea";62
"241475 Venha-Ver";51
"241480 Vera Cruz";165
"241490 Viçosa";29
"241500 Vila Flor";57
"250010 Água Branca";88
"250020 Aguiar";54
"250030 Alagoa Grande";405
"250040 Alagoa Nova";329
"250050 Alagoinha";230
"250053 Alcantil";88
"250057 Algodão de Jandaíra";39
"250060 Alhandra";381
"250073 Amparo";35
"250077 Aparecida";101
"250080 Araçagi";200
"250090 Arara";151
"250100 Araruna";265
"250110 Areia";362
"250115 Areia de Baraúnas";33
"250120 Areial";97
"250130 Aroeiras";288
"250135 Assunção";67
"250140 Baía da Traição";146
"250150 Bananeiras";283
"250153 Baraúna";65
"250160 Barra de Santa Rosa";170
"250157 Barra de Santana";105
"250170 Barra de São Miguel";86
"250180 Bayeux";1395
"250190 Belém";240
"250200 Belém do Brejo do Cruz";104
"250205 Bernardino Batista";47
"250210 Boa Ventura";50
"250215 Boa Vista";85
"250220 Bom Jesus";38
"250230 Bom Sucesso";45
"250240 Bonito de Santa Fé";155
"250250 Boqueirão";254
"250270 Borborema";71
"250280 Brejo do Cruz";155
"250290 Brejo dos Santos";76
"250300 Caaporã";443
"250310 Cabaceiras";70
"250320 Cabedelo";965
"250330 Cachoeira dos Índios";135
"250340 Cacimba de Areia";41
"250350 Cacimba de Dentro";208
"250355 Cacimbas";133
"250360 Caiçara";105
"250370 Cajazeiras";892
"250375 Cajazeirinhas";58
"250380 Caldas Brandão";87
"250390 Camalaú";85
"250400 Campina Grande";6098
"250403 Capim";105
"250407 Caraúbas";59
"250410 Carrapateira";22
"250415 Casserengue";81
"250420 Catingueira";61
"250430 Catolé do Rocha";394
"250435 Caturité";78
"250440 Conceição";254
"250450 Condado";80
"250460 Conde";489
"250470 Congo";88
"250480 Coremas";190
"250485 Coxixola";14
"250490 Cruz do Espírito Santo";284
"250500 Cubati";102
"250510 Cuité";255
"250523 Cuité de Mamanguape";84
"250520 Cuitegi";109
"250527 Curral de Cima";76
"250530 Curral Velho";32
"250535 Damião";66
"250540 Desterro";115
"250560 Diamante";72
"250570 Dona Inês";133
"250580 Duas Estradas";52
"250590 Emas";36
"250600 Esperança";514
"250610 Fagundes";190
"250620 Frei Martinho";32
"250625 Gado Bravo";126
"250630 Guarabira";915
"250640 Gurinhém";214
"250650 Gurjão";33
"250660 Ibiara";67
"250260 Igaracy";68
"250670 Imaculada";140
"250680 Ingá";283
"250690 Itabaiana";333
"250700 Itaporanga";339
"250710 Itapororoca";244
"250720 Itatuba";166
"250730 Jacaraú";213
"250740 Jericó";97
"250750 João Pessoa";11549
"251365 Joca Claudino";32
"250760 Juarez Távora";114
"250770 Juazeirinho";300
"250780 Junco do Seridó";112
"250790 Juripiranga";188
"250800 Juru";118
"250810 Lagoa";61
"250820 Lagoa de Dentro";110
"250830 Lagoa Seca";432
"250840 Lastro";45
"250850 Livramento";86
"250855 Logradouro";46
"250860 Lucena";214
"250870 Mãe d'Água";43
"250880 Malta";86
"250890 Mamanguape";711
"250900 Manaíra";169
"250905 Marcação";160
"250910 Mari";277
"250915 Marizópolis";98
"250920 Massaranduba";202
"250930 Mataraca";139
"250933 Matinhas";54
"250937 Mato Grosso";23
"250939 Maturéia";83
"250940 Mogeiro";179
"250950 Montadas";94
"250960 Monte Horebe";67
"250970 Monteiro";491
"250980 Mulungu";137
"250990 Natuba";93
"251000 Nazarezinho";106
"251010 Nova Floresta";147
"251020 Nova Olinda";76
"251030 Nova Palmeira";43
"251040 Olho d'Água";98
"251050 Olivedos";50
"251060 Ouro Velho";39
"251065 Parari";30
"251070 Passagem";41
"251080 Patos";1506
"251090 Paulista";134
"251100 Pedra Branca";37
"251110 Pedra Lavrada";105
"251120 Pedras de Fogo";457
"251272 Pedro Régis";69
"251130 Piancó";201
"251140 Picuí";263
"251150 Pilar";182
"251160 Pilões";140
"251170 Pilõezinhos";77
"251180 Pirpirituba";128
"251190 Pitimbu";292
"251200 Pocinhos";281
"251203 Poço Dantas";63
"251207 Poço de José de Moura";45
"251210 Pombal";449
"251220 Prata";54
"251230 Princesa Isabel";293
"251240 Puxinanã";205
"251250 Queimadas";631
"251260 Quixabá";22
"251270 Remígio";284
"251274 Riachão";54
"251275 Riachão do Bacamarte";64
"251276 Riachão do Poço";62
"251278 Riacho de Santo Antônio";43
"251280 Riacho dos Cavalos";99
"251290 Rio Tinto";328
"251300 Salgadinho";42
"251310 Salgado de São Félix";109
"251315 Santa Cecília";87
"251320 Santa Cruz";67
"251330 Santa Helena";63
"251335 Santa Inês";55
"251340 Santa Luzia";206
"251370 Santa Rita";2231
"251380 Santa Teresinha";44
"251350 Santana de Mangueira";60
"251360 Santana dos Garrotes";73
"251385 Santo André";27
"251392 São Bentinho";53
"251390 São Bento";436
"251396 São Domingos";37
"251394 São Domingos do Cariri";37
"251398 São Francisco";51
"251400 São João do Cariri";51
"250070 São João do Rio do Peixe";187
"251410 São João do Tigre";52
"251420 São José da Lagoa Tapada";87
"251430 São José de Caiana";105
"251440 São José de Espinharas";52
"251450 São José de Piranhas";252
"251455 São José de Princesa";35
"251460 São José do Bonfim";59
"251465 São José do Brejo do Cruz";23
"251470 São José do Sabugi";39
"251480 São José dos Cordeiros";48
"251445 São José dos Ramos";68
"251490 São Mamede";93
"251500 São Miguel de Taipu";90
"251510 São Sebastião de Lagoa de Roça";167
"251520 São Sebastião do Umbuzeiro";44
"251540 São Vicente do Seridó";167
"251530 Sapé";731
"251550 Serra Branca";143
"251560 Serra da Raiz";35
"251570 Serra Grande";30
"251580 Serra Redonda";107
"251590 Serraria";59
"251593 Sertãozinho";72
"251597 Sobrado";97
"251600 Solânea";392
"251610 Soledade";223
"251615 Sossêgo";56
"251620 Sousa";940
"251630 Sumé";226
"251640 Tacima";104
"251650 Taperoá";214
"251660 Tavares";192
"251670 Teixeira";198
"251675 Tenório";42
"251680 Triunfo";108
"251690 Uiraúna";186
"251700 Umbuzeiro";120
"251710 Várzea";35
"251720 Vieirópolis";45
"250550 Vista Serrana";43
"251740 Zabelê";40
"260005 Abreu e Lima";1532
"260010 Afogados da Ingazeira";638
"260020 Afrânio";297
"260030 Agrestina";362
"260040 Água Preta";491
"260050 Águas Belas";794
"260060 Alagoinha";180
"260070 Aliança";538
"260080 Altinho";269
"260090 Amaraji";340
"260100 Angelim";163
"260105 Araçoiaba";356
"260110 Araripina";1516
"260120 Arcoverde";1153
"260130 Barra de Guabiraba";180
"260140 Barreiros";867
"260150 Belém de Maria";140
"260160 Belém do São Francisco";330
"260170 Belo Jardim";1181
"260180 Betânia";188
"260190 Bezerros";762
"260200 Bodocó";531
"260210 Bom Conselho";683
"260220 Bom Jardim";474
"260230 Bonito";607
"260240 Brejão";178
"260250 Brejinho";125
"260260 Brejo da Madre de Deus";744
"260270 Buenos Aires";189
"260280 Buíque";852
"260290 Cabo de Santo Agostinho";3419
"260300 Cabrobó";522
"260310 Cachoeirinha";272
"260320 Caetés";396
"260330 Calçado";139
"260340 Calumbi";104
"260345 Camaragibe";2358
"260350 Camocim de São Félix";240
"260360 Camutanga";102
"260370 Canhotinho";400
"260380 Capoeiras";302
"260390 Carnaíba";267
"260392 Carnaubeira da Penha";292
"260400 Carpina";1103
"260410 Caruaru";5711
"260415 Casinhas";197
"260420 Catende";588
"260430 Cedro";176
"260440 Chã de Alegria";223
"260450 Chã Grande";292
"260460 Condado";376
"260470 Correntes";224
"260480 Cortês";220
"260490 Cumaru";209
"260500 Cupira";344
"260510 Custódia";616
"260515 Dormentes";285
"260520 Escada";1548
"260530 Exu";521
"260540 Feira Nova";288
"260545 Fernando de Noronha";16
"260550 Ferreiros";151
"260560 Flores";264
"260570 Floresta";480
"260580 Frei Miguelinho";143
"260590 Gameleira";420
"260600 Garanhuns";2355
"260610 Glória do Goitá";394
"260620 Goiana";1237
"260630 Granito";92
"260640 Gravatá";1133
"260650 Iati";303
"260660 Ibimirim";432
"260670 Ibirajuba";102
"260680 Igarassu";1635
"260690 Iguaracy";145
"260760 Ilha de Itamaracá";326
"260700 Inajá";352
"260710 Ingazeira";50
"260720 Ipojuca";1599
"260730 Ipubi";514
"260740 Itacuruba";89
"260750 Itaíba";357
"260765 Itambé";435
"260770 Itapetim";194
"260775 Itapissuma";360
"260780 Itaquitinga";249
"260790 Jaboatão dos Guararapes";9711
"260795 Jaqueira";169
"260800 Jataúba";279
"260805 Jatobá";234
"260810 João Alfredo";375
"260820 Joaquim Nabuco";265
"260825 Jucati";170
"260830 Jupi";274
"260840 Jurema";222
"260850 Lagoa de Itaenga";372
"260845 Lagoa do Carro";240
"260860 Lagoa do Ouro";172
"260870 Lagoa dos Gatos";216
"260875 Lagoa Grande";381
"260880 Lajedo";669
"260890 Limoeiro";795
"260900 Macaparana";393
"260910 Machados";173
"260915 Manari";275
"260920 Maraial";220
"260930 Mirandiba";290
"261430 Moreilândia";162
"260940 Moreno";815
"260950 Nazaré da Mata";456
"260960 Olinda";6019
"260970 Orobó";289
"260980 Orocó";276
"260990 Ouricuri";1127
"261000 Palmares";1165
"261010 Palmeirina";123
"261020 Panelas";370
"261030 Paranatama";203
"261040 Parnamirim";305
"261050 Passira";441
"261060 Paudalho";859
"261070 Paulista";4134
"261080 Pedra";326
"261090 Pesqueira";981
"261100 Petrolândia";719
"261110 Petrolina";6025
"261120 Poção";168
"261130 Pombos";417
"261140 Primavera";191
"261150 Quipapá";342
"261153 Quixaba";95
"261160 Recife";23176
"261170 Riacho das Almas";277
"261180 Ribeirão";786
"261190 Rio Formoso";415
"261200 Sairé";135
"261210 Salgadinho";91
"261220 Salgueiro";1035
"261230 Saloá";213
"261240 Sanharó";314
"261245 Santa Cruz";231
"261247 Santa Cruz da Baixa Verde";176
"261250 Santa Cruz do Capibaribe";1405
"261255 Santa Filomena";175
"261260 Santa Maria da Boa Vista";696
"261270 Santa Maria do Cambucá";209
"261280 Santa Terezinha";152
"261290 São Benedito do Sul";190
"261300 São Bento do Una";762
"261310 São Caitano";544
"261320 São João";355
"261330 São Joaquim do Monte";343
"261340 São José da Coroa Grande";342
"261350 São José do Belmonte";556
"261360 São José do Egito";404
"261370 São Lourenço da Mata";1699
"261380 São Vicente Ferrer";235
"261390 Serra Talhada";1405
"261400 Serrita";280
"261410 Sertânia";456
"261420 Sirinhaém";823
"261440 Solidão";96
"261450 Surubim";906
"261460 Tabira";479
"261470 Tacaimbó";178
"261480 Tacaratu";329
"261485 Tamandaré";364
"261500 Taquaritinga do Norte";345
"261510 Terezinha";119
"261520 Terra Nova";149
"261530 Timbaúba";789
"261540 Toritama";647
"261550 Tracunhaém";231
"261560 Trindade";612
"261570 Triunfo";185
"261580 Tupanatinga";322
"261590 Tuparetama";121
"261600 Venturosa";275
"261610 Verdejante";150
"261618 Vertente do Lério";114
"261620 Vertentes";337
"261630 Vicência";411
"261640 Vitória de Santo Antão";1999
"261650 Xexéu";289
"260000 Município ignorado - PE";2
"270010 Água Branca";336
"270020 Anadia";243
"270030 Arapiraca";3784
"270040 Atalaia";828
"270050 Barra de Santo Antônio";300
"270060 Barra de São Miguel";140
"270070 Batalha";296
"270080 Belém";76
"270090 Belo Monte";88
"270100 Boca da Mata";491
"270110 Branquinha";224
"270120 Cacimbinhas";166
"270130 Cajueiro";374
"270135 Campestre";83
"270140 Campo Alegre";548
"270150 Campo Grande";119
"270160 Canapi";325
"270170 Capela";274
"270180 Carneiros";155
"270190 Chã Preta";107
"270200 Coité do Nóia";184
"270210 Colônia Leopoldina";286
"270220 Coqueiro Seco";95
"270230 Coruripe";876
"270235 Craíbas";412
"270240 Delmiro Gouveia";873
"270250 Dois Riachos";141
"270255 Estrela de Alagoas";214
"270260 Feira Grande";340
"270270 Feliz Deserto";66
"270280 Flexeiras";201
"270290 Girau do Ponciano";585
"270300 Ibateguara";278
"270310 Igaci";320
"270320 Igreja Nova";438
"270330 Inhapi";316
"270340 Jacaré dos Homens";110
"270350 Jacuípe";76
"270360 Japaratinga";150
"270370 Jaramataia";85
"270375 Jequiá da Praia";155
"270380 Joaquim Gomes";444
"270390 Jundiá";38
"270400 Junqueiro";394
"270410 Lagoa da Canoa";313
"270420 Limoeiro de Anadia";338
"270430 Maceió";15172
"270440 Major Isidoro";279
"270490 Mar Vermelho";33
"270450 Maragogi";490
"270460 Maravilha";140
"270470 Marechal Deodoro";838
"270480 Maribondo";229
"270500 Mata Grande";364
"270510 Matriz de Camaragibe";443
"270520 Messias";336
"270530 Minador do Negrão";95
"270540 Monteirópolis";120
"270550 Murici";553
"270560 Novo Lino";158
"270570 Olho d'Água das Flores";381
"270580 Olho d'Água do Casado";154
"270590 Olho d'Água Grande";81
"270600 Olivença";178
"270610 Ouro Branco";180
"270620 Palestina";95
"270630 Palmeira dos Índios";1282
"270640 Pão de Açúcar";433
"270642 Pariconha";175
"270644 Paripueira";207
"270650 Passo de Camaragibe";250
"270660 Paulo Jacinto";127
"270670 Penedo";1085
"270680 Piaçabuçu";301
"270690 Pilar";594
"270700 Pindoba";30
"270710 Piranhas";416
"270720 Poço das Trincheiras";236
"270730 Porto Calvo";471
"270740 Porto de Pedras";128
"270750 Porto Real do Colégio";310
"270760 Quebrangulo";166
"270770 Rio Largo";1203
"270780 Roteiro";127
"270790 Santa Luzia do Norte";103
"270800 Santana do Ipanema";794
"270810 Santana do Mundaú";165
"270820 São Brás";105
"270830 São José da Laje";393
"270840 São José da Tapera";594
"270850 São Luís do Quitunde";624
"270860 São Miguel dos Campos";1012
"270870 São Miguel dos Milagres";90
"270880 São Sebastião";596
"270890 Satuba";163
"270895 Senador Rui Palmeira";223
"270900 Tanque d'Arca";84
"270910 Taquarana";311
"270915 Teotônio Vilela";756
"270920 Traipu";367
"270930 União dos Palmares";1116
"270940 Viçosa";447
"280010 Amparo de São Francisco";36
"280020 Aquidabã";287
"280030 Aracaju";9374
"280040 Arauá";131
"280050 Areia Branca";260
"280060 Barra dos Coqueiros";485
"280067 Boquim";364
"280070 Brejo Grande";122
"280100 Campo do Brito";267
"280110 Canhoba";68
"280120 Canindé de São Francisco";570
"280130 Capela";582
"280140 Carira";292
"280150 Carmópolis";281
"280160 Cedro de São João";71
"280170 Cristinápolis";304
"280190 Cumbe";56
"280200 Divina Pastora";72
"280210 Estância";1071
"280220 Feira Nova";78
"280230 Frei Paulo";236
"280240 Gararu";142
"280250 General Maynard";40
"280260 Gracho Cardoso";83
"280270 Ilha das Flores";153
"280280 Indiaroba";285
"280290 Itabaiana";1444
"280300 Itabaianinha";637
"280310 Itabi";64
"280320 Itaporanga d'Ajuda";508
"280330 Japaratuba";259
"280340 Japoatã";216
"280350 Lagarto";1400
"280360 Laranjeiras";476
"280370 Macambira";97
"280380 Malhada dos Bois";71
"280390 Malhador";166
"280400 Maruim";286
"280410 Moita Bonita";146
"280420 Monte Alegre de Sergipe";248
"280430 Muribeca";150
"280440 Neópolis";295
"280445 Nossa Senhora Aparecida";150
"280450 Nossa Senhora da Glória";613
"280460 Nossa Senhora das Dores";386
"280470 Nossa Senhora de Lourdes";109
"280480 Nossa Senhora do Socorro";2992
"280490 Pacatuba";249
"280500 Pedra Mole";46
"280510 Pedrinhas";115
"280520 Pinhão";94
"280530 Pirambu";140
"280540 Poço Redondo";506
"280550 Poço Verde";282
"280560 Porto da Folha";420
"280570 Propriá";476
"280580 Riachão do Dantas";325
"280590 Riachuelo";158
"280600 Ribeirópolis";210
"280610 Rosário do Catete";180
"280620 Salgado";296
"280630 Santa Luzia do Itanhy";234
"280650 Santa Rosa de Lima";66
"280640 Santana do São Francisco";125
"280660 Santo Amaro das Brotas";201
"280670 São Cristóvão";1326
"280680 São Domingos";138
"280690 São Francisco";44
"280700 São Miguel do Aleixo";65
"280710 Simão Dias";617
"280720 Siriri";129
"280730 Telha";52
"280740 Tobias Barreto";697
"280750 Tomar do Geru";194
"280760 Umbaúba";418
"280000 Município ignorado - SE";2
"290010 Abaíra";54
"290020 Abaré";290
"290030 Acajutiba";201
"290035 Adustina";168
"290040 Água Fria";184
"290060 Aiquara";50
"290070 Alagoinhas";2243
"290080 Alcobaça";295
"290090 Almadina";77
"290100 Amargosa";457
"290110 Amélia Rodrigues";287
"290115 América Dourada";202
"290120 Anagé";233
"290130 Andaraí";174
"290135 Andorinha";158
"290140 Angical";233
"290150 Anguera";89
"290160 Antas";137
"290170 Antônio Cardoso";162
"290180 Antônio Gonçalves";151
"290190 Aporá";204
"290195 Apuarema";68
"290205 Araças";163
"290200 Aracatu";163
"290210 Araci";794
"290220 Aramari";110
"290225 Arataca";138
"290230 Aratuípe";132
"290240 Aurelino Leal";204
"290250 Baianópolis";178
"290260 Baixa Grande";239
"290265 Banzaê";164
"290270 Barra";879
"290280 Barra da Estiva";374
"290290 Barra do Choça";533
"290300 Barra do Mendes";167
"290310 Barra do Rocha";82
"290320 Barreiras";2606
"290323 Barro Alto";153
"290330 Barro Preto";84
"290327 Barrocas";215
"290340 Belmonte";326
"290350 Belo Campo";216
"290360 Biritinga";248
"290370 Boa Nova";162
"290380 Boa Vista do Tupim";244
"290390 Bom Jesus da Lapa";1088
"290395 Bom Jesus da Serra";120
"290400 Boninal";156
"290405 Bonito";305
"290410 Boquira";263
"290420 Botuporã";160
"290430 Brejões";169
"290440 Brejolândia";90
"290450 Brotas de Macaúbas";131
"290460 Brumado";925
"290470 Buerarema";259
"290475 Buritirama";263
"290480 Caatiba";103
"290485 Cabaceiras do Paraguaçu";250
"290490 Cachoeira";410
"290500 Caculé";284
"290510 Caém";171
"290515 Caetanos";140
"290520 Caetité";744
"290530 Cafarnaum";257
"290540 Cairu";242
"290550 Caldeirão Grande";156
"290560 Camacan";431
"290570 Camaçari";4257
"290580 Camamu";548
"290590 Campo Alegre de Lourdes";453
"290600 Campo Formoso";1038
"290610 Canápolis";160
"290620 Canarana";368
"290630 Canavieiras";490
"290640 Candeal";112
"290650 Candeias";1170
"290660 Candiba";159
"290670 Cândido Sales";375
"290680 Cansanção";437
"290682 Canudos";191
"290685 Capela do Alto Alegre";94
"290687 Capim Grosso";405
"290689 Caraíbas";88
"290690 Caravelas";221
"290700 Cardeal da Silva";122
"290710 Carinhanha";452
"290720 Casa Nova";1086
"290730 Castro Alves";340
"290740 Catolândia";46
"290750 Catu";698
"290755 Caturama";107
"290760 Central";227
"290770 Chorrochó";151
"290780 Cícero Dantas";364
"290790 Cipó";291
"290800 Coaraci";283
"290810 Cocos";228
"290820 Conceição da Feira";233
"290830 Conceição do Almeida";138
"290840 Conceição do Coité";1020
"290850 Conceição do Jacuípe";414
"290860 Conde";319
"290870 Condeúba";213
"290880 Contendas do Sincorá";45
"290890 Coração de Maria";283
"290900 Cordeiros";76
"290910 Coribe";157
"290920 Coronel João Sá";216
"290930 Correntina";425
"290940 Cotegipe";184
"290950 Cravolândia";50
"290960 Crisópolis";254
"290970 Cristópolis";169
"290980 Cruz das Almas";816
"290990 Curaçá";459
"291000 Dário Meira";142
"291005 Dias d'Ávila";960
"291010 Dom Basílio";116
"291020 Dom Macedo Costa";50
"291030 Elísio Medrado";102
"291040 Encruzilhada";301
"291050 Entre Rios";608
"290050 Érico Cardoso";94
"291060 Esplanada";512
"291070 Euclides da Cunha";704
"291072 Eunápolis";1694
"291075 Fátima";203
"291077 Feira da Mata";36
"291080 Feira de Santana";9278
"291085 Filadélfia";281
"291090 Firmino Alves";66
"291100 Floresta Azul";135
"291110 Formosa do Rio Preto";405
"291120 Gandu";522
"291125 Gavião";49
"291130 Gentio do Ouro";111
"291140 Glória";252
"291150 Gongogi";73
"291160 Governador Mangabeira";286
"291165 Guajeru";69
"291170 Guanambi";1209
"291180 Guaratinga";254
"291185 Heliópolis";123
"291190 Iaçu";358
"291200 Ibiassucê";107
"291210 Ibicaraí";337
"291220 Ibicoara";345
"291230 Ibicuí";159
"291240 Ibipeba";198
"291250 Ibipitanga";150
"291260 Ibiquera";49
"291270 Ibirapitanga";369
"291280 Ibirapuã";100
"291290 Ibirataia";284
"291300 Ibitiara";176
"291310 Ibititá";252
"291320 Ibotirama";402
"291330 Ichu";83
"291340 Igaporã";189
"291345 Igrapiúna";188
"291350 Iguaí";300
