 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município
Período:2013
"Município";"Nascim_p/resid.mãe"
"170720 Dois Irmãos do Tocantins";55
"170730 Dueré";58
"170740 Esperantina";147
"170755 Fátima";47
"170765 Figueirópolis";71
"170770 Filadélfia";121
"170820 Formoso do Araguaia";258
"170825 Fortaleza do Tabocão";42
"170830 Goianorte";39
"170900 Goiatins";260
"170930 Guaraí";384
"170950 Gurupi";1256
"170980 Ipueiras";22
"171050 Itacajá";141
"171070 Itaguatins";98
"171090 Itapiratins";29
"171110 Itaporã do Tocantins";39
"171150 Jaú do Tocantins";33
"171180 Juarina";40
"171190 Lagoa da Confusão";211
"171195 Lagoa do Tocantins";73
"171200 Lajeado";48
"171215 Lavandeira";22
"171240 Lizarda";40
"171245 Luzinópolis";44
"171250 Marianópolis do Tocantins";47
"171270 Mateiros";45
"171280 Maurilândia do Tocantins";38
"171320 Miracema do Tocantins";345
"171330 Miranorte";184
"171360 Monte do Carmo";111
"171370 Monte Santo do Tocantins";20
"171395 Muricilândia";49
"171420 Natividade";147
"171430 Nazaré";58
"171488 Nova Olinda";163
"171500 Nova Rosalândia";56
"171510 Novo Acordo";79
"171515 Novo Alegre";23
"171525 Novo Jardim";35
"171550 Oliveira de Fátima";23
"172100 Palmas";4829
"171570 Palmeirante";53
"171380 Palmeiras do Tocantins";71
"171575 Palmeirópolis";65
"171610 Paraíso do Tocantins";797
"171620 Paranã";136
"171630 Pau D'Arco";53
"171650 Pedro Afonso";271
"171660 Peixe";123
"171665 Pequizeiro";51
"171700 Pindorama do Tocantins";47
"171720 Piraquê";42
"171750 Pium";80
"171780 Ponte Alta do Bom Jesus";57
"171790 Ponte Alta do Tocantins";119
"171800 Porto Alegre do Tocantins";44
"171820 Porto Nacional";938
"171830 Praia Norte";113
"171840 Presidente Kennedy";46
"171845 Pugmil";31
"171850 Recursolândia";74
"171855 Riachinho";62
"171865 Rio da Conceição";35
"171870 Rio dos Bois";31
"171875 Rio Sono";66
"171880 Sampaio";71
"171884 Sandolândia";39
"171886 Santa Fé do Araguaia";138
"171888 Santa Maria do Tocantins";43
"171889 Santa Rita do Tocantins";22
"171890 Santa Rosa do Tocantins";65
"171900 Santa Tereza do Tocantins";63
"172000 Santa Terezinha do Tocantins";33
"172010 São Bento do Tocantins";90
"172015 São Félix do Tocantins";26
"172020 São Miguel do Tocantins";184
"172025 São Salvador do Tocantins";28
"172030 São Sebastião do Tocantins";83
"172049 São Valério";68
"172065 Silvanópolis";79
"172080 Sítio Novo do Tocantins";145
"172085 Sucupira";20
"172090 Taguatinga";210
"172093 Taipas do Tocantins";38
"172097 Talismã";28
"172110 Tocantínia";208
"172120 Tocantinópolis";458
"172125 Tupirama";24
"172130 Tupiratins";23
"172208 Wanderlândia";134
"172210 Xambioá";235
"170000 Município ignorado - TO";5
"210005 Açailândia";2046
"210010 Afonso Cunha";103
"210015 Água Doce do Maranhão";159
"210020 Alcântara";241
"210030 Aldeias Altas";487
"210040 Altamira do Maranhão";76
"210043 Alto Alegre do Maranhão";449
"210047 Alto Alegre do Pindaré";511
"210050 Alto Parnaíba";196
"210055 Amapá do Maranhão";128
"210060 Amarante do Maranhão";748
"210070 Anajatuba";316
"210080 Anapurus";259
"210083 Apicum-Açu";269
"210087 Araguanã";184
"210090 Araioses";583
"210095 Arame";663
"210100 Arari";476
"210110 Axixá";175
"210120 Bacabal";1705
"210125 Bacabeira";251
"210130 Bacuri";310
"210135 Bacurituba";57
"210140 Balsas";1896
"210150 Barão de Grajaú";266
"210160 Barra do Corda";1485
"210170 Barreirinhas";1212
"210177 Bela Vista do Maranhão";185
"210173 Belágua";207
"210180 Benedito Leite";48
"210190 Bequimão";233
"210193 Bernardo do Mearim";77
"210197 Boa Vista do Gurupi";150
"210200 Bom Jardim";578
"210203 Bom Jesus das Selvas";523
"210207 Bom Lugar";152
"210210 Brejo";627
"210215 Brejo de Areia";128
"210220 Buriti";579
"210230 Buriti Bravo";425
"210232 Buriticupu";1262
"210235 Buritirana";186
"210237 Cachoeira Grande";162
"210240 Cajapió";173
"210250 Cajari";300
"210255 Campestre do Maranhão";233
"210260 Cândido Mendes";323
"210270 Cantanhede";288
"210275 Capinzal do Norte";159
"210280 Carolina";343
"210290 Carutapera";458
"210300 Caxias";2609
"210310 Cedral";134
"210312 Central do Maranhão";118
"210315 Centro do Guilherme";203
"210317 Centro Novo do Maranhão";307
"210320 Chapadinha";1599
"210325 Cidelândia";185
"210330 Codó";2097
"210340 Coelho Neto";856
"210350 Colinas";713
"210355 Conceição do Lago-Açu";285
"210360 Coroatá";1138
"210370 Cururupu";498
"210375 Davinópolis";241
"210380 Dom Pedro";400
"210390 Duque Bacelar";198
"210400 Esperantinópolis";305
"210405 Estreito";589
"210407 Feira Nova do Maranhão";130
"210408 Fernando Falcão";183
"210409 Formosa da Serra Negra";273
"210410 Fortaleza dos Nogueiras";207
"210420 Fortuna";303
"210430 Godofredo Viana";155
"210440 Gonçalves Dias";276
"210450 Governador Archer";198
"210455 Governador Edison Lobão";281
"210460 Governador Eugênio Barros";268
"210462 Governador Luiz Rocha";122
"210465 Governador Newton Bello";165
"210467 Governador Nunes Freire";539
"210470 Graça Aranha";88
"210480 Grajaú";1625
"210490 Guimarães";152
"210500 Humberto de Campos";487
"210510 Icatu";398
"210515 Igarapé do Meio";255
"210520 Igarapé Grande";140
"210530 Imperatriz";4986
"210535 Itaipava do Grajaú";266
"210540 Itapecuru Mirim";1277
"210542 Itinga do Maranhão";317
"210545 Jatobá";112
"210547 Jenipapo dos Vieiras";280
"210550 João Lisboa";415
"210560 Joselândia";228
"210565 Junco do Maranhão";115
"210570 Lago da Pedra";924
"210580 Lago do Junco";141
"210594 Lago dos Rodrigues";155
"210590 Lago Verde";298
"210592 Lagoa do Mato";127
"210596 Lagoa Grande do Maranhão";221
"210598 Lajeado Novo";113
"210600 Lima Campos";213
"210610 Loreto";185
"210620 Luís Domingues";116
"210630 Magalhães de Almeida";231
"210632 Maracaçumé";363
"210635 Marajá do Sena";137
"210637 Maranhãozinho";184
"210640 Mata Roma";312
"210650 Matinha";402
"210660 Matões";504
"210663 Matões do Norte";106
"210667 Milagres do Maranhão";97
"210670 Mirador";314
"210675 Miranda do Norte";310
"210680 Mirinzal";201
"210690 Monção";624
"210700 Montes Altos";160
"210710 Morros";319
"210720 Nina Rodrigues";191
"210725 Nova Colinas";76
"210730 Nova Iorque";50
"210735 Nova Olinda do Maranhão";338
"210740 Olho d'Água das Cunhãs";268
"210745 Olinda Nova do Maranhão";208
"210750 Paço do Lumiar";1587
"210760 Palmeirândia";280
"210770 Paraibano";379
"210780 Parnarama";537
"210790 Passagem Franca";338
"210800 Pastos Bons";319
"210805 Paulino Neves";306
"210810 Paulo Ramos";393
"210820 Pedreiras";671
"210825 Pedro do Rosário";291
"210830 Penalva";651
"210840 Peri Mirim";140
"210845 Peritoró";393
"210850 Pindaré-Mirim";520
"210860 Pinheiro";1388
"210870 Pio XII";505
"210880 Pirapemas";305
"210890 Poção de Pedras";258
"210900 Porto Franco";442
"210905 Porto Rico do Maranhão";85
"210910 Presidente Dutra";802
"210920 Presidente Juscelino";194
"210923 Presidente Médici";92
"210927 Presidente Sarney";327
"210930 Presidente Vargas";178
"210940 Primeira Cruz";180
"210945 Raposa";470
"210950 Riachão";322
"210955 Ribamar Fiquene";138
"210960 Rosário";582
"210970 Sambaíba";66
"210975 Santa Filomena do Maranhão";105
"210980 Santa Helena";601
"210990 Santa Inês";1593
"211000 Santa Luzia";1290
"211003 Santa Luzia do Paruá";386
"211010 Santa Quitéria do Maranhão";474
"211020 Santa Rita";681
"211023 Santana do Maranhão";132
"211027 Santo Amaro do Maranhão";142
"211030 Santo Antônio dos Lopes";245
"211040 São Benedito do Rio Preto";426
"211050 São Bento";521
"211060 São Bernardo";471
"211065 São Domingos do Azeitão";96
"211070 São Domingos do Maranhão";642
"211080 São Félix de Balsas";47
"211085 São Francisco do Brejão";133
"211090 São Francisco do Maranhão";129
"211100 São João Batista";304
"211102 São João do Carú";235
"211105 São João do Paraíso";190
"211107 São João do Soter";283
"211110 São João dos Patos";399
"211120 São José de Ribamar";3103
"211125 São José dos Basílios";99
"211130 São Luís";17204
"211140 São Luís Gonzaga do Maranhão";348
"211150 São Mateus do Maranhão";685
"211153 São Pedro da Água Branca";165
"211157 São Pedro dos Crentes";68
"211160 São Raimundo das Mangabeiras";342
"211163 São Raimundo do Doca Bezerra";69
"211167 São Roberto";89
"211170 São Vicente Ferrer";326
"211172 Satubinha";110
"211174 Senador Alexandre Costa";172
"211176 Senador La Rocque";326
"211178 Serrano do Maranhão";152
"211180 Sítio Novo";237
"211190 Sucupira do Norte";176
"211195 Sucupira do Riachão";80
"211200 Tasso Fragoso";127
"211210 Timbiras";574
"211220 Timon";2524
"211223 Trizidela do Vale";313
"211227 Tufilândia";109
"211230 Tuntum";610
"211240 Turiaçu";689
"211245 Turilândia";341
"211250 Tutóia";985
"211260 Urbano Santos";681
"211270 Vargem Grande";880
"211280 Viana";1044
"211285 Vila Nova dos Martírios";123
"211290 Vitória do Mearim";607
"211300 Vitorino Freire";483
"211400 Zé Doca";837
"210000 Município ignorado - MA";4
"220005 Acauã";80
"220010 Agricolândia";50
"220020 Água Branca";295
"220025 Alagoinha do Piauí";89
"220027 Alegrete do Piauí";69
"220030 Alto Longá";134
"220040 Altos";528
"220045 Alvorada do Gurguéia";74
"220050 Amarante";256
"220060 Angical do Piauí";95
"220070 Anísio de Abreu";143
"220080 Antônio Almeida";44
"220090 Aroazes";59
"220095 Aroeiras do Itaim";21
"220100 Arraial";51
"220105 Assunção do Piauí";109
"220110 Avelino Lopes";184
"220115 Baixa Grande do Ribeiro";243
"220117 Barra D'Alcântara";46
"220120 Barras";765
"220130 Barreiras do Piauí";48
"220140 Barro Duro";102
"220150 Batalha";340
"220155 Bela Vista do Piauí";50
"220157 Belém do Piauí";38
"220160 Beneditinos";128
"220170 Bertolínia";93
"220173 Betânia do Piauí";90
"220177 Boa Hora";90
"220180 Bocaina";36
"220190 Bom Jesus";472
"220191 Bom Princípio do Piauí";87
"220192 Bonfim do Piauí";76
"220194 Boqueirão do Piauí";101
"220196 Brasileira";91
"220198 Brejo do Piauí";63
"220200 Buriti dos Lopes";308
"220202 Buriti dos Montes";74
"220205 Cabeceiras do Piauí";113
"220207 Cajazeiras do Piauí";25
"220208 Cajueiro da Praia";88
"220209 Caldeirão Grande do Piauí";54
"220210 Campinas do Piauí";71
"220211 Campo Alegre do Fidalgo";66
"220213 Campo Grande do Piauí";71
"220217 Campo Largo do Piauí";103
"220220 Campo Maior";795
"220225 Canavieira";42
"220230 Canto do Buriti";264
"220240 Capitão de Campos";166
"220245 Capitão Gervásio Oliveira";27
"220250 Caracol";173
"220253 Caraúbas do Piauí";70
"220255 Caridade do Piauí";74
"220260 Castelo do Piauí";311
"220265 Caxingó";87
"220270 Cocal";370
"220271 Cocal de Telha";72
"220272 Cocal dos Alves";83
"220273 Coivaras";49
"220275 Colônia do Gurguéia";73
"220277 Colônia do Piauí";78
"220280 Conceição do Canindé";75
"220285 Coronel José Dias";53
"220290 Corrente";410
"220300 Cristalândia do Piauí";105
"220310 Cristino Castro";164
"220320 Curimatá";166
"220323 Currais";79
"220327 Curral Novo do Piauí";78
"220325 Curralinhos";63
"220330 Demerval Lobão";187
"220335 Dirceu Arcoverde";96
"220340 Dom Expedito Lopes";89
"220345 Dom Inocêncio";87
"220342 Domingos Mourão";48
"220350 Elesbão Veloso";155
"220360 Eliseu Martins";50
"220370 Esperantina";649
"220375 Fartura do Piauí";82
"220380 Flores do Piauí";52
"220385 Floresta do Piauí";27
"220390 Floriano";834
"220400 Francinópolis";47
"220410 Francisco Ayres";60
"220415 Francisco Macedo";41
"220420 Francisco Santos";95
"220430 Fronteiras";139
"220435 Geminiano";75
"220440 Gilbués";189
"220450 Guadalupe";160
"220455 Guaribas";67
"220460 Hugo Napoleão";51
"220465 Ilha Grande";148
"220470 Inhuma";202
"220480 Ipiranga do Piauí";130
"220490 Isaías Coelho";115
"220500 Itainópolis";115
"220510 Itaueira";150
"220515 Jacobina do Piauí";84
"220520 Jaicós";285
"220525 Jardim do Mulato";61
"220527 Jatobá do Piauí";55
"220530 Jerumenha";62
"220535 João Costa";38
"220540 Joaquim Pires";184
"220545 Joca Marques";78
"220550 José de Freitas";482
"220551 Juazeiro do Piauí";66
"220552 Júlio Borges";97
"220553 Jurema";74
"220555 Lagoa Alegre";119
"220557 Lagoa de São Francisco";88
"220556 Lagoa do Barro do Piauí";65
"220558 Lagoa do Piauí";62
"220559 Lagoa do Sítio";46
"220554 Lagoinha do Piauí";42
"220560 Landri Sales";47
"220570 Luís Correia";430
"220580 Luzilândia";388
"220585 Madeiro";132
"220590 Manoel Emídio";67
"220595 Marcolândia";124
"220600 Marcos Parente";56
"220605 Massapê do Piauí";67
"220610 Matias Olímpio";176
"220620 Miguel Alves";528
"220630 Miguel Leão";21
"220635 Milton Brandão";82
"220640 Monsenhor Gil";147
"220650 Monsenhor Hipólito";103
"220660 Monte Alegre do Piauí";182
"220665 Morro Cabeça no Tempo";78
"220667 Morro do Chapéu do Piauí";86
"220669 Murici dos Portelas";102
"220670 Nazaré do Piauí";83
"220672 Nazária";152
"220675 Nossa Senhora de Nazaré";66
"220680 Nossa Senhora dos Remédios";155
"220795 Nova Santa Rita";50
"220690 Novo Oriente do Piauí";53
"220695 Novo Santo Antônio";19
"220700 Oeiras";444
"220710 Olho D'Água do Piauí";40
"220720 Padre Marcos";96
"220730 Paes Landim";40
"220735 Pajeú do Piauí";25
"220740 Palmeira do Piauí";80
"220750 Palmeirais";189
"220755 Paquetá";39
"220760 Parnaguá";145
"220770 Parnaíba";2281
"220775 Passagem Franca do Piauí";63
"220777 Patos do Piauí";60
"220779 Pau D'Arco do Piauí";42
"220780 Paulistana";334
"220785 Pavussu";44
"220790 Pedro II";512
"220793 Pedro Laurentino";25
"220800 Picos";1001
"220810 Pimenteiras";120
"220820 Pio IX";225
"220830 Piracuruca";383
"220840 Piripiri";940
"220850 Porto";227
"220855 Porto Alegre do Piauí";35
"220860 Prata do Piauí";41
"220865 Queimada Nova";77
"220870 Redenção do Gurguéia";166
"220880 Regeneração";274
"220885 Riacho Frio";71
"220887 Ribeira do Piauí";47
"220890 Ribeiro Gonçalves";98
"220900 Rio Grande do Piauí";75
"220910 Santa Cruz do Piauí";76
"220915 Santa Cruz dos Milagres";51
"220920 Santa Filomena";109
"220930 Santa Luz";84
"220937 Santa Rosa do Piauí";56
"220935 Santana do Piauí";60
"220940 Santo Antônio de Lisboa";54
"220945 Santo Antônio dos Milagres";20
"220950 Santo Inácio do Piauí";28
"220955 São Braz do Piauí";47
"220960 São Félix do Piauí";28
"220965 São Francisco de Assis do Piauí";53
"220970 São Francisco do Piauí";70
"220975 São Gonçalo do Gurguéia";33
"220980 São Gonçalo do Piauí";73
"220985 São João da Canabrava";46
"220987 São João da Fronteira";66
"220990 São João da Serra";61
"220995 São João da Varjota";67
"220997 São João do Arraial";127
"221000 São João do Piauí";315
"221005 São José do Divino";60
"221010 São José do Peixe";51
"221020 São José do Piauí";81
"221030 São Julião";90
"221035 São Lourenço do Piauí";55
"221037 São Luis do Piauí";22
"221038 São Miguel da Baixa Grande";25
"221039 São Miguel do Fidalgo";22
"221040 São Miguel do Tapuio";207
"221050 São Pedro do Piauí";179
"221060 São Raimundo Nonato";549
"221062 Sebastião Barros";66
"221063 Sebastião Leal";58
"221065 Sigefredo Pacheco";93
"221070 Simões";207
"221080 Simplício Mendes";158
"221090 Socorro do Piauí";56
"221093 Sussuapara";71
"221095 Tamboril do Piauí";36
"221097 Tanque do Piauí";26
"221100 Teresina";13356
"221110 União";655
"221120 Uruçuí";371
"221130 Valença do Piauí";278
"221135 Várzea Branca";63
"221140 Várzea Grande";49
"221150 Vera Mendes";36
"221160 Vila Nova do Piauí";32
"221170 Wall Ferraz";42
"230010 Abaiara";116
"230015 Acarape";243
"230020 Acaraú";968
"230030 Acopiara";578
"230040 Aiuaba";160
"230050 Alcântaras";157
"230060 Altaneira";92
"230070 Alto Santo";177
"230075 Amontada";676
"230080 Antonina do Norte";112
"230090 Apuiarés";151
"230100 Aquiraz";943
"230110 Aracati";965
"230120 Aracoiaba";390
"230125 Ararendá";99
"230130 Araripe";341
"230140 Aratuba";156
"230150 Arneiroz";69
"230160 Assaré";296
"230170 Aurora";299
"230180 Baixio";79
"230185 Banabuiú";252
"230190 Barbalha";1095
"230195 Barreira";321
"230200 Barro";284
"230205 Barroquinha";205
"230210 Baturité";480
"230220 Beberibe";600
"230230 Bela Cruz";410
"230240 Boa Viagem";632
"230250 Brejo Santo";693
"230260 Camocim";931
"230270 Campos Sales";402
"230280 Canindé";1049
"230290 Capistrano";256
"230300 Caridade";273
"230310 Cariré";202
"230320 Caririaçu";393
"230330 Cariús";210
"230340 Carnaubal";234
"230350 Cascavel";970
"230360 Catarina";144
"230365 Catunda";123
"230370 Caucaia";5058
"230380 Cedro";273
"230390 Chaval";213
"230393 Choró";204
"230395 Chorozinho";300
"230400 Coreaú";284
"230410 Crateús";939
"230420 Crato";2049
"230423 Croatá";204
"230425 Cruz";351
"230426 Deputado Irapuan Pinheiro";85
"230427 Ererê";50
"230428 Eusébio";999
"230430 Farias Brito";275
"230435 Forquilha";315
"230440 Fortaleza";36822
"230445 Fortim";157
"230450 Frecheirinha";249
"230460 General Sampaio";76
"230465 Graça";175
"230470 Granja";684
