 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município
Período:2009
"Município";"Nascim_p/resid.mãe"
"172130 Tupiratins";29
"172208 Wanderlândia";160
"172210 Xambioá";296
"170000 Município ignorado - TO";2
"210005 Açailândia";2175
"210010 Afonso Cunha";146
"210015 Água Doce do Maranhão";196
"210020 Alcântara";306
"210030 Aldeias Altas";576
"210040 Altamira do Maranhão";104
"210043 Alto Alegre do Maranhão";481
"210047 Alto Alegre do Pindaré";627
"210050 Alto Parnaíba";218
"210055 Amapá do Maranhão";131
"210060 Amarante do Maranhão";870
"210070 Anajatuba";370
"210080 Anapurus";324
"210083 Apicum-Açu";254
"210087 Araguanã";170
"210090 Araioses";733
"210095 Arame";843
"210100 Arari";476
"210110 Axixá";177
"210120 Bacabal";1861
"210125 Bacabeira";264
"210130 Bacuri";296
"210135 Bacurituba";87
"210140 Balsas";2086
"210150 Barão de Grajaú";257
"210160 Barra do Corda";1627
"210170 Barreirinhas";1231
"210177 Bela Vista do Maranhão";176
"210173 Belágua";225
"210180 Benedito Leite";79
"210190 Bequimão";315
"210193 Bernardo do Mearim";87
"210197 Boa Vista do Gurupi";178
"210200 Bom Jardim";781
"210203 Bom Jesus das Selvas";465
"210207 Bom Lugar";181
"210210 Brejo";729
"210215 Brejo de Areia";158
"210220 Buriti";669
"210230 Buriti Bravo";445
"210232 Buriticupu";1459
"210235 Buritirana";221
"210237 Cachoeira Grande";145
"210240 Cajapió";121
"210250 Cajari";268
"210255 Campestre do Maranhão";244
"210260 Cândido Mendes";351
"210270 Cantanhede";307
"210275 Capinzal do Norte";165
"210280 Carolina";363
"210290 Carutapera";500
"210300 Caxias";3046
"210310 Cedral";137
"210312 Central do Maranhão";167
"210315 Centro do Guilherme";197
"210317 Centro Novo do Maranhão";289
"210320 Chapadinha";1850
"210325 Cidelândia";248
"210330 Codó";2648
"210340 Coelho Neto";1024
"210350 Colinas";786
"210355 Conceição do Lago-Açu";309
"210360 Coroatá";1330
"210370 Cururupu";549
"210375 Davinópolis";213
"210380 Dom Pedro";406
"210390 Duque Bacelar";217
"210400 Esperantinópolis";396
"210405 Estreito";739
"210407 Feira Nova do Maranhão";129
"210408 Fernando Falcão";198
"210409 Formosa da Serra Negra";296
"210410 Fortaleza dos Nogueiras";205
"210420 Fortuna";357
"210430 Godofredo Viana";148
"210440 Gonçalves Dias";292
"210450 Governador Archer";211
"210455 Governador Edison Lobão";252
"210460 Governador Eugênio Barros";328
"210462 Governador Luiz Rocha";157
"210465 Governador Newton Bello";207
"210467 Governador Nunes Freire";591
"210470 Graça Aranha";75
"210480 Grajaú";1583
"210490 Guimarães";167
"210500 Humberto de Campos";623
"210510 Icatu";444
"210515 Igarapé do Meio";332
"210520 Igarapé Grande";194
"210530 Imperatriz";4866
"210535 Itaipava do Grajaú";258
"210540 Itapecuru Mirim";1338
"210542 Itinga do Maranhão";398
"210545 Jatobá";158
"210547 Jenipapo dos Vieiras";302
"210550 João Lisboa";403
"210560 Joselândia";248
"210565 Junco do Maranhão";123
"210570 Lago da Pedra";1048
"210580 Lago do Junco";168
"210594 Lago dos Rodrigues";127
"210590 Lago Verde";316
"210592 Lagoa do Mato";161
"210596 Lagoa Grande do Maranhão";194
"210598 Lajeado Novo";114
"210600 Lima Campos";222
"210610 Loreto";206
"210620 Luís Domingues";119
"210630 Magalhães de Almeida";257
"210632 Maracaçumé";364
"210635 Marajá do Sena";96
"210637 Maranhãozinho";161
"210640 Mata Roma";306
"210650 Matinha";396
"210660 Matões";556
"210663 Matões do Norte";111
"210667 Milagres do Maranhão";114
"210670 Mirador";355
"210675 Miranda do Norte";382
"210680 Mirinzal";280
"210690 Monção";611
"210700 Montes Altos";135
"210710 Morros";353
"210720 Nina Rodrigues";247
"210725 Nova Colinas";75
"210730 Nova Iorque";83
"210735 Nova Olinda do Maranhão";311
"210740 Olho d'Água das Cunhãs";262
"210745 Olinda Nova do Maranhão";219
"210750 Paço do Lumiar";1474
"210760 Palmeirândia";237
"210770 Paraibano";354
"210780 Parnarama";612
"210790 Passagem Franca";391
"210800 Pastos Bons";365
"210805 Paulino Neves";327
"210810 Paulo Ramos";438
"210820 Pedreiras";775
"210825 Pedro do Rosário";357
"210830 Penalva";640
"210840 Peri Mirim";186
"210845 Peritoró";440
"210850 Pindaré-Mirim";719
"210860 Pinheiro";1563
"210870 Pio XII";650
"210880 Pirapemas";393
"210890 Poção de Pedras";350
"210900 Porto Franco";395
"210905 Porto Rico do Maranhão";90
"210910 Presidente Dutra";804
"210920 Presidente Juscelino";204
"210923 Presidente Médici";95
"210927 Presidente Sarney";303
"210930 Presidente Vargas";209
"210940 Primeira Cruz";202
"210945 Raposa";503
"210950 Riachão";430
"210955 Ribamar Fiquene";103
"210960 Rosário";681
"210970 Sambaíba";54
"210975 Santa Filomena do Maranhão";112
"210980 Santa Helena";238
"210990 Santa Inês";1724
"211000 Santa Luzia";1477
"211003 Santa Luzia do Paruá";446
"211010 Santa Quitéria do Maranhão";557
"211020 Santa Rita";564
"211023 Santana do Maranhão";168
"211027 Santo Amaro do Maranhão";229
"211030 Santo Antônio dos Lopes";246
"211040 São Benedito do Rio Preto";514
"211050 São Bento";712
"211060 São Bernardo";586
"211065 São Domingos do Azeitão";130
"211070 São Domingos do Maranhão";542
"211080 São Félix de Balsas";48
"211085 São Francisco do Brejão";146
"211090 São Francisco do Maranhão";169
"211100 São João Batista";341
"211102 São João do Carú";329
"211105 São João do Paraíso";180
"211107 São João do Soter";264
"211110 São João dos Patos";426
"211120 São José de Ribamar";2427
"211125 São José dos Basílios";45
"211130 São Luís";17759
"211140 São Luís Gonzaga do Maranhão";414
"211150 São Mateus do Maranhão";808
"211153 São Pedro da Água Branca";249
"211157 São Pedro dos Crentes";55
"211160 São Raimundo das Mangabeiras";345
"211163 São Raimundo do Doca Bezerra";99
"211167 São Roberto";92
"211170 São Vicente Ferrer";404
"211172 Satubinha";132
"211174 Senador Alexandre Costa";122
"211176 Senador La Rocque";377
"211178 Serrano do Maranhão";129
"211180 Sítio Novo";278
"211190 Sucupira do Norte";168
"211195 Sucupira do Riachão";89
"211200 Tasso Fragoso";136
"211210 Timbiras";600
"211220 Timon";2733
"211223 Trizidela do Vale";336
"211227 Tufilândia";130
"211230 Tuntum";697
"211240 Turiaçu";562
"211245 Turilândia";320
"211250 Tutóia";1193
"211260 Urbano Santos";771
"211270 Vargem Grande";875
"211280 Viana";1068
"211285 Vila Nova dos Martírios";164
"211290 Vitória do Mearim";676
"211300 Vitorino Freire";618
"211400 Zé Doca";962
"210000 Município ignorado - MA";9
"220005 Acauã";103
"220010 Agricolândia";75
"220020 Água Branca";280
"220025 Alagoinha do Piauí";88
"220027 Alegrete do Piauí";74
"220030 Alto Longá";166
"220040 Altos";622
"220045 Alvorada do Gurguéia";95
"220050 Amarante";264
"220060 Angical do Piauí";92
"220070 Anísio de Abreu";138
"220080 Antônio Almeida";48
"220090 Aroazes";93
"220095 Aroeiras do Itaim";20
"220100 Arraial";67
"220105 Assunção do Piauí";153
"220110 Avelino Lopes";184
"220115 Baixa Grande do Ribeiro";233
"220117 Barra D'Alcântara";45
"220120 Barras";804
"220130 Barreiras do Piauí";35
"220140 Barro Duro";109
"220150 Batalha";361
"220155 Bela Vista do Piauí";61
"220157 Belém do Piauí";51
"220160 Beneditinos";139
"220170 Bertolínia";85
"220173 Betânia do Piauí";129
"220177 Boa Hora";118
"220180 Bocaina";62
"220190 Bom Jesus";454
"220191 Bom Princípio do Piauí";117
"220192 Bonfim do Piauí";65
"220194 Boqueirão do Piauí";109
"220196 Brasileira";81
"220198 Brejo do Piauí";60
"220200 Buriti dos Lopes";408
"220202 Buriti dos Montes";101
"220205 Cabeceiras do Piauí";166
"220207 Cajazeiras do Piauí";46
"220208 Cajueiro da Praia";99
"220209 Caldeirão Grande do Piauí";76
"220210 Campinas do Piauí";87
"220211 Campo Alegre do Fidalgo";74
"220213 Campo Grande do Piauí";66
"220217 Campo Largo do Piauí";115
"220220 Campo Maior";788
"220225 Canavieira";53
"220230 Canto do Buriti";287
"220240 Capitão de Campos";166
"220245 Capitão Gervásio Oliveira";58
"220250 Caracol";196
"220253 Caraúbas do Piauí";97
"220255 Caridade do Piauí";90
"220260 Castelo do Piauí";345
"220265 Caxingó";84
"220270 Cocal";465
"220271 Cocal de Telha";74
"220272 Cocal dos Alves";74
"220273 Coivaras";62
"220275 Colônia do Gurguéia";121
"220277 Colônia do Piauí";99
"220280 Conceição do Canindé";69
"220285 Coronel José Dias";62
"220290 Corrente";422
"220300 Cristalândia do Piauí";153
"220310 Cristino Castro";166
"220320 Curimatá";209
"220323 Currais";99
"220327 Curral Novo do Piauí";100
"220325 Curralinhos";73
"220330 Demerval Lobão";195
"220335 Dirceu Arcoverde";94
"220340 Dom Expedito Lopes";95
"220345 Dom Inocêncio";100
"220342 Domingos Mourão";78
"220350 Elesbão Veloso";218
"220360 Eliseu Martins";57
"220370 Esperantina";673
"220375 Fartura do Piauí";62
"220380 Flores do Piauí";98
"220385 Floresta do Piauí";29
"220390 Floriano";944
"220400 Francinópolis";60
"220410 Francisco Ayres";62
"220415 Francisco Macedo";40
"220420 Francisco Santos";142
"220430 Fronteiras";176
"220435 Geminiano";77
"220440 Gilbués";202
"220450 Guadalupe";158
"220455 Guaribas";84
"220460 Hugo Napoleão";53
"220465 Ilha Grande";167
"220470 Inhuma";219
"220480 Ipiranga do Piauí";139
"220490 Isaías Coelho";139
"220500 Itainópolis";139
"220510 Itaueira";156
"220515 Jacobina do Piauí";72
"220520 Jaicós";271
"220525 Jardim do Mulato";55
"220527 Jatobá do Piauí";94
"220530 Jerumenha";61
"220535 João Costa";39
"220540 Joaquim Pires";206
"220545 Joca Marques";95
"220550 José de Freitas";583
"220551 Juazeiro do Piauí";83
"220552 Júlio Borges";92
"220553 Jurema";83
"220555 Lagoa Alegre";116
"220557 Lagoa de São Francisco";102
"220556 Lagoa do Barro do Piauí";75
"220558 Lagoa do Piauí";62
"220559 Lagoa do Sítio";89
"220554 Lagoinha do Piauí";37
"220560 Landri Sales";88
"220570 Luís Correia";536
"220580 Luzilândia";418
"220585 Madeiro";130
"220590 Manoel Emídio";81
"220595 Marcolândia";157
"220600 Marcos Parente";67
"220605 Massapê do Piauí";90
"220610 Matias Olímpio";186
"220620 Miguel Alves";565
"220630 Miguel Leão";21
"220635 Milton Brandão";93
"220640 Monsenhor Gil";144
"220650 Monsenhor Hipólito";130
"220660 Monte Alegre do Piauí";184
"220665 Morro Cabeça no Tempo";65
"220667 Morro do Chapéu do Piauí";95
"220669 Murici dos Portelas";121
"220670 Nazaré do Piauí";115
"220672 Nazária";17
"220675 Nossa Senhora de Nazaré";57
"220680 Nossa Senhora dos Remédios";169
"220795 Nova Santa Rita";77
"220690 Novo Oriente do Piauí";85
"220695 Novo Santo Antônio";30
"220700 Oeiras";635
"220710 Olho D'Água do Piauí";34
"220720 Padre Marcos";112
"220730 Paes Landim";58
"220735 Pajeú do Piauí";29
"220740 Palmeira do Piauí";98
"220750 Palmeirais";236
"220755 Paquetá";45
"220760 Parnaguá";204
"220770 Parnaíba";2268
"220775 Passagem Franca do Piauí";77
"220777 Patos do Piauí";71
"220779 Pau D'Arco do Piauí";59
"220780 Paulistana";352
"220785 Pavussu";43
"220790 Pedro II";618
"220793 Pedro Laurentino";57
"220800 Picos";1170
"220810 Pimenteiras";154
"220820 Pio IX";253
"220830 Piracuruca";391
"220840 Piripiri";919
"220850 Porto";246
"220855 Porto Alegre do Piauí";43
"220860 Prata do Piauí";51
"220865 Queimada Nova";109
"220870 Redenção do Gurguéia";163
"220880 Regeneração";343
"220885 Riacho Frio";114
"220887 Ribeira do Piauí";74
"220890 Ribeiro Gonçalves";123
"220900 Rio Grande do Piauí";113
"220910 Santa Cruz do Piauí";100
"220915 Santa Cruz dos Milagres";58
"220920 Santa Filomena";109
"220930 Santa Luz";118
"220937 Santa Rosa do Piauí";78
"220935 Santana do Piauí";63
"220940 Santo Antônio de Lisboa";77
"220945 Santo Antônio dos Milagres";41
"220950 Santo Inácio do Piauí";45
"220955 São Braz do Piauí";76
"220960 São Félix do Piauí";26
"220965 São Francisco de Assis do Piauí";108
"220970 São Francisco do Piauí";72
"220975 São Gonçalo do Gurguéia";44
"220980 São Gonçalo do Piauí";84
"220985 São João da Canabrava";53
"220987 São João da Fronteira";73
"220990 São João da Serra";89
"220995 São João da Varjota";78
"220997 São João do Arraial";144
"221000 São João do Piauí";370
"221005 São José do Divino";75
"221010 São José do Peixe";55
"221020 São José do Piauí";108
"221030 São Julião";100
"221035 São Lourenço do Piauí";53
"221037 São Luis do Piauí";32
"221038 São Miguel da Baixa Grande";33
"221039 São Miguel do Fidalgo";42
"221040 São Miguel do Tapuio";275
"221050 São Pedro do Piauí";208
"221060 São Raimundo Nonato";639
"221062 Sebastião Barros";82
"221063 Sebastião Leal";55
"221065 Sigefredo Pacheco";118
"221070 Simões";282
"221080 Simplício Mendes";181
"221090 Socorro do Piauí";61
"221093 Sussuapara";85
"221095 Tamboril do Piauí";55
"221097 Tanque do Piauí";40
"221100 Teresina";13577
"221110 União";733
"221120 Uruçuí";437
"221130 Valença do Piauí";288
"221135 Várzea Branca";72
"221140 Várzea Grande";54
"221150 Vera Mendes";47
"221160 Vila Nova do Piauí";47
"221170 Wall Ferraz";71
"220000 Município ignorado - PI";1
"230010 Abaiara";132
"230015 Acarape";249
"230020 Acaraú";916
"230030 Acopiara";785
"230040 Aiuaba";227
"230050 Alcântaras";135
"230060 Altaneira";94
"230070 Alto Santo";194
"230075 Amontada";757
"230080 Antonina do Norte";116
"230090 Apuiarés";179
"230100 Aquiraz";862
"230110 Aracati";1043
"230120 Aracoiaba";402
"230125 Ararendá";143
"230130 Araripe";438
"230140 Aratuba";202
"230150 Arneiroz";118
"230160 Assaré";272
"230170 Aurora";365
"230180 Baixio";79
"230185 Banabuiú";287
"230190 Barbalha";1065
"230195 Barreira";281
"230200 Barro";293
"230205 Barroquinha";204
"230210 Baturité";560
"230220 Beberibe";628
"230230 Bela Cruz";420
"230240 Boa Viagem";805
"230250 Brejo Santo";708
"230260 Camocim";913
"230270 Campos Sales";401
"230280 Canindé";1169
"230290 Capistrano";262
"230300 Caridade";253
"230310 Cariré";251
"230320 Caririaçu";409
"230330 Cariús";237
"230340 Carnaubal";253
"230350 Cascavel";928
"230360 Catarina";176
"230365 Catunda";125
"230370 Caucaia";4881
"230380 Cedro";356
"230390 Chaval";216
"230393 Choró";222
"230395 Chorozinho";252
"230400 Coreaú";312
"230410 Crateús";1044
"230420 Crato";2075
"230423 Croatá";263
"230425 Cruz";396
"230426 Deputado Irapuan Pinheiro";132
"230427 Ererê";60
"230428 Eusébio";770
"230430 Farias Brito";309
"230435 Forquilha";366
"230440 Fortaleza";37645
"230445 Fortim";184
"230450 Frecheirinha";200
"230460 General Sampaio";106
"230465 Graça";225
"230470 Granja";862
"230480 Granjeiro";66
"230490 Groaíras";125
