 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município
Período:2012
"Município";"Nascim_p/resid.mãe"
"160025 Itaubal";102
"160027 Laranjal do Jari";893
"160030 Macapá";8993
"160040 Mazagão";404
"160050 Oiapoque";484
"160015 Pedra Branca do Amapari";279
"160053 Porto Grande";305
"160055 Pracuúba";76
"160060 Santana";2186
"160005 Serra do Navio";77
"160070 Tartarugalzinho";288
"160080 Vitória do Jari";243
"160000 Município ignorado - AP";1
"170025 Abreulândia";27
"170030 Aguiarnópolis";84
"170035 Aliança do Tocantins";87
"170040 Almas";135
"170070 Alvorada";114
"170100 Ananás";157
"170105 Angico";47
"170110 Aparecida do Rio Negro";81
"170130 Aragominas";89
"170190 Araguacema";103
"170200 Araguaçu";100
"170210 Araguaína";3122
"170215 Araguanã";92
"170220 Araguatins";558
"170230 Arapoema";75
"170240 Arraias";179
"170255 Augustinópolis";357
"170270 Aurora do Tocantins";43
"170290 Axixá do Tocantins";213
"170300 Babaçulândia";145
"170305 Bandeirantes do Tocantins";46
"170307 Barra do Ouro";59
"170310 Barrolândia";84
"170320 Bernardo Sayão";60
"170330 Bom Jesus do Tocantins";83
"170360 Brasilândia do Tocantins";38
"170370 Brejinho de Nazaré";87
"170380 Buriti do Tocantins";166
"170382 Cachoeirinha";27
"170384 Campos Lindos";163
"170386 Cariri do Tocantins";52
"170388 Carmolândia";32
"170389 Carrasco Bonito";76
"170390 Caseara";82
"170410 Centenário";23
"170510 Chapada da Natividade";43
"170460 Chapada de Areia";21
"170550 Colinas do Tocantins";542
"171670 Colméia";123
"170555 Combinado";65
"170560 Conceição do Tocantins";62
"170600 Couto Magalhães";81
"170610 Cristalândia";95
"170625 Crixás do Tocantins";25
"170650 Darcinópolis";93
"170700 Dianópolis";300
"170710 Divinópolis do Tocantins";110
"170720 Dois Irmãos do Tocantins";59
"170730 Dueré";73
"170740 Esperantina";176
"170755 Fátima";54
"170765 Figueirópolis";55
"170770 Filadélfia";135
"170820 Formoso do Araguaia";287
"170825 Fortaleza do Tabocão";46
"170830 Goianorte";50
"170900 Goiatins";265
"170930 Guaraí";370
"170950 Gurupi";1321
"170980 Ipueiras";21
"171050 Itacajá";128
"171070 Itaguatins";86
"171090 Itapiratins";44
"171110 Itaporã do Tocantins";33
"171150 Jaú do Tocantins";31
"171180 Juarina";35
"171190 Lagoa da Confusão";194
"171195 Lagoa do Tocantins";64
"171200 Lajeado";58
"171215 Lavandeira";25
"171240 Lizarda";39
"171245 Luzinópolis";38
"171250 Marianópolis do Tocantins";57
"171270 Mateiros";40
"171280 Maurilândia do Tocantins";50
"171320 Miracema do Tocantins";312
"171330 Miranorte";206
"171360 Monte do Carmo";125
"171370 Monte Santo do Tocantins";24
"171395 Muricilândia";61
"171420 Natividade";132
"171430 Nazaré";64
"171488 Nova Olinda";185
"171500 Nova Rosalândia";51
"171510 Novo Acordo";76
"171515 Novo Alegre";20
"171525 Novo Jardim";31
"171550 Oliveira de Fátima";15
"172100 Palmas";4713
"171570 Palmeirante";68
"171380 Palmeiras do Tocantins";92
"171575 Palmeirópolis";89
"171610 Paraíso do Tocantins";844
"171620 Paranã";161
"171630 Pau D'Arco";74
"171650 Pedro Afonso";254
"171660 Peixe";115
"171665 Pequizeiro";69
"171700 Pindorama do Tocantins";71
"171720 Piraquê";40
"171750 Pium";103
"171780 Ponte Alta do Bom Jesus";66
"171790 Ponte Alta do Tocantins";126
"171800 Porto Alegre do Tocantins";44
"171820 Porto Nacional";932
"171830 Praia Norte";142
"171840 Presidente Kennedy";47
"171845 Pugmil";40
"171850 Recursolândia";79
"171855 Riachinho";69
"171865 Rio da Conceição";37
"171870 Rio dos Bois";32
"171875 Rio Sono";69
"171880 Sampaio";82
"171884 Sandolândia";44
"171886 Santa Fé do Araguaia";103
"171888 Santa Maria do Tocantins";56
"171889 Santa Rita do Tocantins";32
"171890 Santa Rosa do Tocantins";76
"171900 Santa Tereza do Tocantins";47
"172000 Santa Terezinha do Tocantins";41
"172010 São Bento do Tocantins";82
"172015 São Félix do Tocantins";26
"172020 São Miguel do Tocantins";134
"172025 São Salvador do Tocantins";29
"172030 São Sebastião do Tocantins";71
"172049 São Valério";52
"172065 Silvanópolis";90
"172080 Sítio Novo do Tocantins";133
"172085 Sucupira";23
"172090 Taguatinga";211
"172093 Taipas do Tocantins";29
"172097 Talismã";37
"172110 Tocantínia";183
"172120 Tocantinópolis";420
"172125 Tupirama";19
"172130 Tupiratins";34
"172208 Wanderlândia";134
"172210 Xambioá";245
"170000 Município ignorado - TO";4
"210005 Açailândia";1934
"210010 Afonso Cunha";113
"210015 Água Doce do Maranhão";150
"210020 Alcântara";283
"210030 Aldeias Altas";468
"210040 Altamira do Maranhão";107
"210043 Alto Alegre do Maranhão";428
"210047 Alto Alegre do Pindaré";511
"210050 Alto Parnaíba";201
"210055 Amapá do Maranhão";103
"210060 Amarante do Maranhão";836
"210070 Anajatuba";327
"210080 Anapurus";342
"210083 Apicum-Açu";289
"210087 Araguanã";158
"210090 Araioses";553
"210095 Arame";679
"210100 Arari";471
"210110 Axixá";189
"210120 Bacabal";1694
"210125 Bacabeira";241
"210130 Bacuri";278
"210135 Bacurituba";43
"210140 Balsas";1848
"210150 Barão de Grajaú";276
"210160 Barra do Corda";1462
"210170 Barreirinhas";1139
"210177 Bela Vista do Maranhão";184
"210173 Belágua";207
"210180 Benedito Leite";57
"210190 Bequimão";265
"210193 Bernardo do Mearim";76
"210197 Boa Vista do Gurupi";126
"210200 Bom Jardim";632
"210203 Bom Jesus das Selvas";568
"210207 Bom Lugar";171
"210210 Brejo";477
"210215 Brejo de Areia";111
"210220 Buriti";618
"210230 Buriti Bravo";431
"210232 Buriticupu";1310
"210235 Buritirana";182
"210237 Cachoeira Grande";164
"210240 Cajapió";131
"210250 Cajari";327
"210255 Campestre do Maranhão";207
"210260 Cândido Mendes";301
"210270 Cantanhede";294
"210275 Capinzal do Norte";200
"210280 Carolina";415
"210290 Carutapera";407
"210300 Caxias";2720
"210310 Cedral";137
"210312 Central do Maranhão";174
"210315 Centro do Guilherme";237
"210317 Centro Novo do Maranhão";281
"210320 Chapadinha";1616
"210325 Cidelândia";159
"210330 Codó";2374
"210340 Coelho Neto";967
"210350 Colinas";737
"210355 Conceição do Lago-Açu";304
"210360 Coroatá";1165
"210370 Cururupu";476
"210375 Davinópolis";204
"210380 Dom Pedro";329
"210390 Duque Bacelar";202
"210400 Esperantinópolis";328
"210405 Estreito";600
"210407 Feira Nova do Maranhão";102
"210408 Fernando Falcão";158
"210409 Formosa da Serra Negra";256
"210410 Fortaleza dos Nogueiras";195
"210420 Fortuna";327
"210430 Godofredo Viana";155
"210440 Gonçalves Dias";286
"210450 Governador Archer";158
"210455 Governador Edison Lobão";276
"210460 Governador Eugênio Barros";295
"210462 Governador Luiz Rocha";99
"210465 Governador Newton Bello";179
"210467 Governador Nunes Freire";553
"210470 Graça Aranha";90
"210480 Grajaú";1646
"210490 Guimarães";148
"210500 Humberto de Campos";557
"210510 Icatu";430
"210515 Igarapé do Meio";301
"210520 Igarapé Grande";179
"210530 Imperatriz";4774
"210535 Itaipava do Grajaú";223
"210540 Itapecuru Mirim";1273
"210542 Itinga do Maranhão";378
"210545 Jatobá";123
"210547 Jenipapo dos Vieiras";297
"210550 João Lisboa";412
"210560 Joselândia";240
"210565 Junco do Maranhão";113
"210570 Lago da Pedra";831
"210580 Lago do Junco";135
"210594 Lago dos Rodrigues";148
"210590 Lago Verde";316
"210592 Lagoa do Mato";133
"210596 Lagoa Grande do Maranhão";187
"210598 Lajeado Novo";116
"210600 Lima Campos";213
"210610 Loreto";189
"210620 Luís Domingues";109
"210630 Magalhães de Almeida";234
"210632 Maracaçumé";371
"210635 Marajá do Sena";110
"210637 Maranhãozinho";198
"210640 Mata Roma";329
"210650 Matinha";400
"210660 Matões";534
"210663 Matões do Norte";120
"210667 Milagres do Maranhão";101
"210670 Mirador";364
"210675 Miranda do Norte";313
"210680 Mirinzal";206
"210690 Monção";525
"210700 Montes Altos";132
"210710 Morros";354
"210720 Nina Rodrigues";187
"210725 Nova Colinas";65
"210730 Nova Iorque";58
"210735 Nova Olinda do Maranhão";375
"210740 Olho d'Água das Cunhãs";232
"210745 Olinda Nova do Maranhão";182
"210750 Paço do Lumiar";1549
"210760 Palmeirândia";262
"210770 Paraibano";284
"210780 Parnarama";584
"210790 Passagem Franca";340
"210800 Pastos Bons";325
"210805 Paulino Neves";340
"210810 Paulo Ramos";380
"210820 Pedreiras";680
"210825 Pedro do Rosário";372
"210830 Penalva";637
"210840 Peri Mirim";144
"210845 Peritoró";373
"210850 Pindaré-Mirim";578
"210860 Pinheiro";1430
"210870 Pio XII";467
"210880 Pirapemas";309
"210890 Poção de Pedras";259
"210900 Porto Franco";441
"210905 Porto Rico do Maranhão";65
"210910 Presidente Dutra";717
"210920 Presidente Juscelino";197
"210923 Presidente Médici";119
"210927 Presidente Sarney";321
"210930 Presidente Vargas";193
"210940 Primeira Cruz";202
"210945 Raposa";490
"210950 Riachão";336
"210955 Ribamar Fiquene";143
"210960 Rosário";653
"210970 Sambaíba";29
"210975 Santa Filomena do Maranhão";95
"210980 Santa Helena";606
"210990 Santa Inês";1606
"211000 Santa Luzia";1326
"211003 Santa Luzia do Paruá";429
"211010 Santa Quitéria do Maranhão";469
"211020 Santa Rita";602
"211023 Santana do Maranhão";123
"211027 Santo Amaro do Maranhão";132
"211030 Santo Antônio dos Lopes";239
"211040 São Benedito do Rio Preto";383
"211050 São Bento";423
"211060 São Bernardo";499
"211065 São Domingos do Azeitão";92
"211070 São Domingos do Maranhão";593
"211080 São Félix de Balsas";47
"211085 São Francisco do Brejão";119
"211090 São Francisco do Maranhão";163
"211100 São João Batista";259
"211102 São João do Carú";131
"211105 São João do Paraíso";168
"211107 São João do Soter";273
"211110 São João dos Patos";404
"211120 São José de Ribamar";2757
"211125 São José dos Basílios";119
"211130 São Luís";18059
"211140 São Luís Gonzaga do Maranhão";420
"211150 São Mateus do Maranhão";730
"211153 São Pedro da Água Branca";171
"211157 São Pedro dos Crentes";62
"211160 São Raimundo das Mangabeiras";305
"211163 São Raimundo do Doca Bezerra";81
"211167 São Roberto";85
"211170 São Vicente Ferrer";306
"211172 Satubinha";143
"211174 Senador Alexandre Costa";190
"211176 Senador La Rocque";345
"211178 Serrano do Maranhão";175
"211180 Sítio Novo";288
"211190 Sucupira do Norte";147
"211195 Sucupira do Riachão";80
"211200 Tasso Fragoso";138
"211210 Timbiras";477
"211220 Timon";2658
"211223 Trizidela do Vale";290
"211227 Tufilândia";114
"211230 Tuntum";642
"211240 Turiaçu";803
"211245 Turilândia";345
"211250 Tutóia";1005
"211260 Urbano Santos";749
"211270 Vargem Grande";930
"211280 Viana";981
"211285 Vila Nova dos Martírios";145
"211290 Vitória do Mearim";572
"211300 Vitorino Freire";527
"211400 Zé Doca";813
"210000 Município ignorado - MA";3
"220005 Acauã";78
"220010 Agricolândia";72
"220020 Água Branca";274
"220025 Alagoinha do Piauí";90
"220027 Alegrete do Piauí";67
"220030 Alto Longá";130
"220040 Altos";559
"220045 Alvorada do Gurguéia";84
"220050 Amarante";274
"220060 Angical do Piauí";83
"220070 Anísio de Abreu";138
"220080 Antônio Almeida";38
"220090 Aroazes";51
"220095 Aroeiras do Itaim";29
"220100 Arraial";64
"220105 Assunção do Piauí";121
"220110 Avelino Lopes";190
"220115 Baixa Grande do Ribeiro";172
"220117 Barra D'Alcântara";55
"220120 Barras";757
"220130 Barreiras do Piauí";46
"220140 Barro Duro";116
"220150 Batalha";330
"220155 Bela Vista do Piauí";57
"220157 Belém do Piauí";31
"220160 Beneditinos";136
"220170 Bertolínia";90
"220173 Betânia do Piauí";110
"220177 Boa Hora";103
"220180 Bocaina";51
"220190 Bom Jesus";425
"220191 Bom Princípio do Piauí";87
"220192 Bonfim do Piauí";85
"220194 Boqueirão do Piauí";117
"220196 Brasileira";102
"220198 Brejo do Piauí";36
"220200 Buriti dos Lopes";285
"220202 Buriti dos Montes";93
"220205 Cabeceiras do Piauí";155
"220207 Cajazeiras do Piauí";39
"220208 Cajueiro da Praia";84
"220209 Caldeirão Grande do Piauí";73
"220210 Campinas do Piauí";64
"220211 Campo Alegre do Fidalgo";70
"220213 Campo Grande do Piauí";98
"220217 Campo Largo do Piauí";105
"220220 Campo Maior";946
"220225 Canavieira";33
"220230 Canto do Buriti";228
"220240 Capitão de Campos";141
"220245 Capitão Gervásio Oliveira";44
"220250 Caracol";194
"220253 Caraúbas do Piauí";95
"220255 Caridade do Piauí";84
"220260 Castelo do Piauí";291
"220265 Caxingó";93
"220270 Cocal";404
"220271 Cocal de Telha";53
"220272 Cocal dos Alves";86
"220273 Coivaras";48
"220275 Colônia do Gurguéia";81
"220277 Colônia do Piauí";81
"220280 Conceição do Canindé";49
"220285 Coronel José Dias";48
"220290 Corrente";422
"220300 Cristalândia do Piauí";134
"220310 Cristino Castro";185
"220320 Curimatá";182
"220323 Currais";79
"220327 Curral Novo do Piauí";80
"220325 Curralinhos";74
"220330 Demerval Lobão";185
"220335 Dirceu Arcoverde";100
"220340 Dom Expedito Lopes";74
"220345 Dom Inocêncio";100
"220342 Domingos Mourão";66
"220350 Elesbão Veloso";177
"220360 Eliseu Martins";56
"220370 Esperantina";594
"220375 Fartura do Piauí";58
"220380 Flores do Piauí";70
"220385 Floresta do Piauí";27
"220390 Floriano";916
"220400 Francinópolis";67
"220410 Francisco Ayres";56
"220415 Francisco Macedo";42
"220420 Francisco Santos";105
"220430 Fronteiras";172
"220435 Geminiano";82
"220440 Gilbués";182
"220450 Guadalupe";179
"220455 Guaribas";70
"220460 Hugo Napoleão";45
"220465 Ilha Grande";122
"220470 Inhuma";205
"220480 Ipiranga do Piauí";114
"220490 Isaías Coelho";128
"220500 Itainópolis";95
"220510 Itaueira";153
"220515 Jacobina do Piauí";96
"220520 Jaicós";315
"220525 Jardim do Mulato";48
"220527 Jatobá do Piauí";66
"220530 Jerumenha";56
"220535 João Costa";44
"220540 Joaquim Pires";211
"220545 Joca Marques";83
"220550 José de Freitas";596
"220551 Juazeiro do Piauí";75
"220552 Júlio Borges";60
"220553 Jurema";71
"220555 Lagoa Alegre";122
"220557 Lagoa de São Francisco";61
"220556 Lagoa do Barro do Piauí";70
"220558 Lagoa do Piauí";61
"220559 Lagoa do Sítio";38
"220554 Lagoinha do Piauí";26
"220560 Landri Sales";61
"220570 Luís Correia";412
"220580 Luzilândia";420
"220585 Madeiro";127
"220590 Manoel Emídio";59
"220595 Marcolândia";132
"220600 Marcos Parente";56
"220605 Massapê do Piauí";75
"220610 Matias Olímpio";182
"220620 Miguel Alves";573
"220630 Miguel Leão";18
"220635 Milton Brandão";84
"220640 Monsenhor Gil";142
"220650 Monsenhor Hipólito";100
"220660 Monte Alegre do Piauí";152
"220665 Morro Cabeça no Tempo";77
"220667 Morro do Chapéu do Piauí";99
"220669 Murici dos Portelas";95
"220670 Nazaré do Piauí";95
"220672 Nazária";147
"220675 Nossa Senhora de Nazaré";58
"220680 Nossa Senhora dos Remédios";146
"220795 Nova Santa Rita";62
"220690 Novo Oriente do Piauí";67
"220695 Novo Santo Antônio";42
"220700 Oeiras";419
"220710 Olho D'Água do Piauí";43
"220720 Padre Marcos";80
"220730 Paes Landim";49
"220735 Pajeú do Piauí";19
"220740 Palmeira do Piauí";67
"220750 Palmeirais";204
"220755 Paquetá";34
"220760 Parnaguá";159
"220770 Parnaíba";2293
"220775 Passagem Franca do Piauí";71
"220777 Patos do Piauí";72
"220779 Pau D'Arco do Piauí";42
"220780 Paulistana";318
"220785 Pavussu";41
"220790 Pedro II";549
"220793 Pedro Laurentino";37
"220800 Picos";1042
"220810 Pimenteiras";165
"220820 Pio IX";255
"220830 Piracuruca";445
"220840 Piripiri";847
"220850 Porto";233
"220855 Porto Alegre do Piauí";55
"220860 Prata do Piauí";34
"220865 Queimada Nova";86
"220870 Redenção do Gurguéia";157
"220880 Regeneração";289
"220885 Riacho Frio";69
"220887 Ribeira do Piauí";46
"220890 Ribeiro Gonçalves";118
"220900 Rio Grande do Piauí";74
"220910 Santa Cruz do Piauí";89
"220915 Santa Cruz dos Milagres";35
"220920 Santa Filomena";88
"220930 Santa Luz";72
"220937 Santa Rosa do Piauí";59
"220935 Santana do Piauí";57
"220940 Santo Antônio de Lisboa";92
"220945 Santo Antônio dos Milagres";34
"220950 Santo Inácio do Piauí";33
"220955 São Braz do Piauí";53
"220960 São Félix do Piauí";32
"220965 São Francisco de Assis do Piauí";76
"220970 São Francisco do Piauí";73
"220975 São Gonçalo do Gurguéia";28
"220980 São Gonçalo do Piauí";86
"220985 São João da Canabrava";52
"220987 São João da Fronteira";87
"220990 São João da Serra";91
"220995 São João da Varjota";71
"220997 São João do Arraial";133
"221000 São João do Piauí";274
"221005 São José do Divino";86
"221010 São José do Peixe";46
"221020 São José do Piauí";80
"221030 São Julião";73
"221035 São Lourenço do Piauí";34
"221037 São Luis do Piauí";31
"221038 São Miguel da Baixa Grande";22
"221039 São Miguel do Fidalgo";32
"221040 São Miguel do Tapuio";259
"221050 São Pedro do Piauí";195
"221060 São Raimundo Nonato";561
"221062 Sebastião Barros";68
"221063 Sebastião Leal";58
"221065 Sigefredo Pacheco";104
"221070 Simões";248
"221080 Simplício Mendes";147
"221090 Socorro do Piauí";58
"221093 Sussuapara";83
"221095 Tamboril do Piauí";34
"221097 Tanque do Piauí";44
"221100 Teresina";13813
"221110 União";648
"221120 Uruçuí";392
"221130 Valença do Piauí";273
"221135 Várzea Branca";76
"221140 Várzea Grande";59
"221150 Vera Mendes";36
"221160 Vila Nova do Piauí";40
"221170 Wall Ferraz";46
"230010 Abaiara";155
"230015 Acarape";242
"230020 Acaraú";961
"230030 Acopiara";658
"230040 Aiuaba";211
"230050 Alcântaras";155
"230060 Altaneira";120
"230070 Alto Santo";200
"230075 Amontada";704
"230080 Antonina do Norte";112
"230090 Apuiarés";144
"230100 Aquiraz";986
"230110 Aracati";972
"230120 Aracoiaba";358
"230125 Ararendá";115
"230130 Araripe";369
"230140 Aratuba";188
"230150 Arneiroz";112
"230160 Assaré";331
"230170 Aurora";318
"230180 Baixio";78
"230185 Banabuiú";265
"230190 Barbalha";1049
"230195 Barreira";317
"230200 Barro";281
"230205 Barroquinha";212
"230210 Baturité";465
"230220 Beberibe";567
"230230 Bela Cruz";432
"230240 Boa Viagem";754
"230250 Brejo Santo";653
"230260 Camocim";964
"230270 Campos Sales";420
"230280 Canindé";1117
"230290 Capistrano";228
"230300 Caridade";231
"230310 Cariré";193
"230320 Caririaçu";411
"230330 Cariús";222
"230340 Carnaubal";219
"230350 Cascavel";860
"230360 Catarina";130
"230365 Catunda";127
"230370 Caucaia";4821
"230380 Cedro";242
"230390 Chaval";209
"230393 Choró";193
"230395 Chorozinho";279
"230400 Coreaú";289
"230410 Crateús";1047
"230420 Crato";2130
"230423 Croatá";222
"230425 Cruz";339
"230426 Deputado Irapuan Pinheiro";91
"230427 Ererê";48
"230428 Eusébio";884
"230430 Farias Brito";271
"230435 Forquilha";307
"230440 Fortaleza";37577
"230445 Fortim";164
"230450 Frecheirinha";225
"230460 General Sampaio";97
"230465 Graça";159
"230470 Granja";744
