 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município
Período:2010
"Município";"Nascim_p/resid.mãe"
"140040 Normandia";241
"140045 Pacaraima";265
"140047 Rorainópolis";366
"140050 São João da Baliza";137
"140060 São Luiz";84
"140070 Uiramutã";250
"150010 Abaetetuba";2594
"150013 Abel Figueiredo";112
"150020 Acará";811
"150030 Afuá";668
"150034 Água Azul do Norte";183
"150040 Alenquer";1149
"150050 Almeirim";723
"150060 Altamira";2044
"150070 Anajás";613
"150080 Ananindeua";9575
"150085 Anapu";395
"150090 Augusto Corrêa";1109
"150095 Aurora do Pará";422
"150100 Aveiro";229
"150110 Bagre";490
"150120 Baião";586
"150125 Bannach";47
"150130 Barcarena";1986
"150140 Belém";22113
"150145 Belterra";199
"150150 Benevides";985
"150157 Bom Jesus do Tocantins";242
"150160 Bonito";205
"150170 Bragança";2266
"150172 Brasil Novo";286
"150175 Brejo Grande do Araguaia";141
"150178 Breu Branco";867
"150180 Breves";1931
"150190 Bujaru";518
"150200 Cachoeira do Arari";257
"150195 Cachoeira do Piriá";303
"150210 Cametá";2665
"150215 Canaã dos Carajás";678
"150220 Capanema";1177
"150230 Capitão Poço";803
"150240 Castanhal";3407
"150250 Chaves";265
"150260 Colares";164
"150270 Conceição do Araguaia";813
"150275 Concórdia do Pará";490
"150276 Cumaru do Norte";131
"150277 Curionópolis";320
"150280 Curralinho";551
"150285 Curuá";245
"150290 Curuçá";508
"150293 Dom Eliseu";795
"150295 Eldorado do Carajás";635
"150300 Faro";150
"150304 Floresta do Araguaia";301
"150307 Garrafão do Norte";507
"150309 Goianésia do Pará";680
"150310 Gurupá";639
"150320 Igarapé-Açu";606
"150330 Igarapé-Miri";1299
"150340 Inhangapi";158
"150345 Ipixuna do Pará";594
"150350 Irituia";523
"150360 Itaituba";2022
"150370 Itupiranga";1053
"150375 Jacareacanga";350
"150380 Jacundá";1011
"150390 Juruti";1059
"150400 Limoeiro do Ajuru";526
"150405 Mãe do Rio";656
"150410 Magalhães Barata";107
"150420 Marabá";4986
"150430 Maracanã";433
"150440 Marapanim";370
"150442 Marituba";1469
"150445 Medicilândia";492
"150450 Melgaço";636
"150460 Mocajuba";519
"150470 Moju";1295
"150480 Monte Alegre";970
"150490 Muaná";502
"150495 Nova Esperança do Piriá";422
"150497 Nova Ipixuna";231
"150500 Nova Timboteua";155
"150503 Novo Progresso";400
"150506 Novo Repartimento";1381
"150510 Óbidos";1024
"150520 Oeiras do Pará";740
"150530 Oriximiná";1496
"150540 Ourém";333
"150543 Ourilândia do Norte";550
"150548 Pacajá";683
"150549 Palestina do Pará";157
"150550 Paragominas";2096
"150553 Parauapebas";3840
"150555 Pau D'Arco";134
"150560 Peixe-Boi";109
"150563 Piçarra";174
"150565 Placas";245
"150570 Ponta de Pedras";309
"150580 Portel";1092
"150590 Porto de Moz";672
"150600 Prainha";678
"150610 Primavera";171
"150611 Quatipuru";170
"150613 Redenção";1627
"150616 Rio Maria";354
"150618 Rondon do Pará";849
"150619 Rurópolis";432
"150620 Salinópolis";656
"150630 Salvaterra";355
"150635 Santa Bárbara do Pará";323
"150640 Santa Cruz do Arari";73
"150650 Santa Izabel do Pará";939
"150655 Santa Luzia do Pará";413
"150658 Santa Maria das Barreiras";224
"150660 Santa Maria do Pará";445
"150670 Santana do Araguaia";591
"150680 Santarém";6678
"150690 Santarém Novo";120
"150700 Santo Antônio do Tauá";427
"150710 São Caetano de Odivelas";221
"150715 São Domingos do Araguaia";425
"150720 São Domingos do Capim";622
"150730 São Félix do Xingu";953
"150740 São Francisco do Pará";241
"150745 São Geraldo do Araguaia";521
"150746 São João da Ponta";81
"150747 São João de Pirabas";379
"150750 São João do Araguaia";207
"150760 São Miguel do Guamá";1064
"150770 São Sebastião da Boa Vista";493
"150775 Sapucaia";76
"150780 Senador José Porfírio";261
"150790 Soure";439
"150795 Tailândia";1402
"150796 Terra Alta";185
"150797 Terra Santa";273
"150800 Tomé-Açu";1264
"150803 Tracuateua";643
"150805 Trairão";215
"150808 Tucumã";670
"150810 Tucuruí";2184
"150812 Ulianópolis";446
"150815 Uruará";814
"150820 Vigia";776
"150830 Viseu";1424
"150835 Vitória do Xingu";183
"150840 Xinguara";847
"150000 Município ignorado - PA";1
"160010 Amapá";144
"160020 Calçoene";217
"160021 Cutias";76
"160023 Ferreira Gomes";107
"160025 Itaubal";66
"160027 Laranjal do Jari";925
"160030 Macapá";9302
"160040 Mazagão";411
"160050 Oiapoque";421
"160015 Pedra Branca do Amapari";137
"160053 Porto Grande";318
"160055 Pracuúba";73
"160060 Santana";2240
"160005 Serra do Navio";73
"160070 Tartarugalzinho";246
"160080 Vitória do Jari";251
"160000 Município ignorado - AP";1
"170025 Abreulândia";40
"170030 Aguiarnópolis";108
"170035 Aliança do Tocantins";71
"170040 Almas";154
"170070 Alvorada";131
"170100 Ananás";173
"170105 Angico";42
"170110 Aparecida do Rio Negro";78
"170130 Aragominas";74
"170190 Araguacema";106
"170200 Araguaçu";106
"170210 Araguaína";2972
"170215 Araguanã";116
"170220 Araguatins";563
"170230 Arapoema";102
"170240 Arraias";183
"170255 Augustinópolis";376
"170270 Aurora do Tocantins";31
"170290 Axixá do Tocantins";214
"170300 Babaçulândia";133
"170305 Bandeirantes do Tocantins";42
"170307 Barra do Ouro";79
"170310 Barrolândia";67
"170320 Bernardo Sayão";70
"170330 Bom Jesus do Tocantins";60
"170360 Brasilândia do Tocantins";33
"170370 Brejinho de Nazaré";92
"170380 Buriti do Tocantins";179
"170382 Cachoeirinha";46
"170384 Campos Lindos";138
"170386 Cariri do Tocantins";40
"170388 Carmolândia";31
"170389 Carrasco Bonito";91
"170390 Caseara";82
"170410 Centenário";32
"170510 Chapada da Natividade";61
"170460 Chapada de Areia";25
"170550 Colinas do Tocantins";595
"171670 Colméia";131
"170555 Combinado";59
"170560 Conceição do Tocantins";50
"170600 Couto Magalhães";70
"170610 Cristalândia";118
"170625 Crixás do Tocantins";23
"170650 Darcinópolis";89
"170700 Dianópolis";348
"170710 Divinópolis do Tocantins";110
"170720 Dois Irmãos do Tocantins";74
"170730 Dueré";45
"170740 Esperantina";184
"170755 Fátima";48
"170765 Figueirópolis";64
"170770 Filadélfia";146
"170820 Formoso do Araguaia";304
"170825 Fortaleza do Tabocão";37
"170830 Goianorte";61
"170900 Goiatins";267
"170930 Guaraí";419
"170950 Gurupi";1306
"170980 Ipueiras";36
"171050 Itacajá";142
"171070 Itaguatins";115
"171090 Itapiratins";48
"171110 Itaporã do Tocantins";41
"171150 Jaú do Tocantins";41
"171180 Juarina";32
"171190 Lagoa da Confusão";176
"171195 Lagoa do Tocantins";72
"171200 Lajeado";46
"171215 Lavandeira";17
"171240 Lizarda";55
"171245 Luzinópolis";60
"171250 Marianópolis do Tocantins";60
"171270 Mateiros";38
"171280 Maurilândia do Tocantins";56
"171320 Miracema do Tocantins";398
"171330 Miranorte";182
"171360 Monte do Carmo";108
"171370 Monte Santo do Tocantins";26
"171395 Muricilândia";59
"171420 Natividade";156
"171430 Nazaré";62
"171488 Nova Olinda";194
"171500 Nova Rosalândia";41
"171510 Novo Acordo";76
"171515 Novo Alegre";21
"171525 Novo Jardim";46
"171550 Oliveira de Fátima";16
"172100 Palmas";4455
"171570 Palmeirante";66
"171380 Palmeiras do Tocantins";85
"171575 Palmeirópolis";107
"171610 Paraíso do Tocantins";764
"171620 Paranã";172
"171630 Pau D'Arco";74
"171650 Pedro Afonso";214
"171660 Peixe";167
"171665 Pequizeiro";70
"171700 Pindorama do Tocantins";77
"171720 Piraquê";39
"171750 Pium";84
"171780 Ponte Alta do Bom Jesus";71
"171790 Ponte Alta do Tocantins";130
"171800 Porto Alegre do Tocantins";43
"171820 Porto Nacional";872
"171830 Praia Norte";153
"171840 Presidente Kennedy";49
"171845 Pugmil";49
"171850 Recursolândia";71
"171855 Riachinho";62
"171865 Rio da Conceição";31
"171870 Rio dos Bois";31
"171875 Rio Sono";64
"171880 Sampaio";107
"171884 Sandolândia";69
"171886 Santa Fé do Araguaia";153
"171888 Santa Maria do Tocantins";34
"171889 Santa Rita do Tocantins";22
"171890 Santa Rosa do Tocantins";67
"171900 Santa Tereza do Tocantins";48
"172000 Santa Terezinha do Tocantins";37
"172010 São Bento do Tocantins";78
"172015 São Félix do Tocantins";21
"172020 São Miguel do Tocantins";138
"172025 São Salvador do Tocantins";31
"172030 São Sebastião do Tocantins";74
"172049 São Valério";69
"172065 Silvanópolis";88
"172080 Sítio Novo do Tocantins";152
"172085 Sucupira";29
"172090 Taguatinga";235
"172093 Taipas do Tocantins";27
"172097 Talismã";21
"172110 Tocantínia";153
"172120 Tocantinópolis";434
"172125 Tupirama";24
"172130 Tupiratins";27
"172208 Wanderlândia";138
"172210 Xambioá";284
"170000 Município ignorado - TO";2
"210005 Açailândia";2094
"210010 Afonso Cunha";114
"210015 Água Doce do Maranhão";128
"210020 Alcântara";248
"210030 Aldeias Altas";525
"210040 Altamira do Maranhão";88
"210043 Alto Alegre do Maranhão";425
"210047 Alto Alegre do Pindaré";516
"210050 Alto Parnaíba";197
"210055 Amapá do Maranhão";156
"210060 Amarante do Maranhão";807
"210070 Anajatuba";338
"210080 Anapurus";258
"210083 Apicum-Açu";284
"210087 Araguanã";173
"210090 Araioses";609
"210095 Arame";784
"210100 Arari";443
"210110 Axixá";173
"210120 Bacabal";1808
"210125 Bacabeira";232
"210130 Bacuri";283
"210135 Bacurituba";62
"210140 Balsas";2073
"210150 Barão de Grajaú";257
"210160 Barra do Corda";1671
"210170 Barreirinhas";1186
"210177 Bela Vista do Maranhão";197
"210173 Belágua";202
"210180 Benedito Leite";66
"210190 Bequimão";186
"210193 Bernardo do Mearim";77
"210197 Boa Vista do Gurupi";155
"210200 Bom Jardim";671
"210203 Bom Jesus das Selvas";434
"210207 Bom Lugar";152
"210210 Brejo";660
"210215 Brejo de Areia";173
"210220 Buriti";638
"210230 Buriti Bravo";434
"210232 Buriticupu";1493
"210235 Buritirana";191
"210237 Cachoeira Grande";169
"210240 Cajapió";152
"210250 Cajari";323
"210255 Campestre do Maranhão";235
"210260 Cândido Mendes";329
"210270 Cantanhede";290
"210275 Capinzal do Norte";170
"210280 Carolina";425
"210290 Carutapera";459
"210300 Caxias";2834
"210310 Cedral";156
"210312 Central do Maranhão";132
"210315 Centro do Guilherme";197
"210317 Centro Novo do Maranhão";297
"210320 Chapadinha";1805
"210325 Cidelândia";264
"210330 Codó";2330
"210340 Coelho Neto";1016
"210350 Colinas";770
"210355 Conceição do Lago-Açu";283
"210360 Coroatá";1283
"210370 Cururupu";476
"210375 Davinópolis";219
"210380 Dom Pedro";429
"210390 Duque Bacelar";223
"210400 Esperantinópolis";364
"210405 Estreito";698
"210407 Feira Nova do Maranhão";110
"210408 Fernando Falcão";231
"210409 Formosa da Serra Negra";293
"210410 Fortaleza dos Nogueiras";214
"210420 Fortuna";365
"210430 Godofredo Viana";111
"210440 Gonçalves Dias";311
"210450 Governador Archer";165
"210455 Governador Edison Lobão";239
"210460 Governador Eugênio Barros";254
"210462 Governador Luiz Rocha";127
"210465 Governador Newton Bello";178
"210467 Governador Nunes Freire";578
"210470 Graça Aranha";83
"210480 Grajaú";1680
"210490 Guimarães";157
"210500 Humberto de Campos";552
"210510 Icatu";432
"210515 Igarapé do Meio";280
"210520 Igarapé Grande";183
"210530 Imperatriz";4731
"210535 Itaipava do Grajaú";265
"210540 Itapecuru Mirim";1253
"210542 Itinga do Maranhão";413
"210545 Jatobá";154
"210547 Jenipapo dos Vieiras";322
"210550 João Lisboa";429
"210560 Joselândia";271
"210565 Junco do Maranhão";133
"210570 Lago da Pedra";966
"210580 Lago do Junco";183
"210594 Lago dos Rodrigues";138
"210590 Lago Verde";318
"210592 Lagoa do Mato";139
"210596 Lagoa Grande do Maranhão";252
"210598 Lajeado Novo";97
"210600 Lima Campos";209
"210610 Loreto";181
"210620 Luís Domingues";95
"210630 Magalhães de Almeida";256
"210632 Maracaçumé";426
"210635 Marajá do Sena";128
"210637 Maranhãozinho";180
"210640 Mata Roma";352
"210650 Matinha";440
"210660 Matões";588
"210663 Matões do Norte";105
"210667 Milagres do Maranhão";123
"210670 Mirador";377
"210675 Miranda do Norte";356
"210680 Mirinzal";195
"210690 Monção";586
"210700 Montes Altos";133
"210710 Morros";348
"210720 Nina Rodrigues";243
"210725 Nova Colinas";81
"210730 Nova Iorque";72
"210735 Nova Olinda do Maranhão";316
"210740 Olho d'Água das Cunhãs";250
"210745 Olinda Nova do Maranhão";194
"210750 Paço do Lumiar";1547
"210760 Palmeirândia";261
"210770 Paraibano";306
"210780 Parnarama";549
"210790 Passagem Franca";298
"210800 Pastos Bons";347
"210805 Paulino Neves";293
"210810 Paulo Ramos";437
"210820 Pedreiras";750
"210825 Pedro do Rosário";367
"210830 Penalva";693
"210840 Peri Mirim";157
"210845 Peritoró";399
"210850 Pindaré-Mirim";642
"210860 Pinheiro";1544
"210870 Pio XII";550
"210880 Pirapemas";331
"210890 Poção de Pedras";312
"210900 Porto Franco";438
"210905 Porto Rico do Maranhão";92
"210910 Presidente Dutra";865
"210920 Presidente Juscelino";211
"210923 Presidente Médici";99
"210927 Presidente Sarney";337
"210930 Presidente Vargas";200
"210940 Primeira Cruz";210
"210945 Raposa";558
"210950 Riachão";404
"210955 Ribamar Fiquene";123
"210960 Rosário";665
"210970 Sambaíba";43
"210975 Santa Filomena do Maranhão";108
"210980 Santa Helena";503
"210990 Santa Inês";1751
"211000 Santa Luzia";1471
"211003 Santa Luzia do Paruá";415
"211010 Santa Quitéria do Maranhão";528
"211020 Santa Rita";536
"211023 Santana do Maranhão";137
"211027 Santo Amaro do Maranhão";169
"211030 Santo Antônio dos Lopes";264
"211040 São Benedito do Rio Preto";405
"211050 São Bento";624
"211060 São Bernardo";553
"211065 São Domingos do Azeitão";132
"211070 São Domingos do Maranhão";679
"211080 São Félix de Balsas";49
"211085 São Francisco do Brejão";134
"211090 São Francisco do Maranhão";169
"211100 São João Batista";312
"211102 São João do Carú";371
"211105 São João do Paraíso";174
"211107 São João do Soter";258
"211110 São João dos Patos";391
"211120 São José de Ribamar";2449
"211125 São José dos Basílios";97
"211130 São Luís";17295
"211140 São Luís Gonzaga do Maranhão";359
"211150 São Mateus do Maranhão";754
"211153 São Pedro da Água Branca";175
"211157 São Pedro dos Crentes";76
"211160 São Raimundo das Mangabeiras";377
"211163 São Raimundo do Doca Bezerra";98
"211167 São Roberto";95
"211170 São Vicente Ferrer";352
"211172 Satubinha";120
"211174 Senador Alexandre Costa";185
"211176 Senador La Rocque";327
"211178 Serrano do Maranhão";144
"211180 Sítio Novo";281
"211190 Sucupira do Norte";173
"211195 Sucupira do Riachão";89
"211200 Tasso Fragoso";134
"211210 Timbiras";447
"211220 Timon";2651
"211223 Trizidela do Vale";341
"211227 Tufilândia";133
"211230 Tuntum";649
"211240 Turiaçu";695
"211245 Turilândia";353
"211250 Tutóia";1076
"211260 Urbano Santos";717
"211270 Vargem Grande";883
"211280 Viana";914
"211285 Vila Nova dos Martírios";146
"211290 Vitória do Mearim";588
"211300 Vitorino Freire";540
"211400 Zé Doca";858
"210000 Município ignorado - MA";4
"220005 Acauã";92
"220010 Agricolândia";67
"220020 Água Branca";254
"220025 Alagoinha do Piauí";88
"220027 Alegrete do Piauí";67
"220030 Alto Longá";140
"220040 Altos";650
"220045 Alvorada do Gurguéia";99
"220050 Amarante";313
"220060 Angical do Piauí";101
"220070 Anísio de Abreu";128
"220080 Antônio Almeida";39
"220090 Aroazes";80
"220095 Aroeiras do Itaim";32
"220100 Arraial";62
"220105 Assunção do Piauí";172
"220110 Avelino Lopes";197
"220115 Baixa Grande do Ribeiro";193
"220117 Barra D'Alcântara";60
"220120 Barras";787
"220130 Barreiras do Piauí";44
"220140 Barro Duro";106
"220150 Batalha";333
"220155 Bela Vista do Piauí";49
"220157 Belém do Piauí";51
"220160 Beneditinos";139
"220170 Bertolínia";85
"220173 Betânia do Piauí";108
"220177 Boa Hora";119
"220180 Bocaina";46
"220190 Bom Jesus";425
"220191 Bom Princípio do Piauí";117
"220192 Bonfim do Piauí";74
"220194 Boqueirão do Piauí";123
"220196 Brasileira";100
"220198 Brejo do Piauí";62
"220200 Buriti dos Lopes";333
"220202 Buriti dos Montes";104
"220205 Cabeceiras do Piauí";165
"220207 Cajazeiras do Piauí";46
"220208 Cajueiro da Praia";90
"220209 Caldeirão Grande do Piauí";86
"220210 Campinas do Piauí";85
"220211 Campo Alegre do Fidalgo";73
"220213 Campo Grande do Piauí";95
"220217 Campo Largo do Piauí";115
"220220 Campo Maior";800
"220225 Canavieira";41
"220230 Canto do Buriti";277
"220240 Capitão de Campos";158
"220245 Capitão Gervásio Oliveira";63
"220250 Caracol";163
"220253 Caraúbas do Piauí";84
"220255 Caridade do Piauí";98
"220260 Castelo do Piauí";340
"220265 Caxingó";75
"220270 Cocal";439
"220271 Cocal de Telha";86
"220272 Cocal dos Alves";82
"220273 Coivaras";58
"220275 Colônia do Gurguéia";96
"220277 Colônia do Piauí";85
"220280 Conceição do Canindé";71
"220285 Coronel José Dias";47
"220290 Corrente";426
"220300 Cristalândia do Piauí";87
"220310 Cristino Castro";179
"220320 Curimatá";194
"220323 Currais";99
"220327 Curral Novo do Piauí";75
"220325 Curralinhos";64
"220330 Demerval Lobão";175
"220335 Dirceu Arcoverde";83
"220340 Dom Expedito Lopes";80
"220345 Dom Inocêncio";102
"220342 Domingos Mourão";83
"220350 Elesbão Veloso";180
"220360 Eliseu Martins";62
"220370 Esperantina";666
"220375 Fartura do Piauí";84
"220380 Flores do Piauí";76
"220385 Floresta do Piauí";27
"220390 Floriano";992
"220400 Francinópolis";86
"220410 Francisco Ayres";62
"220415 Francisco Macedo";44
"220420 Francisco Santos";128
"220430 Fronteiras";135
"220435 Geminiano";72
"220440 Gilbués";192
"220450 Guadalupe";186
"220455 Guaribas";64
"220460 Hugo Napoleão";65
"220465 Ilha Grande";147
"220470 Inhuma";207
"220480 Ipiranga do Piauí";129
"220490 Isaías Coelho";138
"220500 Itainópolis";118
"220510 Itaueira";153
"220515 Jacobina do Piauí";81
"220520 Jaicós";296
"220525 Jardim do Mulato";51
"220527 Jatobá do Piauí";81
"220530 Jerumenha";68
"220535 João Costa";47
"220540 Joaquim Pires";221
"220545 Joca Marques";96
"220550 José de Freitas";564
"220551 Juazeiro do Piauí";94
"220552 Júlio Borges";71
"220553 Jurema";75
"220555 Lagoa Alegre";93
"220557 Lagoa de São Francisco";86
"220556 Lagoa do Barro do Piauí";60
"220558 Lagoa do Piauí";57
"220559 Lagoa do Sítio";70
"220554 Lagoinha do Piauí";43
"220560 Landri Sales";80
"220570 Luís Correia";461
"220580 Luzilândia";420
"220585 Madeiro";133
"220590 Manoel Emídio";69
"220595 Marcolândia";137
"220600 Marcos Parente";80
"220605 Massapê do Piauí";80
"220610 Matias Olímpio";192
"220620 Miguel Alves";594
"220630 Miguel Leão";18
"220635 Milton Brandão";87
"220640 Monsenhor Gil";119
"220650 Monsenhor Hipólito";114
"220660 Monte Alegre do Piauí";173
"220665 Morro Cabeça no Tempo";91
"220667 Morro do Chapéu do Piauí";85
"220669 Murici dos Portelas";109
"220670 Nazaré do Piauí";104
"220672 Nazária";116
"220675 Nossa Senhora de Nazaré";60
"220680 Nossa Senhora dos Remédios";186
"220795 Nova Santa Rita";61
"220690 Novo Oriente do Piauí";85
"220695 Novo Santo Antônio";30
"220700 Oeiras";540
"220710 Olho D'Água do Piauí";45
"220720 Padre Marcos";88
"220730 Paes Landim";64
"220735 Pajeú do Piauí";32
"220740 Palmeira do Piauí";89
"220750 Palmeirais";213
"220755 Paquetá";48
"220760 Parnaguá";188
"220770 Parnaíba";2188
"220775 Passagem Franca do Piauí";74
"220777 Patos do Piauí";85
"220779 Pau D'Arco do Piauí";39
"220780 Paulistana";329
"220785 Pavussu";44
"220790 Pedro II";544
"220793 Pedro Laurentino";35
"220800 Picos";1155
"220810 Pimenteiras";142
"220820 Pio IX";285
"220830 Piracuruca";392
"220840 Piripiri";921
"220850 Porto";229
"220855 Porto Alegre do Piauí";38
"220860 Prata do Piauí";37
"220865 Queimada Nova";89
"220870 Redenção do Gurguéia";164
"220880 Regeneração";305
"220885 Riacho Frio";98
"220887 Ribeira do Piauí";60
"220890 Ribeiro Gonçalves";105
"220900 Rio Grande do Piauí";77
"220910 Santa Cruz do Piauí";68
"220915 Santa Cruz dos Milagres";44
"220920 Santa Filomena";125
"220930 Santa Luz";91
"220937 Santa Rosa do Piauí";64
"220935 Santana do Piauí";62
"220940 Santo Antônio de Lisboa";75
"220945 Santo Antônio dos Milagres";34
"220950 Santo Inácio do Piauí";46
"220955 São Braz do Piauí";86
"220960 São Félix do Piauí";26
"220965 São Francisco de Assis do Piauí";84
"220970 São Francisco do Piauí";74
"220975 São Gonçalo do Gurguéia";33
"220980 São Gonçalo do Piauí";76
"220985 São João da Canabrava";60
"220987 São João da Fronteira";75
"220990 São João da Serra";68
"220995 São João da Varjota";95
"220997 São João do Arraial";141
"221000 São João do Piauí";348
"221005 São José do Divino";53
"221010 São José do Peixe";47
"221020 São José do Piauí";107
"221030 São Julião";79
"221035 São Lourenço do Piauí";53
"221037 São Luis do Piauí";24
"221038 São Miguel da Baixa Grande";26
"221039 São Miguel do Fidalgo";40
"221040 São Miguel do Tapuio";255
"221050 São Pedro do Piauí";206
"221060 São Raimundo Nonato";575
"221062 Sebastião Barros";84
"221063 Sebastião Leal";74
"221065 Sigefredo Pacheco";130
"221070 Simões";242
"221080 Simplício Mendes";184
"221090 Socorro do Piauí";61
"221093 Sussuapara";67
"221095 Tamboril do Piauí";41
"221097 Tanque do Piauí";37
"221100 Teresina";13472
"221110 União";720
"221120 Uruçuí";393
"221130 Valença do Piauí";307
"221135 Várzea Branca";79
"221140 Várzea Grande";52
"221150 Vera Mendes";49
"221160 Vila Nova do Piauí";31
"221170 Wall Ferraz";64
"230010 Abaiara";144
"230015 Acarape";213
"230020 Acaraú";943
"230030 Acopiara";734
"230040 Aiuaba";226
"230050 Alcântaras";163
"230060 Altaneira";88
"230070 Alto Santo";182
"230075 Amontada";690
"230080 Antonina do Norte";125
"230090 Apuiarés";145
"230100 Aquiraz";899
"230110 Aracati";1047
"230120 Aracoiaba";340
"230125 Ararendá";140
"230130 Araripe";396
"230140 Aratuba";205
"230150 Arneiroz";97
"230160 Assaré";292
"230170 Aurora";382
"230180 Baixio";81
"230185 Banabuiú";295
"230190 Barbalha";1031
"230195 Barreira";274
"230200 Barro";279
"230205 Barroquinha";204
"230210 Baturité";495
"230220 Beberibe";544
"230230 Bela Cruz";421
"230240 Boa Viagem";736
"230250 Brejo Santo";721
"230260 Camocim";987
"230270 Campos Sales";339
"230280 Canindé";1214
"230290 Capistrano";237
"230300 Caridade";243
"230310 Cariré";223
"230320 Caririaçu";425
"230330 Cariús";211
"230340 Carnaubal";272
"230350 Cascavel";910
"230360 Catarina";178
"230365 Catunda";117
"230370 Caucaia";4702
"230380 Cedro";339
"230390 Chaval";233
"230393 Choró";210
"230395 Chorozinho";258
"230400 Coreaú";320
"230410 Crateús";1115
"230420 Crato";2136
"230423 Croatá";225
"230425 Cruz";355
"230426 Deputado Irapuan Pinheiro";113
"230427 Ererê";41
"230428 Eusébio";785
"230430 Farias Brito";302
"230435 Forquilha";314
"230440 Fortaleza";36755
"230445 Fortim";189
"230450 Frecheirinha";197
"230460 General Sampaio";116
"230465 Graça";184
"230470 Granja";850
"230480 Granjeiro";59
"230490 Groaíras";122
"230495 Guaiúba";335
