 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município
Período:2018
"Município";"Nascim_p/resid.mãe"
"130426 Uarini";286
"130430 Urucará";261
"130440 Urucurituba";313
"130000 Município ignorado - AM";25
"140005 Alto Alegre";737
"140002 Amajari";433
"140010 Boa Vista";8163
"140015 Bonfim";391
"140017 Cantá";337
"140020 Caracaraí";406
"140023 Caroebe";181
"140028 Iracema";138
"140030 Mucajaí";325
"140040 Normandia";463
"140045 Pacaraima";423
"140047 Rorainópolis";628
"140050 São João da Baliza";119
"140060 São Luiz";86
"140070 Uiramutã";513
"140000 Município ignorado - RR";1
"150010 Abaetetuba";2671
"150013 Abel Figueiredo";130
"150020 Acará";1013
"150030 Afuá";1022
"150034 Água Azul do Norte";223
"150040 Alenquer";1190
"150050 Almeirim";780
"150060 Altamira";2568
"150070 Anajás";871
"150080 Ananindeua";7772
"150085 Anapu";656
"150090 Augusto Corrêa";901
"150095 Aurora do Pará";368
"150100 Aveiro";182
"150110 Bagre";582
"150120 Baião";580
"150125 Bannach";49
"150130 Barcarena";2274
"150140 Belém";19348
"150145 Belterra";296
"150150 Benevides";1037
"150157 Bom Jesus do Tocantins";277
"150160 Bonito";188
"150170 Bragança";2203
"150172 Brasil Novo";351
"150175 Brejo Grande do Araguaia";92
"150178 Breu Branco";790
"150180 Breves";2849
"150190 Bujaru";474
"150200 Cachoeira do Arari";350
"150195 Cachoeira do Piriá";306
"150210 Cametá";2678
"150215 Canaã dos Carajás";1232
"150220 Capanema";1046
"150230 Capitão Poço";941
"150240 Castanhal";3305
"150250 Chaves";419
"150260 Colares";184
"150270 Conceição do Araguaia";791
"150275 Concórdia do Pará";562
"150276 Cumaru do Norte";180
"150277 Curionópolis";308
"150280 Curralinho";748
"150285 Curuá";238
"150290 Curuçá";555
"150293 Dom Eliseu";647
"150295 Eldorado do Carajás";530
"150300 Faro";142
"150304 Floresta do Araguaia";376
"150307 Garrafão do Norte";423
"150309 Goianésia do Pará";575
"150310 Gurupá";764
"150320 Igarapé-Açu";578
"150330 Igarapé-Miri";1079
"150340 Inhangapi";185
"150345 Ipixuna do Pará";626
"150350 Irituia";434
"150360 Itaituba";2291
"150370 Itupiranga";844
"150375 Jacareacanga";602
"150380 Jacundá";751
"150390 Juruti";1091
"150400 Limoeiro do Ajuru";443
"150405 Mãe do Rio";648
"150410 Magalhães Barata";93
"150420 Marabá";4943
"150430 Maracanã";384
"150440 Marapanim";292
"150442 Marituba";1714
"150445 Medicilândia";422
"150450 Melgaço";631
"150460 Mocajuba";464
"150470 Moju";1312
"150475 Mojuí dos Campos";289
"150480 Monte Alegre";1032
"150490 Muaná";578
"150495 Nova Esperança do Piriá";406
"150497 Nova Ipixuna";223
"150500 Nova Timboteua";134
"150503 Novo Progresso";631
"150506 Novo Repartimento";1240
"150510 Óbidos";1019
"150520 Oeiras do Pará";726
"150530 Oriximiná";1547
"150540 Ourém";322
"150543 Ourilândia do Norte";725
"150548 Pacajá";744
"150549 Palestina do Pará";110
"150550 Paragominas";2148
"150553 Parauapebas";4810
"150555 Pau D'Arco";127
"150560 Peixe-Boi";103
"150563 Piçarra";176
"150565 Placas";321
"150570 Ponta de Pedras";351
"150580 Portel";1678
"150590 Porto de Moz";755
"150600 Prainha";703
"150610 Primavera";200
"150611 Quatipuru";160
"150613 Redenção";1756
"150616 Rio Maria";308
"150618 Rondon do Pará";610
"150619 Rurópolis";413
"150620 Salinópolis";676
"150630 Salvaterra";362
"150635 Santa Bárbara do Pará";326
"150640 Santa Cruz do Arari";81
"150650 Santa Izabel do Pará";1019
"150655 Santa Luzia do Pará";305
"150658 Santa Maria das Barreiras";181
"150660 Santa Maria do Pará";399
"150670 Santana do Araguaia";605
"150680 Santarém";6703
"150690 Santarém Novo";87
"150700 Santo Antônio do Tauá";501
"150710 São Caetano de Odivelas";227
"150715 São Domingos do Araguaia";422
"150720 São Domingos do Capim";470
"150730 São Félix do Xingu";1159
"150740 São Francisco do Pará";242
"150745 São Geraldo do Araguaia";536
"150746 São João da Ponta";97
"150747 São João de Pirabas";306
"150750 São João do Araguaia";240
"150760 São Miguel do Guamá";942
"150770 São Sebastião da Boa Vista";517
"150775 Sapucaia";119
"150780 Senador José Porfírio";293
"150790 Soure";395
"150795 Tailândia";1462
"150796 Terra Alta";175
"150797 Terra Santa";346
"150800 Tomé-Açu";1488
"150803 Tracuateua";503
"150805 Trairão";262
"150808 Tucumã";762
"150810 Tucuruí";1900
"150812 Ulianópolis";475
"150815 Uruará";793
"150820 Vigia";748
"150830 Viseu";1147
"150835 Vitória do Xingu";388
"150840 Xinguara";950
"150000 Município ignorado - PA";1
"160010 Amapá";188
"160020 Calçoene";223
"160021 Cutias";118
"160023 Ferreira Gomes";168
"160025 Itaubal";157
"160027 Laranjal do Jari";830
"160030 Macapá";9293
"160040 Mazagão";516
"160050 Oiapoque";577
"160015 Pedra Branca do Amapari";303
"160053 Porto Grande";440
"160055 Pracuúba";77
"160060 Santana";2279
"160005 Serra do Navio";76
"160070 Tartarugalzinho";319
"160080 Vitória do Jari";300
"170025 Abreulândia";44
"170030 Aguiarnópolis";77
"170035 Aliança do Tocantins";72
"170040 Almas";108
"170070 Alvorada";132
"170100 Ananás";167
"170105 Angico";39
"170110 Aparecida do Rio Negro";85
"170130 Aragominas";75
"170190 Araguacema";100
"170200 Araguaçu";86
"170210 Araguaína";3357
"170215 Araguanã";90
"170220 Araguatins";502
"170230 Arapoema";101
"170240 Arraias";145
"170255 Augustinópolis";374
"170270 Aurora do Tocantins";30
"170290 Axixá do Tocantins";203
"170300 Babaçulândia";103
"170305 Bandeirantes do Tocantins";51
"170307 Barra do Ouro";83
"170310 Barrolândia";66
"170320 Bernardo Sayão";50
"170330 Bom Jesus do Tocantins";80
"170360 Brasilândia do Tocantins";26
"170370 Brejinho de Nazaré";65
"170380 Buriti do Tocantins";135
"170382 Cachoeirinha";40
"170384 Campos Lindos";189
"170386 Cariri do Tocantins";65
"170388 Carmolândia";37
"170389 Carrasco Bonito";70
"170390 Caseara";91
"170410 Centenário";25
"170510 Chapada da Natividade";36
"170460 Chapada de Areia";19
"170550 Colinas do Tocantins";572
"171670 Colméia";121
"170555 Combinado";56
"170560 Conceição do Tocantins";65
"170600 Couto Magalhães";84
"170610 Cristalândia";85
"170625 Crixás do Tocantins";20
"170650 Darcinópolis";91
"170700 Dianópolis";364
"170710 Divinópolis do Tocantins";109
"170720 Dois Irmãos do Tocantins";69
"170730 Dueré";54
"170740 Esperantina";150
"170755 Fátima";43
"170765 Figueirópolis";71
"170770 Filadélfia";112
"170820 Formoso do Araguaia";280
"170825 Fortaleza do Tabocão";56
"170830 Goianorte";61
"170900 Goiatins";246
"170930 Guaraí";365
"170950 Gurupi";1369
"170980 Ipueiras";26
"171050 Itacajá";149
"171070 Itaguatins";55
"171090 Itapiratins";62
"171110 Itaporã do Tocantins";34
"171150 Jaú do Tocantins";38
"171180 Juarina";36
"171190 Lagoa da Confusão";271
"171195 Lagoa do Tocantins";67
"171200 Lajeado";50
"171215 Lavandeira";13
"171240 Lizarda";48
"171245 Luzinópolis";49
"171250 Marianópolis do Tocantins";71
"171270 Mateiros";43
"171280 Maurilândia do Tocantins";31
"171320 Miracema do Tocantins";323
"171330 Miranorte";184
"171360 Monte do Carmo";100
"171370 Monte Santo do Tocantins";37
"171395 Muricilândia";65
"171420 Natividade";141
"171430 Nazaré";73
"171488 Nova Olinda";179
"171500 Nova Rosalândia";43
"171510 Novo Acordo";73
"171515 Novo Alegre";18
"171525 Novo Jardim";27
"171550 Oliveira de Fátima";21
"172100 Palmas";5353
"171570 Palmeirante";59
"171380 Palmeiras do Tocantins";84
"171575 Palmeirópolis";99
"171610 Paraíso do Tocantins";872
"171620 Paranã";178
"171630 Pau D'Arco";72
"171650 Pedro Afonso";240
"171660 Peixe";144
"171665 Pequizeiro";65
"171700 Pindorama do Tocantins";74
"171720 Piraquê";30
"171750 Pium";88
"171780 Ponte Alta do Bom Jesus";56
"171790 Ponte Alta do Tocantins";104
"171800 Porto Alegre do Tocantins";51
"171820 Porto Nacional";1192
"171830 Praia Norte";103
"171840 Presidente Kennedy";47
"171845 Pugmil";28
"171850 Recursolândia";45
"171855 Riachinho";57
"171865 Rio da Conceição";41
"171870 Rio dos Bois";37
"171875 Rio Sono";63
"171880 Sampaio";101
"171884 Sandolândia";45
"171886 Santa Fé do Araguaia";132
"171888 Santa Maria do Tocantins";44
"171889 Santa Rita do Tocantins";24
"171890 Santa Rosa do Tocantins";82
"171900 Santa Tereza do Tocantins";44
"172000 Santa Terezinha do Tocantins";25
"172010 São Bento do Tocantins";89
"172015 São Félix do Tocantins";31
"172020 São Miguel do Tocantins";162
"172025 São Salvador do Tocantins";29
"172030 São Sebastião do Tocantins";72
"172049 São Valério";61
"172065 Silvanópolis";79
"172080 Sítio Novo do Tocantins";162
"172085 Sucupira";23
"172090 Taguatinga";173
"172093 Taipas do Tocantins";25
"172097 Talismã";30
"172110 Tocantínia";231
"172120 Tocantinópolis";423
"172125 Tupirama";22
"172130 Tupiratins";16
"172208 Wanderlândia";147
"172210 Xambioá";238
"210005 Açailândia";1949
"210010 Afonso Cunha";143
"210015 Água Doce do Maranhão";165
"210020 Alcântara";232
"210030 Aldeias Altas";447
"210040 Altamira do Maranhão";100
"210043 Alto Alegre do Maranhão";457
"210047 Alto Alegre do Pindaré";497
"210050 Alto Parnaíba";162
"210055 Amapá do Maranhão";118
"210060 Amarante do Maranhão";862
"210070 Anajatuba";361
"210080 Anapurus";323
"210083 Apicum-Açu";267
"210087 Araguanã";119
"210090 Araioses";611
"210095 Arame";540
"210100 Arari";513
"210110 Axixá";174
"210120 Bacabal";1687
"210125 Bacabeira";293
"210130 Bacuri";268
"210135 Bacurituba";65
"210140 Balsas";2077
"210150 Barão de Grajaú";318
"210160 Barra do Corda";1641
"210170 Barreirinhas";1280
"210177 Bela Vista do Maranhão";221
"210173 Belágua";212
"210180 Benedito Leite";64
"210190 Bequimão";288
"210193 Bernardo do Mearim";82
"210197 Boa Vista do Gurupi";133
"210200 Bom Jardim";601
"210203 Bom Jesus das Selvas";571
"210207 Bom Lugar";168
"210210 Brejo";565
"210215 Brejo de Areia";142
"210220 Buriti";580
"210230 Buriti Bravo";428
"210232 Buriticupu";1414
"210235 Buritirana";213
"210237 Cachoeira Grande";163
"210240 Cajapió";146
"210250 Cajari";241
"210255 Campestre do Maranhão";236
"210260 Cândido Mendes";336
"210270 Cantanhede";264
"210275 Capinzal do Norte";169
"210280 Carolina";387
"210290 Carutapera";439
"210300 Caxias";2706
"210310 Cedral";111
"210312 Central do Maranhão";155
"210315 Centro do Guilherme";227
"210317 Centro Novo do Maranhão";357
"210320 Chapadinha";1550
"210325 Cidelândia";201
"210330 Codó";1945
"210340 Coelho Neto";772
"210350 Colinas";720
"210355 Conceição do Lago-Açu";251
"210360 Coroatá";1117
"210370 Cururupu";579
"210375 Davinópolis";248
"210380 Dom Pedro";384
"210390 Duque Bacelar";202
"210400 Esperantinópolis";371
"210405 Estreito";608
"210407 Feira Nova do Maranhão";86
"210408 Fernando Falcão";250
"210409 Formosa da Serra Negra";220
"210410 Fortaleza dos Nogueiras";228
"210420 Fortuna";332
"210430 Godofredo Viana";167
"210440 Gonçalves Dias";215
"210450 Governador Archer";150
"210455 Governador Edison Lobão";325
"210460 Governador Eugênio Barros";249
"210462 Governador Luiz Rocha";129
"210465 Governador Newton Bello";146
"210467 Governador Nunes Freire";492
"210470 Graça Aranha";84
"210480 Grajaú";1577
"210490 Guimarães";177
"210500 Humberto de Campos";577
"210510 Icatu";371
"210515 Igarapé do Meio";258
"210520 Igarapé Grande";149
"210530 Imperatriz";5274
"210535 Itaipava do Grajaú";310
"210540 Itapecuru Mirim";1306
"210542 Itinga do Maranhão";378
"210545 Jatobá";133
"210547 Jenipapo dos Vieiras";403
"210550 João Lisboa";478
"210560 Joselândia";271
"210565 Junco do Maranhão";135
"210570 Lago da Pedra";868
"210580 Lago do Junco";185
"210594 Lago dos Rodrigues";147
"210590 Lago Verde";284
"210592 Lagoa do Mato";124
"210596 Lagoa Grande do Maranhão";236
"210598 Lajeado Novo";94
"210600 Lima Campos";201
"210610 Loreto";165
"210620 Luís Domingues";146
"210630 Magalhães de Almeida";202
"210632 Maracaçumé";362
"210635 Marajá do Sena";89
"210637 Maranhãozinho";193
"210640 Mata Roma";343
"210650 Matinha";443
"210660 Matões";544
"210663 Matões do Norte";121
"210667 Milagres do Maranhão";71
"210670 Mirador";389
"210675 Miranda do Norte";338
"210680 Mirinzal";277
"210690 Monção";611
"210700 Montes Altos";164
"210710 Morros";454
"210720 Nina Rodrigues";228
"210725 Nova Colinas";100
"210730 Nova Iorque";52
"210735 Nova Olinda do Maranhão";331
"210740 Olho d'Água das Cunhãs";273
"210745 Olinda Nova do Maranhão";255
"210750 Paço do Lumiar";1775
"210760 Palmeirândia";306
"210770 Paraibano";333
"210780 Parnarama";481
"210790 Passagem Franca";381
"210800 Pastos Bons";353
"210805 Paulino Neves";355
"210810 Paulo Ramos";384
"210820 Pedreiras";573
"210825 Pedro do Rosário";383
"210830 Penalva";669
"210840 Peri Mirim";98
"210845 Peritoró";379
"210850 Pindaré-Mirim";490
"210860 Pinheiro";1637
"210870 Pio XII";419
"210880 Pirapemas";290
"210890 Poção de Pedras";210
"210900 Porto Franco";475
"210905 Porto Rico do Maranhão";76
"210910 Presidente Dutra";834
"210920 Presidente Juscelino";256
"210923 Presidente Médici";98
"210927 Presidente Sarney";383
"210930 Presidente Vargas";211
"210940 Primeira Cruz";213
"210945 Raposa";492
"210950 Riachão";382
"210955 Ribamar Fiquene";123
"210960 Rosário";631
"210970 Sambaíba";81
"210975 Santa Filomena do Maranhão";90
"210980 Santa Helena";583
"210990 Santa Inês";1690
"211000 Santa Luzia";1156
"211003 Santa Luzia do Paruá";351
"211010 Santa Quitéria do Maranhão";529
"211020 Santa Rita";613
"211023 Santana do Maranhão";130
"211027 Santo Amaro do Maranhão";215
"211030 Santo Antônio dos Lopes";263
"211040 São Benedito do Rio Preto";361
"211050 São Bento";560
"211060 São Bernardo";437
"211065 São Domingos do Azeitão";113
"211070 São Domingos do Maranhão";570
"211080 São Félix de Balsas";69
"211085 São Francisco do Brejão";114
"211090 São Francisco do Maranhão";150
"211100 São João Batista";271
"211102 São João do Carú";263
"211105 São João do Paraíso";145
"211107 São João do Soter";308
"211110 São João dos Patos";396
"211120 São José de Ribamar";3791
"211125 São José dos Basílios";98
"211130 São Luís";15959
"211140 São Luís Gonzaga do Maranhão";305
"211150 São Mateus do Maranhão";692
"211153 São Pedro da Água Branca";189
"211157 São Pedro dos Crentes";93
"211160 São Raimundo das Mangabeiras";320
"211163 São Raimundo do Doca Bezerra";96
"211167 São Roberto";75
"211170 São Vicente Ferrer";299
"211172 Satubinha";96
"211174 Senador Alexandre Costa";179
"211176 Senador La Rocque";280
"211178 Serrano do Maranhão";161
"211180 Sítio Novo";296
"211190 Sucupira do Norte";175
"211195 Sucupira do Riachão";74
"211200 Tasso Fragoso";150
"211210 Timbiras";537
"211220 Timon";3086
"211223 Trizidela do Vale";361
"211227 Tufilândia";82
"211230 Tuntum";542
"211240 Turiaçu";694
"211245 Turilândia";380
"211250 Tutóia";1008
"211260 Urbano Santos";629
"211270 Vargem Grande";933
"211280 Viana";1046
"211285 Vila Nova dos Martírios";183
"211290 Vitória do Mearim";502
"211300 Vitorino Freire";490
"211400 Zé Doca";804
"210000 Município ignorado - MA";7
"220005 Acauã";95
"220010 Agricolândia";76
"220020 Água Branca";298
"220025 Alagoinha do Piauí";85
"220027 Alegrete do Piauí";54
"220030 Alto Longá";159
"220040 Altos";679
"220045 Alvorada do Gurguéia";79
"220050 Amarante";299
"220060 Angical do Piauí";87
"220070 Anísio de Abreu";123
"220080 Antônio Almeida";40
"220090 Aroazes";70
"220095 Aroeiras do Itaim";33
"220100 Arraial";69
"220105 Assunção do Piauí";124
"220110 Avelino Lopes";176
"220115 Baixa Grande do Ribeiro";265
"220117 Barra D'Alcântara";52
"220120 Barras";797
"220130 Barreiras do Piauí";51
"220140 Barro Duro";97
"220150 Batalha";383
"220155 Bela Vista do Piauí";51
"220157 Belém do Piauí";23
"220160 Beneditinos";124
"220170 Bertolínia";88
"220173 Betânia do Piauí";116
"220177 Boa Hora";99
"220180 Bocaina";48
"220190 Bom Jesus";517
"220191 Bom Princípio do Piauí";85
"220192 Bonfim do Piauí";75
"220194 Boqueirão do Piauí";77
"220196 Brasileira";92
"220198 Brejo do Piauí";46
"220200 Buriti dos Lopes";348
"220202 Buriti dos Montes";65
"220205 Cabeceiras do Piauí";111
"220207 Cajazeiras do Piauí";36
"220208 Cajueiro da Praia";102
"220209 Caldeirão Grande do Piauí";76
"220210 Campinas do Piauí";54
"220211 Campo Alegre do Fidalgo";69
"220213 Campo Grande do Piauí";93
"220217 Campo Largo do Piauí";90
"220220 Campo Maior";589
"220225 Canavieira";51
"220230 Canto do Buriti";254
"220240 Capitão de Campos";173
"220245 Capitão Gervásio Oliveira";52
"220250 Caracol";174
"220253 Caraúbas do Piauí";74
"220255 Caridade do Piauí";59
"220260 Castelo do Piauí";290
"220265 Caxingó";89
"220270 Cocal";422
"220271 Cocal de Telha";55
"220272 Cocal dos Alves";79
"220273 Coivaras";55
"220275 Colônia do Gurguéia";92
"220277 Colônia do Piauí";81
"220280 Conceição do Canindé";69
"220285 Coronel José Dias";50
"220290 Corrente";517
"220300 Cristalândia do Piauí";95
"220310 Cristino Castro";152
"220320 Curimatá";210
"220323 Currais";79
"220327 Curral Novo do Piauí";80
"220325 Curralinhos";66
"220330 Demerval Lobão";260
"220335 Dirceu Arcoverde";100
"220340 Dom Expedito Lopes";79
"220345 Dom Inocêncio";83
"220342 Domingos Mourão";66
"220350 Elesbão Veloso";167
"220360 Eliseu Martins";47
"220370 Esperantina";667
"220375 Fartura do Piauí";89
"220380 Flores do Piauí";55
"220385 Floresta do Piauí";23
"220390 Floriano";968
"220400 Francinópolis";69
"220410 Francisco Ayres";71
"220415 Francisco Macedo";36
"220420 Francisco Santos";94
"220430 Fronteiras";141
"220435 Geminiano";83
"220440 Gilbués";177
"220450 Guadalupe";161
"220455 Guaribas";69
"220460 Hugo Napoleão";42
"220465 Ilha Grande";162
"220470 Inhuma";158
"220480 Ipiranga do Piauí";122
"220490 Isaías Coelho";118
"220500 Itainópolis";128
"220510 Itaueira";127
"220515 Jacobina do Piauí";64
"220520 Jaicós";299
"220525 Jardim do Mulato";46
"220527 Jatobá do Piauí";59
"220530 Jerumenha";64
"220535 João Costa";44
"220540 Joaquim Pires";227
"220545 Joca Marques";82
"220550 José de Freitas";636
"220551 Juazeiro do Piauí";56
"220552 Júlio Borges";91
"220553 Jurema";77
"220555 Lagoa Alegre";120
"220557 Lagoa de São Francisco";78
"220556 Lagoa do Barro do Piauí";83
"220558 Lagoa do Piauí";64
"220559 Lagoa do Sítio";50
"220554 Lagoinha do Piauí";40
"220560 Landri Sales";58
"220570 Luís Correia";467
"220580 Luzilândia";365
"220585 Madeiro";130
"220590 Manoel Emídio";70
"220595 Marcolândia";135
"220600 Marcos Parente";63
"220605 Massapê do Piauí";55
"220610 Matias Olímpio";192
"220620 Miguel Alves";542
"220630 Miguel Leão";20
"220635 Milton Brandão";91
"220640 Monsenhor Gil";128
"220650 Monsenhor Hipólito";103
"220660 Monte Alegre do Piauí";188
"220665 Morro Cabeça no Tempo";64
"220667 Morro do Chapéu do Piauí";103
"220669 Murici dos Portelas";110
"220670 Nazaré do Piauí";107
"220672 Nazária";156
"220675 Nossa Senhora de Nazaré";63
"220680 Nossa Senhora dos Remédios";144
"220795 Nova Santa Rita";46
"220690 Novo Oriente do Piauí";75
"220695 Novo Santo Antônio";37
"220700 Oeiras";495
"220710 Olho D'Água do Piauí";38
"220720 Padre Marcos";103
"220730 Paes Landim";59
"220735 Pajeú do Piauí";31
"220740 Palmeira do Piauí";77
"220750 Palmeirais";203
"220755 Paquetá";55
"220760 Parnaguá";175
"220770 Parnaíba";2531
"220775 Passagem Franca do Piauí";61
"220777 Patos do Piauí";57
"220779 Pau D'Arco do Piauí";41
"220780 Paulistana";377
"220785 Pavussu";50
"220790 Pedro II";565
"220793 Pedro Laurentino";27
"220800 Picos";1143
"220810 Pimenteiras";137
"220820 Pio IX";236
"220830 Piracuruca";443
"220840 Piripiri";931
"220850 Porto";238
"220855 Porto Alegre do Piauí";37
"220860 Prata do Piauí";41
"220865 Queimada Nova";87
"220870 Redenção do Gurguéia";185
"220880 Regeneração";294
"220885 Riacho Frio";51
"220887 Ribeira do Piauí";46
"220890 Ribeiro Gonçalves";114
"220900 Rio Grande do Piauí";74
"220910 Santa Cruz do Piauí";75
"220915 Santa Cruz dos Milagres";36
"220920 Santa Filomena";94
"220930 Santa Luz";97
"220937 Santa Rosa do Piauí";60
"220935 Santana do Piauí";47
"220940 Santo Antônio de Lisboa";77
"220945 Santo Antônio dos Milagres";28
"220950 Santo Inácio do Piauí";39
"220955 São Braz do Piauí";59
"220960 São Félix do Piauí";27
"220965 São Francisco de Assis do Piauí";72
"220970 São Francisco do Piauí";82
"220975 São Gonçalo do Gurguéia";36
"220980 São Gonçalo do Piauí";77
"220985 São João da Canabrava";53
"220987 São João da Fronteira";83
"220990 São João da Serra";62
"220995 São João da Varjota";60
"220997 São João do Arraial";158
"221000 São João do Piauí";375
"221005 São José do Divino";63
"221010 São José do Peixe";29
"221020 São José do Piauí";82
"221030 São Julião";74
"221035 São Lourenço do Piauí";38
"221037 São Luis do Piauí";27
"221038 São Miguel da Baixa Grande";21
"221039 São Miguel do Fidalgo";53
"221040 São Miguel do Tapuio";225
"221050 São Pedro do Piauí";216
"221060 São Raimundo Nonato";669
"221062 Sebastião Barros";59
"221063 Sebastião Leal";40
"221065 Sigefredo Pacheco";104
"221070 Simões";221
"221080 Simplício Mendes";171
"221090 Socorro do Piauí";46
"221093 Sussuapara";85
"221095 Tamboril do Piauí";48
"221097 Tanque do Piauí";32
"221100 Teresina";14075
"221110 União";769
"221120 Uruçuí";431
"221130 Valença do Piauí";304
"221135 Várzea Branca";84
"221140 Várzea Grande";62
"221150 Vera Mendes";47
"221160 Vila Nova do Piauí";40
"221170 Wall Ferraz";38
"220000 Município ignorado - PI";1
"230010 Abaiara";154
"230015 Acarape";199
"230020 Acaraú";1054
"230030 Acopiara";589
"230040 Aiuaba";193
"230050 Alcântaras";141
"230060 Altaneira";107
"230070 Alto Santo";194
"230075 Amontada";759
"230080 Antonina do Norte";109
"230090 Apuiarés";131
"230100 Aquiraz";1206
"230110 Aracati";979
"230120 Aracoiaba";418
"230125 Ararendá";155
"230130 Araripe";363
"230140 Aratuba";172
"230150 Arneiroz";89
"230160 Assaré";291
"230170 Aurora";310
"230180 Baixio";78
"230185 Banabuiú";294
"230190 Barbalha";1203
"230195 Barreira";341
"230200 Barro";241
"230205 Barroquinha";230
"230210 Baturité";547
"230220 Beberibe";657
"230230 Bela Cruz";399
"230240 Boa Viagem";723
"230250 Brejo Santo";852
"230260 Camocim";1003
"230270 Campos Sales";368
"230280 Canindé";1174
"230290 Capistrano";280
"230300 Caridade";243
"230310 Cariré";237
"230320 Caririaçu";419
"230330 Cariús";206
"230340 Carnaubal";237
"230350 Cascavel";1023
"230360 Catarina";148
"230365 Catunda";94
"230370 Caucaia";5475
"230380 Cedro";325
"230390 Chaval";200
"230393 Choró";235
"230395 Chorozinho";313
"230400 Coreaú";331
"230410 Crateús";1071
"230420 Crato";2266
"230423 Croatá";225
"230425 Cruz";481
"230426 Deputado Irapuan Pinheiro";96
"230427 Ererê";22
"230428 Eusébio";1228
"230430 Farias Brito";272
"230435 Forquilha";340
"230440 Fortaleza";35833
"230445 Fortim";189
"230450 Frecheirinha";272
"230460 General Sampaio";120
"230465 Graça";161
"230470 Granja";877
