 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município
Período:2017
"Município";"Nascim_p/resid.mãe"
"230500 Guaraciaba do Norte";680
"230510 Guaramiranga";77
"230520 Hidrolândia";205
"230523 Horizonte";1238
"230526 Ibaretama";193
"230530 Ibiapina";346
"230533 Ibicuitinga";156
"230535 Icapuí";269
"230540 Icó";904
"230550 Iguatu";1288
"230560 Independência";296
"230565 Ipaporanga";151
"230570 Ipaumirim";158
"230580 Ipu";585
"230590 Ipueiras";485
"230600 Iracema";155
"230610 Irauçuba";288
"230620 Itaiçaba";87
"230625 Itaitinga";611
"230630 Itapagé";722
"230640 Itapipoca";2018
"230650 Itapiúna";226
"230655 Itarema";724
"230660 Itatira";304
"230670 Jaguaretama";186
"230680 Jaguaribara";137
"230690 Jaguaribe";487
"230700 Jaguaruana";406
"230710 Jardim";440
"230720 Jati";131
"230725 Jijoca de Jericoacoara";355
"230730 Juazeiro do Norte";4122
"230740 Jucás";341
"230750 Lavras da Mangabeira";335
"230760 Limoeiro do Norte";793
"230763 Madalena";238
"230765 Maracanaú";4420
"230770 Maranguape";1527
"230780 Marco";490
"230790 Martinópole";151
"230800 Massapê";532
"230810 Mauriti";719
"230820 Meruoca";212
"230830 Milagres";350
"230835 Milhã";153
"230837 Miraíma";173
"230840 Missão Velha";584
"230850 Mombaça";490
"230860 Monsenhor Tabosa";224
"230870 Morada Nova";755
"230880 Moraújo";109
"230890 Morrinhos";315
"230900 Mucambo";173
"230910 Mulungu";131
"230920 Nova Olinda";273
"230930 Nova Russas";367
"230940 Novo Oriente";364
"230945 Ocara";286
"230950 Orós";266
"230960 Pacajus";911
"230970 Pacatuba";1004
"230980 Pacoti";154
"230990 Pacujá";83
"231000 Palhano";98
"231010 Palmácia";117
"231020 Paracuru";648
"231025 Paraipaba";417
"231030 Parambu";471
"231040 Paramoti";115
"231050 Pedra Branca";534
"231060 Penaforte";166
"231070 Pentecoste";503
"231080 Pereiro";186
"231085 Pindoretama";316
"231090 Piquet Carneiro";144
"231095 Pires Ferreira";112
"231100 Poranga";184
"231110 Porteiras";270
"231120 Potengi";127
"231123 Potiretama";80
"231126 Quiterianópolis";242
"231130 Quixadá";1307
"231135 Quixelô";180
"231140 Quixeramobim";1063
"231150 Quixeré";271
"231160 Redenção";413
"231170 Reriutaba";235
"231180 Russas";983
"231190 Saboeiro";181
"231195 Salitre";271
"231220 Santa Quitéria";491
"231200 Santana do Acaraú";415
"231210 Santana do Cariri";194
"231230 São Benedito";769
"231240 São Gonçalo do Amarante";946
"231250 São João do Jaguaribe";83
"231260 São Luís do Curu";158
"231270 Senador Pompeu";319
"231280 Senador Sá";89
"231290 Sobral";3305
"231300 Solonópole";208
"231310 Tabuleiro do Norte";355
"231320 Tamboril";286
"231325 Tarrafas";111
"231330 Tauá";733
"231335 Tejuçuoca";226
"231340 Tianguá";1465
"231350 Trairi";833
"231355 Tururu";267
"231360 Ubajara";459
"231370 Umari";88
"231375 Umirim";274
"231380 Uruburetama";343
"231390 Uruoca";159
"231395 Varjota";254
"231400 Várzea Alegre";468
"231410 Viçosa do Ceará";930
"240010 Acari";105
"240020 Açu";743
"240030 Afonso Bezerra";111
"240040 Água Nova";38
"240050 Alexandria";170
"240060 Almino Afonso";50
"240070 Alto do Rodrigues";179
"240080 Angicos";117
"240090 Antônio Martins";74
"240100 Apodi";369
"240110 Areia Branca";373
"240120 Arês";185
"240130 Augusto Severo";103
"240140 Baía Formosa";127
"240145 Baraúna";397
"240150 Barcelona";51
"240160 Bento Fernandes";66
"240165 Bodó";32
"240170 Bom Jesus";124
"240180 Brejinho";164
"240185 Caiçara do Norte";75
"240190 Caiçara do Rio do Vento";48
"240200 Caicó";686
"240210 Campo Redondo";135
"240220 Canguaretama";539
"240230 Caraúbas";244
"240240 Carnaúba dos Dantas";88
"240250 Carnaubais";114
"240260 Ceará-Mirim";1131
"240270 Cerro Corá";124
"240280 Coronel Ezequiel";71
"240290 Coronel João Pessoa";52
"240300 Cruzeta";94
"240310 Currais Novos";506
"240320 Doutor Severiano";102
"240330 Encanto";97
"240340 Equador";51
"240350 Espírito Santo";98
"240360 Extremoz";569
"240370 Felipe Guerra";66
"240375 Fernando Pedroza";40
"240380 Florânia";108
"240390 Francisco Dantas";45
"240400 Frutuoso Gomes";53
"240410 Galinhos";34
"240420 Goianinha";495
"240430 Governador Dix-Sept Rosado";137
"240440 Grossos";125
"240450 Guamaré";283
"240460 Ielmo Marinho";132
"240470 Ipanguaçu";230
"240480 Ipueira";25
"240485 Itajá";99
"240490 Itaú";70
"240500 Jaçanã";90
"240510 Jandaíra";88
"240520 Janduís";55
"240530 Januário Cicco";144
"240540 Japi";86
"240550 Jardim de Angicos";35
"240560 Jardim de Piranhas";144
"240570 Jardim do Seridó";100
"240580 João Câmara";506
"240590 João Dias";35
"240600 José da Penha";64
"240610 Jucurutu";215
"240615 Jundiá";21
"240620 Lagoa d'Anta";88
"240630 Lagoa de Pedras";94
"240640 Lagoa de Velhos";35
"240650 Lagoa Nova";216
"240660 Lagoa Salgada";131
"240670 Lajes";109
"240680 Lajes Pintadas";83
"240690 Lucrécia";27
"240700 Luís Gomes";164
"240710 Macaíba";1052
"240720 Macau";335
"240725 Major Sales";44
"240730 Marcelino Vieira";102
"240740 Martins";89
"240750 Maxaranguape";128
"240760 Messias Targino";62
"240770 Montanhas";174
"240780 Monte Alegre";281
"240790 Monte das Gameleiras";42
"240800 Mossoró";3941
"240810 Natal";11493
"240820 Nísia Floresta";399
"240830 Nova Cruz";497
"240840 Olho-d'Água do Borges";36
"240850 Ouro Branco";61
"240860 Paraná";60
"240870 Paraú";43
"240880 Parazinho";83
"240890 Parelhas";279
"240325 Parnamirim";3898
"240910 Passa e Fica";155
"240920 Passagem";46
"240930 Patu";140
"240940 Pau dos Ferros";413
"240950 Pedra Grande";52
"240960 Pedra Preta";31
"240970 Pedro Avelino";73
"240980 Pedro Velho";183
"240990 Pendências";149
"241000 Pilões";39
"241010 Poço Branco";165
"241020 Portalegre";100
"241025 Porto do Mangue";90
"241040 Pureza";136
"241050 Rafael Fernandes";61
"241060 Rafael Godeiro";30
"241070 Riacho da Cruz";29
"241080 Riacho de Santana";55
"241090 Riachuelo";94
"240895 Rio do Fogo";177
"241100 Rodolfo Fernandes";66
"241110 Ruy Barbosa";39
"241120 Santa Cruz";563
"240933 Santa Maria";68
"241140 Santana do Matos";108
"241142 Santana do Seridó";29
"241150 Santo Antônio";272
"241160 São Bento do Norte";44
"241170 São Bento do Trairí";61
"241180 São Fernando";37
"241190 São Francisco do Oeste";56
"241200 São Gonçalo do Amarante";1693
"241210 São João do Sabugi";67
"241220 São José de Mipibu";721
"241230 São José do Campestre";147
"241240 São José do Seridó";59
"241250 São Miguel";432
"241255 São Miguel do Gostoso";55
"241260 São Paulo do Potengi";203
"241270 São Pedro";77
"241280 São Rafael";70
"241290 São Tomé";117
"241300 São Vicente";63
"241310 Senador Elói de Souza";81
"241320 Senador Georgino Avelino";67
"241030 Serra Caiada";160
"241330 Serra de São Bento";87
"241335 Serra do Mel";166
"241340 Serra Negra do Norte";82
"241350 Serrinha";86
"241355 Serrinha dos Pintos";44
"241360 Severiano Melo";87
"241370 Sítio Novo";51
"241380 Taboleiro Grande";37
"241390 Taipu";132
"241400 Tangará";209
"241410 Tenente Ananias";132
"241415 Tenente Laurentino Cruz";104
"241105 Tibau";71
"241420 Tibau do Sul";234
"241430 Timbaúba dos Batistas";23
"241440 Touros";479
"241445 Triunfo Potiguar";53
"241450 Umarizal";108
"241460 Upanema";144
"241470 Várzea";57
"241475 Venha-Ver";44
"241480 Vera Cruz";169
"241490 Viçosa";15
"241500 Vila Flor";62
"250010 Água Branca";108
"250020 Aguiar";59
"250030 Alagoa Grande";357
"250040 Alagoa Nova";331
"250050 Alagoinha";236
"250053 Alcantil";139
"250057 Algodão de Jandaíra";51
"250060 Alhandra";430
"250073 Amparo";34
"250077 Aparecida";72
"250080 Araçagi";202
"250090 Arara";107
"250100 Araruna";213
"250110 Areia";358
"250115 Areia de Baraúnas";37
"250120 Areial";106
"250130 Aroeiras";317
"250135 Assunção";65
"250140 Baía da Traição";171
"250150 Bananeiras";287
"250153 Baraúna";64
"250160 Barra de Santa Rosa";139
"250157 Barra de Santana";100
"250170 Barra de São Miguel";83
"250180 Bayeux";1359
"250190 Belém";192
"250200 Belém do Brejo do Cruz";70
"250205 Bernardino Batista";48
"250210 Boa Ventura";91
"250215 Boa Vista";100
"250220 Bom Jesus";40
"250230 Bom Sucesso";46
"250240 Bonito de Santa Fé";130
"250250 Boqueirão";247
"250270 Borborema";72
"250280 Brejo do Cruz";152
"250290 Brejo dos Santos";77
"250300 Caaporã";398
"250310 Cabaceiras";59
"250320 Cabedelo";925
"250330 Cachoeira dos Índios";153
"250340 Cacimba de Areia";43
"250350 Cacimba de Dentro";223
"250355 Cacimbas";164
"250360 Caiçara";77
"250370 Cajazeiras";851
"250375 Cajazeirinhas";51
"250380 Caldas Brandão";78
"250390 Camalaú";86
"250400 Campina Grande";6272
"250403 Capim";111
"250407 Caraúbas";51
"250410 Carrapateira";32
"250415 Casserengue";103
"250420 Catingueira";57
"250430 Catolé do Rocha";387
"250435 Caturité";67
"250440 Conceição";222
"250450 Condado";85
"250460 Conde";447
"250470 Congo";83
"250480 Coremas";210
"250485 Coxixola";23
"250490 Cruz do Espírito Santo";323
"250500 Cubati";92
"250510 Cuité";263
"250523 Cuité de Mamanguape";103
"250520 Cuitegi";112
"250527 Curral de Cima";71
"250530 Curral Velho";30
"250535 Damião";72
"250540 Desterro";110
"250560 Diamante";96
"250570 Dona Inês";146
"250580 Duas Estradas";47
"250590 Emas";35
"250600 Esperança";478
"250610 Fagundes";181
"250620 Frei Martinho";23
"250625 Gado Bravo";107
"250630 Guarabira";849
"250640 Gurinhém";181
"250650 Gurjão";43
"250660 Ibiara";67
"250260 Igaracy";53
"250670 Imaculada";133
"250680 Ingá";276
"250690 Itabaiana";368
"250700 Itaporanga";353
"250710 Itapororoca";262
"250720 Itatuba";140
"250730 Jacaraú";257
"250740 Jericó";104
"250750 João Pessoa";12149
"251365 Joca Claudino";26
"250760 Juarez Távora";108
"250770 Juazeirinho";308
"250780 Junco do Seridó";95
"250790 Juripiranga";215
"250800 Juru";110
"250810 Lagoa";48
"250820 Lagoa de Dentro";132
"250830 Lagoa Seca";407
"250840 Lastro";55
"250850 Livramento";104
"250855 Logradouro";59
"250860 Lucena";229
"250870 Mãe d'Água";43
"250880 Malta";69
"250890 Mamanguape";795
"250900 Manaíra";121
"250905 Marcação";172
"250910 Mari";281
"250915 Marizópolis";89
"250920 Massaranduba";170
"250930 Mataraca";168
"250933 Matinhas";86
"250937 Mato Grosso";24
"250939 Maturéia";104
"250940 Mogeiro";185
"250950 Montadas";98
"250960 Monte Horebe";49
"250970 Monteiro";492
"250980 Mulungu";126
"250990 Natuba";89
"251000 Nazarezinho";66
"251010 Nova Floresta";170
"251020 Nova Olinda";75
"251030 Nova Palmeira";42
"251040 Olho d'Água";123
"251050 Olivedos";41
"251060 Ouro Velho";42
"251065 Parari";22
"251070 Passagem";40
"251080 Patos";1504
"251090 Paulista";155
"251100 Pedra Branca";57
"251110 Pedra Lavrada";80
"251120 Pedras de Fogo";542
"251272 Pedro Régis";48
"251130 Piancó";177
"251140 Picuí";254
"251150 Pilar";192
"251160 Pilões";125
"251170 Pilõezinhos";95
"251180 Pirpirituba";130
"251190 Pitimbu";282
"251200 Pocinhos";251
"251203 Poço Dantas";57
"251207 Poço de José de Moura";49
"251210 Pombal";438
"251220 Prata";53
"251230 Princesa Isabel";252
"251240 Puxinanã";210
"251250 Queimadas";672
"251260 Quixabá";27
"251270 Remígio";281
"251274 Riachão";47
"251275 Riachão do Bacamarte";68
"251276 Riachão do Poço";68
"251278 Riacho de Santo Antônio";41
"251280 Riacho dos Cavalos";110
"251290 Rio Tinto";351
"251300 Salgadinho";37
"251310 Salgado de São Félix";130
"251315 Santa Cecília";96
"251320 Santa Cruz";63
"251330 Santa Helena";71
"251335 Santa Inês";43
"251340 Santa Luzia";195
"251370 Santa Rita";2515
"251380 Santa Teresinha";55
"251350 Santana de Mangueira";61
"251360 Santana dos Garrotes";78
"251385 Santo André";31
"251392 São Bentinho";49
"251390 São Bento";414
"251396 São Domingos";26
"251394 São Domingos do Cariri";29
"251398 São Francisco";42
"251400 São João do Cariri";53
"250070 São João do Rio do Peixe";187
"251410 São João do Tigre";46
"251420 São José da Lagoa Tapada";91
"251430 São José de Caiana";82
"251440 São José de Espinharas";50
"251450 São José de Piranhas";262
"251455 São José de Princesa";28
"251460 São José do Bonfim";52
"251465 São José do Brejo do Cruz";24
"251470 São José do Sabugi";46
"251480 São José dos Cordeiros";43
"251445 São José dos Ramos";78
"251490 São Mamede";94
"251500 São Miguel de Taipu";98
"251510 São Sebastião de Lagoa de Roça";123
"251520 São Sebastião do Umbuzeiro";54
"251540 São Vicente do Seridó";144
"251530 Sapé";570
"251550 Serra Branca";158
"251560 Serra da Raiz";35
"251570 Serra Grande";47
"251580 Serra Redonda";75
"251590 Serraria";68
"251593 Sertãozinho";69
"251597 Sobrado";144
"251600 Solânea";390
"251610 Soledade";189
"251615 Sossêgo";47
"251620 Sousa";924
"251630 Sumé";226
"251640 Tacima";93
"251650 Taperoá";215
"251660 Tavares";188
"251670 Teixeira";229
"251675 Tenório";37
"251680 Triunfo";116
"251690 Uiraúna";172
"251700 Umbuzeiro";97
"251710 Várzea";25
"251720 Vieirópolis";52
"250550 Vista Serrana";37
"251740 Zabelê";34
"260005 Abreu e Lima";1519
"260010 Afogados da Ingazeira";522
"260020 Afrânio";260
"260030 Agrestina";338
"260040 Água Preta";486
"260050 Águas Belas";719
"260060 Alagoinha";185
"260070 Aliança";525
"260080 Altinho";278
"260090 Amaraji";304
"260100 Angelim";129
"260105 Araçoiaba";303
"260110 Araripina";1501
"260120 Arcoverde";1158
"260130 Barra de Guabiraba";174
"260140 Barreiros";702
"260150 Belém de Maria";124
"260160 Belém do São Francisco";310
"260170 Belo Jardim";1158
"260180 Betânia";185
"260190 Bezerros";765
"260200 Bodocó";486
"260210 Bom Conselho";563
"260220 Bom Jardim";482
"260230 Bonito";627
"260240 Brejão";176
"260250 Brejinho";83
"260260 Brejo da Madre de Deus";676
"260270 Buenos Aires";174
"260280 Buíque";858
"260290 Cabo de Santo Agostinho";3091
"260300 Cabrobó";531
"260310 Cachoeirinha";270
"260320 Caetés";446
"260330 Calçado";136
"260340 Calumbi";107
"260345 Camaragibe";2237
"260350 Camocim de São Félix";226
"260360 Camutanga";113
"260370 Canhotinho";360
"260380 Capoeiras";234
"260390 Carnaíba";269
"260392 Carnaubeira da Penha";267
"260400 Carpina";1081
"260410 Caruaru";5678
"260415 Casinhas";167
"260420 Catende";566
"260430 Cedro";141
"260440 Chã de Alegria";225
"260450 Chã Grande";300
"260460 Condado";340
"260470 Correntes";245
"260480 Cortês";193
"260490 Cumaru";153
"260500 Cupira";383
"260510 Custódia";517
"260515 Dormentes";247
"260520 Escada";981
"260530 Exu";467
"260540 Feira Nova";335
"260545 Fernando de Noronha";23
"260550 Ferreiros";147
"260560 Flores";262
"260570 Floresta";456
"260580 Frei Miguelinho";140
"260590 Gameleira";357
"260600 Garanhuns";2248
"260610 Glória do Goitá";444
"260620 Goiana";1183
"260630 Granito";95
"260640 Gravatá";1046
"260650 Iati";278
"260660 Ibimirim";484
"260670 Ibirajuba";96
"260680 Igarassu";1544
"260690 Iguaracy";150
"260760 Ilha de Itamaracá";331
"260700 Inajá";331
"260710 Ingazeira";54
"260720 Ipojuca";1743
"260730 Ipubi";490
"260740 Itacuruba";77
"260750 Itaíba";340
"260765 Itambé";409
"260770 Itapetim";167
"260775 Itapissuma";324
"260780 Itaquitinga";242
"260790 Jaboatão dos Guararapes";9591
"260795 Jaqueira";193
"260800 Jataúba";242
"260805 Jatobá";223
"260810 João Alfredo";353
"260820 Joaquim Nabuco";281
"260825 Jucati";174
"260830 Jupi";279
"260840 Jurema";217
"260850 Lagoa de Itaenga";347
"260845 Lagoa do Carro";233
"260860 Lagoa do Ouro";193
"260870 Lagoa dos Gatos";191
"260875 Lagoa Grande";370
"260880 Lajedo";638
"260890 Limoeiro";781
"260900 Macaparana";382
"260910 Machados";212
"260915 Manari";248
"260920 Maraial";240
"260930 Mirandiba";246
"261430 Moreilândia";147
"260940 Moreno";758
"260950 Nazaré da Mata";434
"260960 Olinda";5671
"260970 Orobó";263
"260980 Orocó";282
"260990 Ouricuri";1086
"261000 Palmares";1130
"261010 Palmeirina";119
"261020 Panelas";360
"261030 Paranatama";215
"261040 Parnamirim";266
"261050 Passira";386
"261060 Paudalho";812
"261070 Paulista";4123
"261080 Pedra";350
"261090 Pesqueira";977
"261100 Petrolândia";642
"261110 Petrolina";6210
"261120 Poção";137
"261130 Pombos";392
"261140 Primavera";147
"261150 Quipapá";284
"261153 Quixaba";87
"261160 Recife";22817
"261170 Riacho das Almas";314
"261180 Ribeirão";443
"261190 Rio Formoso";336
"261200 Sairé";115
"261210 Salgadinho";67
"261220 Salgueiro";987
"261230 Saloá";220
"261240 Sanharó";285
"261245 Santa Cruz";240
"261247 Santa Cruz da Baixa Verde";189
"261250 Santa Cruz do Capibaribe";1364
"261255 Santa Filomena";167
"261260 Santa Maria da Boa Vista";685
"261270 Santa Maria do Cambucá";204
"261280 Santa Terezinha";164
"261290 São Benedito do Sul";174
"261300 São Bento do Una";710
"261310 São Caitano";548
"261320 São João";308
"261330 São Joaquim do Monte";307
"261340 São José da Coroa Grande";336
"261350 São José do Belmonte";443
"261360 São José do Egito";459
"261370 São Lourenço da Mata";1600
"261380 São Vicente Ferrer";266
"261390 Serra Talhada";1415
"261400 Serrita";279
"261410 Sertânia";399
"261420 Sirinhaém";573
"261440 Solidão";88
"261450 Surubim";844
"261460 Tabira";398
"261470 Tacaimbó";149
"261480 Tacaratu";312
"261485 Tamandaré";399
"261500 Taquaritinga do Norte";365
"261510 Terezinha";103
"261520 Terra Nova";109
"261530 Timbaúba";760
"261540 Toritama";606
"261550 Tracunhaém";178
"261560 Trindade";592
"261570 Triunfo";203
"261580 Tupanatinga";330
"261590 Tuparetama";119
"261600 Venturosa";229
"261610 Verdejante";103
"261618 Vertente do Lério";109
"261620 Vertentes";348
"261630 Vicência";383
"261640 Vitória de Santo Antão";2075
"261650 Xexéu";241
"260000 Município ignorado - PE";26
"270010 Água Branca";338
"270020 Anadia";205
"270030 Arapiraca";3950
"270040 Atalaia";705
"270050 Barra de Santo Antônio";309
"270060 Barra de São Miguel";141
"270070 Batalha";282
"270080 Belém";77
"270090 Belo Monte";96
"270100 Boca da Mata";320
"270110 Branquinha";185
"270120 Cacimbinhas";171
"270130 Cajueiro";307
"270135 Campestre";94
"270140 Campo Alegre";526
"270150 Campo Grande";135
"270160 Canapi";271
"270170 Capela";212
"270180 Carneiros";155
"270190 Chã Preta";110
"270200 Coité do Nóia";141
"270210 Colônia Leopoldina";243
"270220 Coqueiro Seco";87
"270230 Coruripe";856
"270235 Craíbas";377
"270240 Delmiro Gouveia";822
"270250 Dois Riachos";136
"270255 Estrela de Alagoas";209
"270260 Feira Grande";331
"270270 Feliz Deserto";75
"270280 Flexeiras";193
"270290 Girau do Ponciano";538
"270300 Ibateguara";249
"270310 Igaci";336
"270320 Igreja Nova";385
"270330 Inhapi";290
"270340 Jacaré dos Homens";105
"270350 Jacuípe";49
"270360 Japaratinga";147
"270370 Jaramataia";92
"270375 Jequiá da Praia";134
"270380 Joaquim Gomes";373
"270390 Jundiá";50
"270400 Junqueiro";321
"270410 Lagoa da Canoa";298
"270420 Limoeiro de Anadia";356
"270430 Maceió";14533
"270440 Major Isidoro";260
"270490 Mar Vermelho";36
"270450 Maragogi";556
"270460 Maravilha";164
"270470 Marechal Deodoro";906
"270480 Maribondo";184
"270500 Mata Grande";349
"270510 Matriz de Camaragibe";393
"270520 Messias";280
"270530 Minador do Negrão";72
"270540 Monteirópolis";112
"270550 Murici";496
"270560 Novo Lino";167
"270570 Olho d'Água das Flores";363
"270580 Olho d'Água do Casado";137
"270590 Olho d'Água Grande";74
"270600 Olivença";180
"270610 Ouro Branco";186
"270620 Palestina";83
"270630 Palmeira dos Índios";1335
"270640 Pão de Açúcar";383
"270642 Pariconha";154
"270644 Paripueira";233
"270650 Passo de Camaragibe";229
"270660 Paulo Jacinto";96
"270670 Penedo";983
"270680 Piaçabuçu";304
"270690 Pilar";563
"270700 Pindoba";30
"270710 Piranhas";461
"270720 Poço das Trincheiras";207
"270730 Porto Calvo";446
"270740 Porto de Pedras";127
"270750 Porto Real do Colégio";266
"270760 Quebrangulo";186
"270770 Rio Largo";1423
"270780 Roteiro";135
"270790 Santa Luzia do Norte";121
"270800 Santana do Ipanema";796
"270810 Santana do Mundaú";180
"270820 São Brás";104
"270830 São José da Laje";396
"270840 São José da Tapera";545
"270850 São Luís do Quitunde";585
"270860 São Miguel dos Campos";873
"270870 São Miguel dos Milagres";132
"270880 São Sebastião";474
"270890 Satuba";319
"270895 Senador Rui Palmeira";200
"270900 Tanque d'Arca";77
"270910 Taquarana";287
"270915 Teotônio Vilela";610
"270920 Traipu";313
"270930 União dos Palmares";1064
"270940 Viçosa";418
"280010 Amparo de São Francisco";39
"280020 Aquidabã";286
"280030 Aracaju";9068
"280040 Arauá";154
"280050 Areia Branca";268
"280060 Barra dos Coqueiros";510
"280067 Boquim";300
"280070 Brejo Grande";132
"280100 Campo do Brito";253
"280110 Canhoba";65
"280120 Canindé de São Francisco";593
"280130 Capela";547
"280140 Carira";301
"280150 Carmópolis";299
"280160 Cedro de São João";78
"280170 Cristinápolis";303
"280190 Cumbe";57
"280200 Divina Pastora";72
"280210 Estância";1105
"280220 Feira Nova";94
"280230 Frei Paulo";240
"280240 Gararu";152
"280250 General Maynard";50
"280260 Gracho Cardoso";80
"280270 Ilha das Flores";140
"280280 Indiaroba";282
"280290 Itabaiana";1364
"280300 Itabaianinha";612
"280310 Itabi";61
"280320 Itaporanga d'Ajuda";577
"280330 Japaratuba";258
"280340 Japoatã";203
"280350 Lagarto";1531
"280360 Laranjeiras";453
"280370 Macambira";72
"280380 Malhada dos Bois";57
"280390 Malhador";176
"280400 Maruim";279
"280410 Moita Bonita";105
"280420 Monte Alegre de Sergipe";236
"280430 Muribeca";105
"280440 Neópolis";241
"280445 Nossa Senhora Aparecida";104
"280450 Nossa Senhora da Glória";597
"280460 Nossa Senhora das Dores";344
"280470 Nossa Senhora de Lourdes";99
"280480 Nossa Senhora do Socorro";3235
"280490 Pacatuba";235
"280500 Pedra Mole";44
"280510 Pedrinhas";124
"280520 Pinhão";76
"280530 Pirambu";166
"280540 Poço Redondo";546
"280550 Poço Verde";289
"280560 Porto da Folha";387
"280570 Propriá";504
"280580 Riachão do Dantas";248
"280590 Riachuelo";165
"280600 Ribeirópolis";191
"280610 Rosário do Catete";183
"280620 Salgado";288
"280630 Santa Luzia do Itanhy";235
"280650 Santa Rosa de Lima";72
"280640 Santana do São Francisco";121
"280660 Santo Amaro das Brotas";168
"280670 São Cristóvão";1323
"280680 São Domingos";154
"280690 São Francisco";56
"280700 São Miguel do Aleixo";51
"280710 Simão Dias";596
"280720 Siriri";114
"280730 Telha";54
"280740 Tobias Barreto";698
"280750 Tomar do Geru";192
"280760 Umbaúba";410
"290010 Abaíra";44
"290020 Abaré";264
"290030 Acajutiba";188
"290035 Adustina";175
"290040 Água Fria";170
"290060 Aiquara";68
"290070 Alagoinhas";2391
"290080 Alcobaça";293
"290090 Almadina";76
"290100 Amargosa";462
"290110 Amélia Rodrigues";222
"290115 América Dourada";233
"290120 Anagé";213
"290130 Andaraí";176
"290135 Andorinha";192
"290140 Angical";172
"290150 Anguera";82
"290160 Antas";140
"290170 Antônio Cardoso";137
"290180 Antônio Gonçalves";165
"290190 Aporá";190
"290195 Apuarema";84
"290205 Araças";152
"290200 Aracatu";162
"290210 Araci";750
"290220 Aramari";119
"290225 Arataca";118
"290230 Aratuípe";135
"290240 Aurelino Leal";207
"290250 Baianópolis";166
"290260 Baixa Grande";223
"290265 Banzaê";197
"290270 Barra";963
"290280 Barra da Estiva";414
"290290 Barra do Choça";541
"290300 Barra do Mendes";205
"290310 Barra do Rocha";60
"290320 Barreiras";2804
"290323 Barro Alto";175
"290330 Barro Preto";101
"290327 Barrocas";217
"290340 Belmonte";343
"290350 Belo Campo";227
"290360 Biritinga";185
"290370 Boa Nova";193
"290380 Boa Vista do Tupim";238
"290390 Bom Jesus da Lapa";1157
"290395 Bom Jesus da Serra";133
"290400 Boninal";178
"290405 Bonito";262
"290410 Boquira";254
"290420 Botuporã";122
"290430 Brejões";171
"290440 Brejolândia";84
"290450 Brotas de Macaúbas";136
"290460 Brumado";868
"290470 Buerarema";229
"290475 Buritirama";319
"290480 Caatiba";72
"290485 Cabaceiras do Paraguaçu";250
"290490 Cachoeira";396
"290500 Caculé";268
"290510 Caém";161
"290515 Caetanos";113
"290520 Caetité";692
"290530 Cafarnaum";282
"290540 Cairu";288
"290550 Caldeirão Grande";206
"290560 Camacan";372
"290570 Camaçari";4379
"290580 Camamu";706
"290590 Campo Alegre de Lourdes";482
"290600 Campo Formoso";1082
"290610 Canápolis";150
"290620 Canarana";374
"290630 Canavieiras";483
"290640 Candeal";110
"290650 Candeias";1006
"290660 Candiba";163
"290670 Cândido Sales";341
"290680 Cansanção";502
"290682 Canudos";232
"290685 Capela do Alto Alegre";107
"290687 Capim Grosso";513
"290689 Caraíbas";103
"290690 Caravelas";260
"290700 Cardeal da Silva";129
"290710 Carinhanha";422
"290720 Casa Nova";1087
"290730 Castro Alves";354
"290740 Catolândia";59
"290750 Catu";563
"290755 Caturama";79
"290760 Central";240
"290770 Chorrochó";181
"290780 Cícero Dantas";358
"290790 Cipó";297
"290800 Coaraci";266
"290810 Cocos";274
"290820 Conceição da Feira";223
"290830 Conceição do Almeida";153
"290840 Conceição do Coité";1074
"290850 Conceição do Jacuípe";363
"290860 Conde";362
"290870 Condeúba";179
"290880 Contendas do Sincorá";34
"290890 Coração de Maria";268
"290900 Cordeiros";80
"290910 Coribe";168
"290920 Coronel João Sá";192
"290930 Correntina";422
"290940 Cotegipe";155
"290950 Cravolândia";76
"290960 Crisópolis";265
"290970 Cristópolis";170
"290980 Cruz das Almas";843
"290990 Curaçá";567
"291000 Dário Meira";169
"291005 Dias d'Ávila";1179
"291010 Dom Basílio";166
"291020 Dom Macedo Costa";58
"291030 Elísio Medrado";79
"291040 Encruzilhada";252
"291050 Entre Rios";550
"290050 Érico Cardoso";108
"291060 Esplanada";480
"291070 Euclides da Cunha";786
"291072 Eunápolis";1819
"291075 Fátima";191
"291077 Feira da Mata";36
"291080 Feira de Santana";10294
"291085 Filadélfia";257
"291090 Firmino Alves";44
"291100 Floresta Azul";108
"291110 Formosa do Rio Preto";395
"291120 Gandu";455
"291125 Gavião";50
"291130 Gentio do Ouro";122
"291140 Glória";244
"291150 Gongogi";102
"291160 Governador Mangabeira";241
"291165 Guajeru";85
"291170 Guanambi";1189
"291180 Guaratinga";268
"291185 Heliópolis";136
"291190 Iaçu";417
"291200 Ibiassucê";103
"291210 Ibicaraí";283
"291220 Ibicoara";346
"291230 Ibicuí";152
"291240 Ibipeba";193
"291250 Ibipitanga";147
"291260 Ibiquera";45
"291270 Ibirapitanga";362
"291280 Ibirapuã";123
"291290 Ibirataia";317
"291300 Ibitiara";167
"291310 Ibititá";211
"291320 Ibotirama";409
"291330 Ichu";31
"291340 Igaporã";171
"291345 Igrapiúna";184
"291350 Iguaí";372
"291360 Ilhéus";2560
"291370 Inhambupe";447
"291380 Ipecaetá";148
"291390 Ipiaú";666
"291400 Ipirá";827
"291410 Ipupiara";107
