 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município
Período:2008
"Município";"Nascim_p/resid.mãe"
"130063 Beruri";359
"130068 Boa Vista do Ramos";389
"130070 Boca do Acre";675
"130080 Borba";668
"130083 Caapiranga";211
"130090 Canutama";220
"130100 Carauari";610
"130110 Careiro";339
"130115 Careiro da Várzea";228
"130120 Coari";1880
"130130 Codajás";460
"130140 Eirunepé";826
"130150 Envira";351
"130160 Fonte Boa";571
"130165 Guajará";434
"130170 Humaitá";853
"130180 Ipixuna";508
"130185 Iranduba";813
"130190 Itacoatiara";2103
"130195 Itamarati";180
"130200 Itapiranga";197
"130210 Japurá";125
"130220 Juruá";155
"130230 Jutaí";384
"130240 Lábrea";743
"130250 Manacapuru";2190
"130255 Manaquiri";218
"130260 Manaus";38322
"130270 Manicoré";901
"130280 Maraã";295
"130290 Maués";1373
"130300 Nhamundá";302
"130310 Nova Olinda do Norte";665
"130320 Novo Airão";297
"130330 Novo Aripuanã";389
"130340 Parintins";2110
"130350 Pauini";316
"130353 Presidente Figueiredo";487
"130356 Rio Preto da Eva";354
"130360 Santa Isabel do Rio Negro";287
"130370 Santo Antônio do Içá";595
"130380 São Gabriel da Cachoeira";1278
"130390 São Paulo de Olivença";799
"130395 São Sebastião do Uatumã";173
"130400 Silves";195
"130406 Tabatinga";1400
"130410 Tapauá";420
"130420 Tefé";1628
"130423 Tonantins";378
"130426 Uarini";337
"130430 Urucará";308
"130440 Urucurituba";330
"130000 Município ignorado - AM";2
"140005 Alto Alegre";510
"140002 Amajari";288
"140010 Boa Vista";6134
"140015 Bonfim";298
"140017 Cantá";280
"140020 Caracaraí";399
"140023 Caroebe";164
"140028 Iracema";150
"140030 Mucajaí";321
"140040 Normandia";318
"140045 Pacaraima";266
"140047 Rorainópolis";340
"140050 São João da Baliza";135
"140060 São Luiz";97
"140070 Uiramutã";403
"150010 Abaetetuba";2887
"150013 Abel Figueiredo";138
"150020 Acará";987
"150030 Afuá";803
"150034 Água Azul do Norte";218
"150040 Alenquer";1340
"150050 Almeirim";763
"150060 Altamira";2060
"150070 Anajás";677
"150080 Ananindeua";9808
"150085 Anapu";463
"150090 Augusto Corrêa";1238
"150095 Aurora do Pará";478
"150100 Aveiro";328
"150110 Bagre";497
"150120 Baião";601
"150125 Bannach";72
"150130 Barcarena";2288
"150140 Belém";24050
"150145 Belterra";282
"150150 Benevides";963
"150157 Bom Jesus do Tocantins";244
"150160 Bonito";179
"150170 Bragança";2582
"150172 Brasil Novo";330
"150175 Brejo Grande do Araguaia";127
"150178 Breu Branco";1029
"150180 Breves";2207
"150190 Bujaru";604
"150200 Cachoeira do Arari";244
"150195 Cachoeira do Piriá";348
"150210 Cametá";2924
"150215 Canaã dos Carajás";634
"150220 Capanema";1211
"150230 Capitão Poço";867
"150240 Castanhal";3560
"150250 Chaves";262
"150260 Colares";202
"150270 Conceição do Araguaia";937
"150275 Concórdia do Pará";471
"150276 Cumaru do Norte";113
"150277 Curionópolis";344
"150280 Curralinho";463
"150285 Curuá";262
"150290 Curuçá";559
"150293 Dom Eliseu";1003
"150295 Eldorado do Carajás";729
"150300 Faro";133
"150304 Floresta do Araguaia";257
"150307 Garrafão do Norte";505
"150309 Goianésia do Pará";837
"150310 Gurupá";720
"150320 Igarapé-Açu";594
"150330 Igarapé-Miri";1263
"150340 Inhangapi";185
"150345 Ipixuna do Pará";516
"150350 Irituia";475
"150360 Itaituba";2229
"150370 Itupiranga";1116
"150375 Jacareacanga";449
"150380 Jacundá";1195
"150390 Juruti";963
"150400 Limoeiro do Ajuru";513
"150405 Mãe do Rio";712
"150410 Magalhães Barata";134
"150420 Marabá";5130
"150430 Maracanã";482
"150440 Marapanim";409
"150442 Marituba";1766
"150445 Medicilândia";509
"150450 Melgaço";576
"150460 Mocajuba";524
"150470 Moju";1388
"150480 Monte Alegre";1193
"150490 Muaná";518
"150495 Nova Esperança do Piriá";500
"150497 Nova Ipixuna";298
"150500 Nova Timboteua";181
"150503 Novo Progresso";440
"150506 Novo Repartimento";1499
"150510 Óbidos";1200
"150520 Oeiras do Pará";855
"150530 Oriximiná";1634
"150540 Ourém";343
"150543 Ourilândia do Norte";495
"150548 Pacajá";739
"150549 Palestina do Pará";147
"150550 Paragominas";2028
"150553 Parauapebas";3758
"150555 Pau D'Arco";129
"150560 Peixe-Boi";114
"150563 Piçarra";161
"150565 Placas";308
"150570 Ponta de Pedras";300
"150580 Portel";1232
"150590 Porto de Moz";701
"150600 Prainha";638
"150610 Primavera";203
"150611 Quatipuru";216
"150613 Redenção";1700
"150616 Rio Maria";351
"150618 Rondon do Pará";995
"150619 Rurópolis";504
"150620 Salinópolis";736
"150630 Salvaterra";330
"150635 Santa Bárbara do Pará";328
"150640 Santa Cruz do Arari";84
"150650 Santa Izabel do Pará";949
"150655 Santa Luzia do Pará";425
"150658 Santa Maria das Barreiras";196
"150660 Santa Maria do Pará";512
"150670 Santana do Araguaia";737
"150680 Santarém";7059
"150690 Santarém Novo";125
"150700 Santo Antônio do Tauá";574
"150710 São Caetano de Odivelas";241
"150715 São Domingos do Araguaia";560
"150720 São Domingos do Capim";737
"150730 São Félix do Xingu";962
"150740 São Francisco do Pará";238
"150745 São Geraldo do Araguaia";514
"150746 São João da Ponta";99
"150747 São João de Pirabas";383
"150750 São João do Araguaia";227
"150760 São Miguel do Guamá";1078
"150770 São Sebastião da Boa Vista";460
"150775 Sapucaia";88
"150780 Senador José Porfírio";317
"150790 Soure";453
"150795 Tailândia";1723
"150796 Terra Alta";219
"150797 Terra Santa";286
"150800 Tomé-Açu";1409
"150803 Tracuateua";635
"150805 Trairão";265
"150808 Tucumã";689
"150810 Tucuruí";2413
"150812 Ulianópolis";459
"150815 Uruará";976
"150820 Vigia";866
"150830 Viseu";1465
"150835 Vitória do Xingu";203
"150840 Xinguara";905
"150000 Município ignorado - PA";1
"160010 Amapá";149
"160020 Calçoene";193
"160021 Cutias";100
"160023 Ferreira Gomes";126
"160025 Itaubal";35
"160027 Laranjal do Jari";1015
"160030 Macapá";9125
"160040 Mazagão";430
"160050 Oiapoque";455
"160015 Pedra Branca do Amapari";146
"160053 Porto Grande";359
"160055 Pracuúba";80
"160060 Santana";2241
"160005 Serra do Navio";112
"160070 Tartarugalzinho";251
"160080 Vitória do Jari";288
"170025 Abreulândia";42
"170030 Aguiarnópolis";73
"170035 Aliança do Tocantins";99
"170040 Almas";178
"170070 Alvorada";105
"170100 Ananás";226
"170105 Angico";53
"170110 Aparecida do Rio Negro";85
"170130 Aragominas";87
"170190 Araguacema";101
"170200 Araguaçu";117
"170210 Araguaína";2780
"170215 Araguanã";102
"170220 Araguatins";630
"170230 Arapoema";133
"170240 Arraias";195
"170255 Augustinópolis";379
"170270 Aurora do Tocantins";57
"170290 Axixá do Tocantins";260
"170300 Babaçulândia";139
"170305 Bandeirantes do Tocantins";46
"170307 Barra do Ouro";82
"170310 Barrolândia";113
"170320 Bernardo Sayão";68
"170330 Bom Jesus do Tocantins";77
"170360 Brasilândia do Tocantins";38
"170370 Brejinho de Nazaré";96
"170380 Buriti do Tocantins";187
"170382 Cachoeirinha";58
"170384 Campos Lindos";155
"170386 Cariri do Tocantins";47
"170388 Carmolândia";41
"170389 Carrasco Bonito";101
"170390 Caseara";84
"170410 Centenário";33
"170510 Chapada da Natividade";59
"170460 Chapada de Areia";17
"170550 Colinas do Tocantins";640
"171670 Colméia";148
"170555 Combinado";93
"170560 Conceição do Tocantins";71
"170600 Couto Magalhães";64
"170610 Cristalândia";100
"170625 Crixás do Tocantins";17
"170650 Darcinópolis";110
"170700 Dianópolis";385
"170710 Divinópolis do Tocantins";111
"170720 Dois Irmãos do Tocantins";83
"170730 Dueré";72
"170740 Esperantina";233
"170755 Fátima";60
"170765 Figueirópolis";85
"170770 Filadélfia";138
"170820 Formoso do Araguaia";377
"170825 Fortaleza do Tabocão";56
"170830 Goianorte";74
"170900 Goiatins";264
"170930 Guaraí";447
"170950 Gurupi";1300
"170980 Ipueiras";24
"171050 Itacajá";176
"171070 Itaguatins";109
"171090 Itapiratins";48
"171110 Itaporã do Tocantins";37
"171150 Jaú do Tocantins";61
"171180 Juarina";29
"171190 Lagoa da Confusão";176
"171195 Lagoa do Tocantins";84
"171200 Lajeado";38
"171215 Lavandeira";38
"171240 Lizarda";52
"171245 Luzinópolis";58
"171250 Marianópolis do Tocantins";61
"171270 Mateiros";51
"171280 Maurilândia do Tocantins";68
"171320 Miracema do Tocantins";418
"171330 Miranorte";235
"171360 Monte do Carmo";109
"171370 Monte Santo do Tocantins";38
"171395 Muricilândia";76
"171420 Natividade";169
"171430 Nazaré";75
"171488 Nova Olinda";209
"171500 Nova Rosalândia";56
"171510 Novo Acordo";71
"171515 Novo Alegre";26
"171525 Novo Jardim";48
"171550 Oliveira de Fátima";26
"172100 Palmas";4161
"171570 Palmeirante";76
"171380 Palmeiras do Tocantins";84
"171575 Palmeirópolis";162
"171610 Paraíso do Tocantins";753
"171620 Paranã";223
"171630 Pau D'Arco";79
"171650 Pedro Afonso";220
"171660 Peixe";174
"171665 Pequizeiro";66
"171700 Pindorama do Tocantins";92
"171720 Piraquê";44
"171750 Pium";104
"171780 Ponte Alta do Bom Jesus";73
"171790 Ponte Alta do Tocantins";130
"171800 Porto Alegre do Tocantins";60
"171820 Porto Nacional";1033
"171830 Praia Norte";158
"171840 Presidente Kennedy";53
"171845 Pugmil";33
"171850 Recursolândia";91
"171855 Riachinho";84
"171865 Rio da Conceição";32
"171870 Rio dos Bois";50
"171875 Rio Sono";80
"171880 Sampaio";85
"171884 Sandolândia";40
"171886 Santa Fé do Araguaia";154
"171888 Santa Maria do Tocantins";54
"171889 Santa Rita do Tocantins";29
"171890 Santa Rosa do Tocantins";97
"171900 Santa Tereza do Tocantins";53
"172000 Santa Terezinha do Tocantins";30
"172010 São Bento do Tocantins";91
"172015 São Félix do Tocantins";29
"172020 São Miguel do Tocantins";119
"172025 São Salvador do Tocantins";52
"172030 São Sebastião do Tocantins";92
"172049 São Valério";73
"172065 Silvanópolis";94
"172080 Sítio Novo do Tocantins";183
"172085 Sucupira";28
"172090 Taguatinga";269
"172093 Taipas do Tocantins";40
"172097 Talismã";31
"172110 Tocantínia";187
"172120 Tocantinópolis";486
"172125 Tupirama";27
"172130 Tupiratins";27
"172208 Wanderlândia";170
"172210 Xambioá";320
"170000 Município ignorado - TO";1
"210005 Açailândia";2502
"210010 Afonso Cunha";194
"210015 Água Doce do Maranhão";187
"210020 Alcântara";365
"210030 Aldeias Altas";495
"210040 Altamira do Maranhão";123
"210043 Alto Alegre do Maranhão";479
"210047 Alto Alegre do Pindaré";731
"210050 Alto Parnaíba";226
"210055 Amapá do Maranhão";109
"210060 Amarante do Maranhão";923
"210070 Anajatuba";396
"210080 Anapurus";328
"210083 Apicum-Açu";71
"210087 Araguanã";138
"210090 Araioses";859
"210095 Arame";784
"210100 Arari";562
"210110 Axixá";187
"210120 Bacabal";2049
"210125 Bacabeira";281
"210130 Bacuri";303
"210135 Bacurituba";45
"210140 Balsas";2156
"210150 Barão de Grajaú";289
"210160 Barra do Corda";1709
"210170 Barreirinhas";1362
"210177 Bela Vista do Maranhão";165
"210173 Belágua";231
"210180 Benedito Leite";81
"210190 Bequimão";227
"210193 Bernardo do Mearim";92
"210197 Boa Vista do Gurupi";164
"210200 Bom Jardim";791
"210203 Bom Jesus das Selvas";443
"210207 Bom Lugar";215
"210210 Brejo";718
"210215 Brejo de Areia";164
"210220 Buriti";701
"210230 Buriti Bravo";527
"210232 Buriticupu";1580
"210235 Buritirana";249
"210237 Cachoeira Grande";154
"210240 Cajapió";239
"210250 Cajari";275
"210255 Campestre do Maranhão";271
"210260 Cândido Mendes";365
"210270 Cantanhede";385
"210275 Capinzal do Norte";188
"210280 Carolina";479
"210290 Carutapera";413
"210300 Caxias";3048
"210310 Cedral";167
"210312 Central do Maranhão";106
"210315 Centro do Guilherme";189
"210317 Centro Novo do Maranhão";319
"210320 Chapadinha";1952
"210325 Cidelândia";248
"210330 Codó";2619
"210340 Coelho Neto";1115
"210350 Colinas";862
"210355 Conceição do Lago-Açu";257
"210360 Coroatá";1404
"210370 Cururupu";573
"210375 Davinópolis";221
"210380 Dom Pedro";435
"210390 Duque Bacelar";221
"210400 Esperantinópolis";418
"210405 Estreito";700
"210407 Feira Nova do Maranhão";175
"210408 Fernando Falcão";237
"210409 Formosa da Serra Negra";332
"210410 Fortaleza dos Nogueiras";180
"210420 Fortuna";402
"210430 Godofredo Viana";129
"210440 Gonçalves Dias";333
"210450 Governador Archer";57
"210455 Governador Edison Lobão";247
"210460 Governador Eugênio Barros";305
"210462 Governador Luiz Rocha";169
"210465 Governador Newton Bello";209
"210467 Governador Nunes Freire";671
"210470 Graça Aranha";89
"210480 Grajaú";1645
"210490 Guimarães";204
"210500 Humberto de Campos";585
"210510 Icatu";500
"210515 Igarapé do Meio";335
"210520 Igarapé Grande";192
"210530 Imperatriz";4840
"210535 Itaipava do Grajaú";265
"210540 Itapecuru Mirim";1418
"210542 Itinga do Maranhão";436
"210545 Jatobá";204
"210547 Jenipapo dos Vieiras";376
"210550 João Lisboa";422
"210560 Joselândia";248
"210565 Junco do Maranhão";112
"210570 Lago da Pedra";1013
"210580 Lago do Junco";164
"210594 Lago dos Rodrigues";161
"210590 Lago Verde";355
"210592 Lagoa do Mato";112
"210596 Lagoa Grande do Maranhão";270
"210598 Lajeado Novo";114
"210600 Lima Campos";244
"210610 Loreto";159
"210620 Luís Domingues";127
"210630 Magalhães de Almeida";297
"210632 Maracaçumé";432
"210635 Marajá do Sena";142
"210637 Maranhãozinho";144
"210640 Mata Roma";366
"210650 Matinha";422
"210660 Matões";591
"210663 Matões do Norte";103
"210667 Milagres do Maranhão";116
"210670 Mirador";448
"210675 Miranda do Norte";343
"210680 Mirinzal";273
"210690 Monção";517
"210700 Montes Altos";153
"210710 Morros";336
"210720 Nina Rodrigues";260
"210725 Nova Colinas";125
"210730 Nova Iorque";60
"210735 Nova Olinda do Maranhão";237
"210740 Olho d'Água das Cunhãs";313
"210745 Olinda Nova do Maranhão";226
"210750 Paço do Lumiar";1528
"210760 Palmeirândia";239
"210770 Paraibano";377
"210780 Parnarama";648
"210790 Passagem Franca";386
"210800 Pastos Bons";374
"210805 Paulino Neves";353
"210810 Paulo Ramos";460
"210820 Pedreiras";881
"210825 Pedro do Rosário";237
"210830 Penalva";742
"210840 Peri Mirim";203
"210845 Peritoró";507
"210850 Pindaré-Mirim";748
"210860 Pinheiro";1553
"210870 Pio XII";644
"210880 Pirapemas";422
"210890 Poção de Pedras";354
"210900 Porto Franco";396
"210905 Porto Rico do Maranhão";130
"210910 Presidente Dutra";544
"210920 Presidente Juscelino";296
"210923 Presidente Médici";113
"210927 Presidente Sarney";226
"210930 Presidente Vargas";251
"210940 Primeira Cruz";239
"210945 Raposa";581
"210950 Riachão";418
"210955 Ribamar Fiquene";134
"210960 Rosário";745
"210970 Sambaíba";62
"210975 Santa Filomena do Maranhão";114
"210980 Santa Helena";513
"210990 Santa Inês";1804
"211000 Santa Luzia";1691
"211003 Santa Luzia do Paruá";489
"211010 Santa Quitéria do Maranhão";612
"211020 Santa Rita";613
"211023 Santana do Maranhão";167
"211027 Santo Amaro do Maranhão";222
"211030 Santo Antônio dos Lopes";206
"211040 São Benedito do Rio Preto";509
"211050 São Bento";573
"211060 São Bernardo";613
"211065 São Domingos do Azeitão";144
"211070 São Domingos do Maranhão";743
"211080 São Félix de Balsas";50
"211085 São Francisco do Brejão";149
"211090 São Francisco do Maranhão";170
"211100 São João Batista";330
"211102 São João do Carú";101
"211105 São João do Paraíso";219
"211107 São João do Soter";246
"211110 São João dos Patos";430
"211120 São José de Ribamar";2437
"211125 São José dos Basílios";118
"211130 São Luís";18255
"211140 São Luís Gonzaga do Maranhão";457
"211150 São Mateus do Maranhão";865
"211153 São Pedro da Água Branca";258
"211157 São Pedro dos Crentes";81
"211160 São Raimundo das Mangabeiras";339
"211163 São Raimundo do Doca Bezerra";104
"211167 São Roberto";106
"211170 São Vicente Ferrer";417
"211172 Satubinha";124
"211174 Senador Alexandre Costa";101
"211176 Senador La Rocque";412
"211178 Serrano do Maranhão";124
"211180 Sítio Novo";267
"211190 Sucupira do Norte";178
"211195 Sucupira do Riachão";96
"211200 Tasso Fragoso";142
"211210 Timbiras";619
"211220 Timon";3016
"211223 Trizidela do Vale";410
"211227 Tufilândia";129
"211230 Tuntum";734
"211240 Turiaçu";412
"211245 Turilândia";278
"211250 Tutóia";1158
"211260 Urbano Santos";813
"211270 Vargem Grande";999
"211280 Viana";1021
"211285 Vila Nova dos Martírios";179
"211290 Vitória do Mearim";654
"211300 Vitorino Freire";715
"211400 Zé Doca";1020
"210000 Município ignorado - MA";1
"220005 Acauã";96
"220010 Agricolândia";79
"220020 Água Branca";286
"220025 Alagoinha do Piauí";109
"220027 Alegrete do Piauí";82
"220030 Alto Longá";185
"220040 Altos";696
"220045 Alvorada do Gurguéia";108
"220050 Amarante";296
"220060 Angical do Piauí";96
"220070 Anísio de Abreu";154
"220080 Antônio Almeida";41
"220090 Aroazes";87
"220095 Aroeiras do Itaim";21
"220100 Arraial";76
"220105 Assunção do Piauí";148
"220110 Avelino Lopes";202
"220115 Baixa Grande do Ribeiro";231
"220117 Barra D'Alcântara";59
"220120 Barras";905
"220130 Barreiras do Piauí";48
"220140 Barro Duro";101
"220150 Batalha";389
"220155 Bela Vista do Piauí";43
"220157 Belém do Piauí";43
"220160 Beneditinos";143
"220170 Bertolínia";75
"220173 Betânia do Piauí";109
"220177 Boa Hora";121
"220180 Bocaina";66
"220190 Bom Jesus";440
"220191 Bom Princípio do Piauí";113
"220192 Bonfim do Piauí";82
"220194 Boqueirão do Piauí";99
"220196 Brasileira";106
"220198 Brejo do Piauí";63
"220200 Buriti dos Lopes";426
"220202 Buriti dos Montes";101
"220205 Cabeceiras do Piauí";134
"220207 Cajazeiras do Piauí";44
"220208 Cajueiro da Praia";105
"220209 Caldeirão Grande do Piauí";64
"220210 Campinas do Piauí";93
"220211 Campo Alegre do Fidalgo";94
"220213 Campo Grande do Piauí";86
"220217 Campo Largo do Piauí";131
"220220 Campo Maior";661
"220225 Canavieira";45
"220230 Canto do Buriti";298
"220240 Capitão de Campos";212
"220245 Capitão Gervásio Oliveira";54
"220250 Caracol";162
"220253 Caraúbas do Piauí";112
"220255 Caridade do Piauí";79
"220260 Castelo do Piauí";381
"220265 Caxingó";86
"220270 Cocal";492
"220271 Cocal de Telha";67
"220272 Cocal dos Alves";87
"220273 Coivaras";80
"220275 Colônia do Gurguéia";118
"220277 Colônia do Piauí";109
"220280 Conceição do Canindé";55
"220285 Coronel José Dias";61
"220290 Corrente";463
"220300 Cristalândia do Piauí";158
"220310 Cristino Castro";196
"220320 Curimatá";223
"220323 Currais";110
"220327 Curral Novo do Piauí";73
"220325 Curralinhos";54
"220330 Demerval Lobão";208
"220335 Dirceu Arcoverde";98
"220340 Dom Expedito Lopes";92
"220345 Dom Inocêncio";114
"220342 Domingos Mourão";80
"220350 Elesbão Veloso";234
"220360 Eliseu Martins";78
"220370 Esperantina";721
"220375 Fartura do Piauí";65
"220380 Flores do Piauí";71
"220385 Floresta do Piauí";30
"220390 Floriano";951
"220400 Francinópolis";68
"220410 Francisco Ayres";86
"220415 Francisco Macedo";40
"220420 Francisco Santos";117
"220430 Fronteiras";169
"220435 Geminiano";93
"220440 Gilbués";186
"220450 Guadalupe";177
"220455 Guaribas";91
"220460 Hugo Napoleão";43
"220465 Ilha Grande";165
"220470 Inhuma";231
"220480 Ipiranga do Piauí";163
"220490 Isaías Coelho";133
"220500 Itainópolis";141
"220510 Itaueira";162
"220515 Jacobina do Piauí";64
"220520 Jaicós";341
"220525 Jardim do Mulato";50
"220527 Jatobá do Piauí";85
"220530 Jerumenha";59
"220535 João Costa";42
"220540 Joaquim Pires";264
"220545 Joca Marques";111
"220550 José de Freitas";612
"220551 Juazeiro do Piauí";88
"220552 Júlio Borges";82
"220553 Jurema";83
"220555 Lagoa Alegre";128
"220557 Lagoa de São Francisco";75
"220556 Lagoa do Barro do Piauí";85
"220558 Lagoa do Piauí";61
"220559 Lagoa do Sítio";88
"220554 Lagoinha do Piauí";34
"220560 Landri Sales";100
"220570 Luís Correia";553
"220580 Luzilândia";495
"220585 Madeiro";152
"220590 Manoel Emídio";74
"220595 Marcolândia";146
"220600 Marcos Parente";70
"220605 Massapê do Piauí";86
"220610 Matias Olímpio";193
"220620 Miguel Alves";629
"220630 Miguel Leão";16
"220635 Milton Brandão";95
"220640 Monsenhor Gil";127
"220650 Monsenhor Hipólito";132
"220660 Monte Alegre do Piauí";206
"220665 Morro Cabeça no Tempo";85
"220667 Morro do Chapéu do Piauí";108
"220669 Murici dos Portelas";153
"220670 Nazaré do Piauí";110
"220675 Nossa Senhora de Nazaré";54
"220680 Nossa Senhora dos Remédios";185
"220795 Nova Santa Rita";74
"220690 Novo Oriente do Piauí";86
"220695 Novo Santo Antônio";33
"220700 Oeiras";639
"220710 Olho D'Água do Piauí";47
"220720 Padre Marcos";113
"220730 Paes Landim";57
"220735 Pajeú do Piauí";44
"220740 Palmeira do Piauí";86
"220750 Palmeirais";228
"220755 Paquetá";52
"220760 Parnaguá";209
"220770 Parnaíba";2413
"220775 Passagem Franca do Piauí";75
"220777 Patos do Piauí";88
"220779 Pau D'Arco do Piauí";54
"220780 Paulistana";380
"220785 Pavussu";50
"220790 Pedro II";652
"220793 Pedro Laurentino";50
"220800 Picos";1173
"220810 Pimenteiras";143
"220820 Pio IX";284
"220830 Piracuruca";417
"220840 Piripiri";927
"220850 Porto";248
"220855 Porto Alegre do Piauí";38
"220860 Prata do Piauí";55
"220865 Queimada Nova";118
"220870 Redenção do Gurguéia";190
"220880 Regeneração";300
"220885 Riacho Frio";105
"220887 Ribeira do Piauí";57
"220890 Ribeiro Gonçalves";110
"220900 Rio Grande do Piauí";110
"220910 Santa Cruz do Piauí";85
"220915 Santa Cruz dos Milagres";52
"220920 Santa Filomena";110
"220930 Santa Luz";102
"220937 Santa Rosa do Piauí";85
"220935 Santana do Piauí";68
"220940 Santo Antônio de Lisboa";79
"220945 Santo Antônio dos Milagres";35
"220950 Santo Inácio do Piauí";39
"220955 São Braz do Piauí";52
"220960 São Félix do Piauí";32
"220965 São Francisco de Assis do Piauí";88
"220970 São Francisco do Piauí";70
"220975 São Gonçalo do Gurguéia";42
"220980 São Gonçalo do Piauí";59
"220985 São João da Canabrava";60
"220987 São João da Fronteira";99
"220990 São João da Serra";82
"220995 São João da Varjota";73
"220997 São João do Arraial";147
"221000 São João do Piauí";409
"221005 São José do Divino";76
"221010 São José do Peixe";51
"221020 São José do Piauí";124
"221030 São Julião";90
"221035 São Lourenço do Piauí";59
"221037 São Luis do Piauí";49
"221038 São Miguel da Baixa Grande";19
"221039 São Miguel do Fidalgo";53
"221040 São Miguel do Tapuio";274
"221050 São Pedro do Piauí";239
"221060 São Raimundo Nonato";597
"221062 Sebastião Barros";99
"221063 Sebastião Leal";67
"221065 Sigefredo Pacheco";94
"221070 Simões";262
"221080 Simplício Mendes";194
"221090 Socorro do Piauí";83
"221093 Sussuapara";94
"221095 Tamboril do Piauí";44
"221097 Tanque do Piauí";28
"221100 Teresina";14047
"221110 União";818
"221120 Uruçuí";395
"221130 Valença do Piauí";325
"221135 Várzea Branca";65
"221140 Várzea Grande";69
"221150 Vera Mendes";50
"221160 Vila Nova do Piauí";40
"221170 Wall Ferraz";46
"230010 Abaiara";137
"230015 Acarape";216
"230020 Acaraú";965
"230030 Acopiara";784
"230040 Aiuaba";200
"230050 Alcântaras";132
"230060 Altaneira";91
"230070 Alto Santo";191
"230075 Amontada";728
"230080 Antonina do Norte";140
"230090 Apuiarés";157
"230100 Aquiraz";846
"230110 Aracati";985
"230120 Aracoiaba";359
"230125 Ararendá";150
"230130 Araripe";491
"230140 Aratuba";194
"230150 Arneiroz";119
"230160 Assaré";321
"230170 Aurora";348
"230180 Baixio";82
"230185 Banabuiú";295
"230190 Barbalha";1074
"230195 Barreira";304
"230200 Barro";285
"230205 Barroquinha";215
"230210 Baturité";583
"230220 Beberibe";689
"230230 Bela Cruz";514
"230240 Boa Viagem";798
"230250 Brejo Santo";671
"230260 Camocim";1027
"230270 Campos Sales";385
"230280 Canindé";1256
"230290 Capistrano";265
"230300 Caridade";272
"230310 Cariré";224
"230320 Caririaçu";458
"230330 Cariús";259
"230340 Carnaubal";249
"230350 Cascavel";930
"230360 Catarina";160
"230365 Catunda";170
"230370 Caucaia";4946
"230380 Cedro";386
"230390 Chaval";222
"230393 Choró";226
"230395 Chorozinho";243
"230400 Coreaú";335
"230410 Crateús";1176
"230420 Crato";2167
"230423 Croatá";281
"230425 Cruz";376
"230426 Deputado Irapuan Pinheiro";128
"230427 Ererê";56
"230428 Eusébio";818
"230430 Farias Brito";340
"230435 Forquilha";355
"230440 Fortaleza";38798
"230445 Fortim";204
"230450 Frecheirinha";243
"230460 General Sampaio";120
"230465 Graça";260
"230470 Granja";901
"230480 Granjeiro";77
"230490 Groaíras";150
"230495 Guaiúba";371
