 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município
Período:2014
"Município";"Nascim_p/resid.mãe"
"120033 Mâncio Lima";413
"120034 Manoel Urbano";243
"120035 Marechal Thaumaturgo";458
"120038 Plácido de Castro";322
"120080 Porto Acre";368
"120039 Porto Walter";250
"120040 Rio Branco";7011
"120042 Rodrigues Alves";394
"120043 Santa Rosa do Purus";185
"120050 Sena Madureira";827
"120045 Senador Guiomard";453
"120060 Tarauacá";1230
"120070 Xapuri";306
"130002 Alvarães";308
"130006 Amaturá";264
"130008 Anamã";212
"130010 Anori";267
"130014 Apuí";223
"130020 Atalaia do Norte";435
"130030 Autazes";955
"130040 Barcelos";419
"130050 Barreirinha";756
"130060 Benjamin Constant";1077
"130063 Beruri";488
"130068 Boa Vista do Ramos";328
"130070 Boca do Acre";734
"130080 Borba";711
"130083 Caapiranga";204
"130090 Canutama";231
"130100 Carauari";658
"130110 Careiro";474
"130115 Careiro da Várzea";208
"130120 Coari";1704
"130130 Codajás";426
"130140 Eirunepé";852
"130150 Envira";386
"130160 Fonte Boa";606
"130165 Guajará";356
"130170 Humaitá";970
"130180 Ipixuna";406
"130185 Iranduba";873
"130190 Itacoatiara";2068
"130195 Itamarati";260
"130200 Itapiranga";154
"130210 Japurá";148
"130220 Juruá";193
"130230 Jutaí";631
"130240 Lábrea";715
"130250 Manacapuru";2130
"130255 Manaquiri";233
"130260 Manaus";42809
"130270 Manicoré";903
"130280 Maraã";399
"130290 Maués";1362
"130300 Nhamundá";357
"130310 Nova Olinda do Norte";619
"130320 Novo Airão";307
"130330 Novo Aripuanã";344
"130340 Parintins";2056
"130350 Pauini";364
"130353 Presidente Figueiredo";585
"130356 Rio Preto da Eva";412
"130360 Santa Isabel do Rio Negro";225
"130370 Santo Antônio do Içá";652
"130380 São Gabriel da Cachoeira";1254
"130390 São Paulo de Olivença";987
"130395 São Sebastião do Uatumã";163
"130400 Silves";180
"130406 Tabatinga";1820
"130410 Tapauá";391
"130420 Tefé";1589
"130423 Tonantins";366
"130426 Uarini";302
"130430 Urucará";284
"130440 Urucurituba";329
"130000 Município ignorado - AM";23
"140005 Alto Alegre";563
"140002 Amajari";298
"140010 Boa Vista";6755
"140015 Bonfim";325
"140017 Cantá";362
"140020 Caracaraí";393
"140023 Caroebe";154
"140028 Iracema";156
"140030 Mucajaí";299
"140040 Normandia";376
"140045 Pacaraima";340
"140047 Rorainópolis";442
"140050 São João da Baliza";117
"140060 São Luiz";67
"140070 Uiramutã";466
"140000 Município ignorado - RR";7
"150010 Abaetetuba";2705
"150013 Abel Figueiredo";100
"150020 Acará";1116
"150030 Afuá";806
"150034 Água Azul do Norte";182
"150040 Alenquer";1133
"150050 Almeirim";801
"150060 Altamira";2866
"150070 Anajás";737
"150080 Ananindeua";8282
"150085 Anapu";542
"150090 Augusto Corrêa";990
"150095 Aurora do Pará";472
"150100 Aveiro";194
"150110 Bagre";548
"150120 Baião";578
"150125 Bannach";48
"150130 Barcarena";2105
"150140 Belém";21530
"150145 Belterra";240
"150150 Benevides";1079
"150157 Bom Jesus do Tocantins";203
"150160 Bonito";215
"150170 Bragança";2352
"150172 Brasil Novo";290
"150175 Brejo Grande do Araguaia";92
"150178 Breu Branco";851
"150180 Breves";2774
"150190 Bujaru";501
"150200 Cachoeira do Arari";301
"150195 Cachoeira do Piriá";313
"150210 Cametá";2511
"150215 Canaã dos Carajás";1124
"150220 Capanema";1095
"150230 Capitão Poço";852
"150240 Castanhal";3218
"150250 Chaves";342
"150260 Colares";182
"150270 Conceição do Araguaia";805
"150275 Concórdia do Pará";505
"150276 Cumaru do Norte";137
"150277 Curionópolis";399
"150280 Curralinho";645
"150285 Curuá";247
"150290 Curuçá";530
"150293 Dom Eliseu";705
"150295 Eldorado do Carajás";547
"150300 Faro";174
"150304 Floresta do Araguaia";296
"150307 Garrafão do Norte";508
"150309 Goianésia do Pará";536
"150310 Gurupá";730
"150320 Igarapé-Açu";610
"150330 Igarapé-Miri";1166
"150340 Inhangapi";166
"150345 Ipixuna do Pará";576
"150350 Irituia";462
"150360 Itaituba";2167
"150370 Itupiranga";866
"150375 Jacareacanga";567
"150380 Jacundá";919
"150390 Juruti";1073
"150400 Limoeiro do Ajuru";444
"150405 Mãe do Rio";621
"150410 Magalhães Barata";117
"150420 Marabá";5128
"150430 Maracanã";421
"150440 Marapanim";369
"150442 Marituba";1853
"150445 Medicilândia";432
"150450 Melgaço";602
"150460 Mocajuba";516
"150470 Moju";1217
"150475 Mojuí dos Campos";168
"150480 Monte Alegre";1094
"150490 Muaná";610
"150495 Nova Esperança do Piriá";401
"150497 Nova Ipixuna";215
"150500 Nova Timboteua";171
"150503 Novo Progresso";577
"150506 Novo Repartimento";1260
"150510 Óbidos";1048
"150520 Oeiras do Pará";702
"150530 Oriximiná";1482
"150540 Ourém";268
"150543 Ourilândia do Norte";668
"150548 Pacajá";625
"150549 Palestina do Pará";100
"150550 Paragominas";2069
"150553 Parauapebas";5360
"150555 Pau D'Arco";137
"150560 Peixe-Boi";119
"150563 Piçarra";154
"150565 Placas";299
"150570 Ponta de Pedras";332
"150580 Portel";1480
"150590 Porto de Moz";675
"150600 Prainha";655
"150610 Primavera";193
"150611 Quatipuru";173
"150613 Redenção";1651
"150616 Rio Maria";308
"150618 Rondon do Pará";672
"150619 Rurópolis";373
"150620 Salinópolis";736
"150630 Salvaterra";349
"150635 Santa Bárbara do Pará";341
"150640 Santa Cruz do Arari";88
"150650 Santa Izabel do Pará";978
"150655 Santa Luzia do Pará";338
"150658 Santa Maria das Barreiras";181
"150660 Santa Maria do Pará";373
"150670 Santana do Araguaia";570
"150680 Santarém";6595
"150690 Santarém Novo";112
"150700 Santo Antônio do Tauá";477
"150710 São Caetano de Odivelas";222
"150715 São Domingos do Araguaia";370
"150720 São Domingos do Capim";579
"150730 São Félix do Xingu";915
"150740 São Francisco do Pará";223
"150745 São Geraldo do Araguaia";436
"150746 São João da Ponta";82
"150747 São João de Pirabas";336
"150750 São João do Araguaia";165
"150760 São Miguel do Guamá";1006
"150770 São Sebastião da Boa Vista";531
"150775 Sapucaia";82
"150780 Senador José Porfírio";271
"150790 Soure";428
"150795 Tailândia";1537
"150796 Terra Alta";176
"150797 Terra Santa";314
"150800 Tomé-Açu";1415
"150803 Tracuateua";567
"150805 Trairão";223
"150808 Tucumã";662
"150810 Tucuruí";2166
"150812 Ulianópolis";461
"150815 Uruará";793
"150820 Vigia";749
"150830 Viseu";1215
"150835 Vitória do Xingu";257
"150840 Xinguara";817
"150000 Município ignorado - PA";2
"160010 Amapá";141
"160020 Calçoene";194
"160021 Cutias";81
"160023 Ferreira Gomes";187
"160025 Itaubal";121
"160027 Laranjal do Jari";996
"160030 Macapá";9799
"160040 Mazagão";432
"160050 Oiapoque";529
"160015 Pedra Branca do Amapari";274
"160053 Porto Grande";427
"160055 Pracuúba";72
"160060 Santana";2378
"160005 Serra do Navio";73
"160070 Tartarugalzinho";293
"160080 Vitória do Jari";274
"170025 Abreulândia";41
"170030 Aguiarnópolis";80
"170035 Aliança do Tocantins";78
"170040 Almas";128
"170070 Alvorada";125
"170100 Ananás";163
"170105 Angico";40
"170110 Aparecida do Rio Negro";71
"170130 Aragominas";56
"170190 Araguacema";68
"170200 Araguaçu";104
"170210 Araguaína";3200
"170215 Araguanã";81
"170220 Araguatins";647
"170230 Arapoema";94
"170240 Arraias";168
"170255 Augustinópolis";338
"170270 Aurora do Tocantins";32
"170290 Axixá do Tocantins";187
"170300 Babaçulândia";110
"170305 Bandeirantes do Tocantins";46
"170307 Barra do Ouro";85
"170310 Barrolândia";83
"170320 Bernardo Sayão";60
"170330 Bom Jesus do Tocantins";77
"170360 Brasilândia do Tocantins";33
"170370 Brejinho de Nazaré";89
"170380 Buriti do Tocantins";150
"170382 Cachoeirinha";45
"170384 Campos Lindos";166
"170386 Cariri do Tocantins";33
"170388 Carmolândia";51
"170389 Carrasco Bonito";65
"170390 Caseara";65
"170410 Centenário";30
"170510 Chapada da Natividade";41
"170460 Chapada de Areia";21
"170550 Colinas do Tocantins";564
"171670 Colméia";132
"170555 Combinado";56
"170560 Conceição do Tocantins";64
"170600 Couto Magalhães";84
"170610 Cristalândia";102
"170625 Crixás do Tocantins";21
"170650 Darcinópolis";106
"170700 Dianópolis";320
"170710 Divinópolis do Tocantins";98
"170720 Dois Irmãos do Tocantins";70
"170730 Dueré";60
"170740 Esperantina";138
"170755 Fátima";58
"170765 Figueirópolis";79
"170770 Filadélfia";118
"170820 Formoso do Araguaia";300
"170825 Fortaleza do Tabocão";55
"170830 Goianorte";51
"170900 Goiatins";272
"170930 Guaraí";383
"170950 Gurupi";1373
"170980 Ipueiras";23
"171050 Itacajá";150
"171070 Itaguatins";79
"171090 Itapiratins";43
"171110 Itaporã do Tocantins";39
"171150 Jaú do Tocantins";32
"171180 Juarina";34
"171190 Lagoa da Confusão";215
"171195 Lagoa do Tocantins";58
"171200 Lajeado";58
"171215 Lavandeira";21
"171240 Lizarda";47
"171245 Luzinópolis";40
"171250 Marianópolis do Tocantins";50
"171270 Mateiros";42
"171280 Maurilândia do Tocantins";38
"171320 Miracema do Tocantins";304
"171330 Miranorte";174
"171360 Monte do Carmo";84
"171370 Monte Santo do Tocantins";41
"171395 Muricilândia";48
"171420 Natividade";105
"171430 Nazaré";55
"171488 Nova Olinda";195
"171500 Nova Rosalândia";68
"171510 Novo Acordo";63
"171515 Novo Alegre";19
"171525 Novo Jardim";33
"171550 Oliveira de Fátima";21
"172100 Palmas";5162
"171570 Palmeirante";50
"171380 Palmeiras do Tocantins";67
"171575 Palmeirópolis";73
"171610 Paraíso do Tocantins";849
"171620 Paranã";139
"171630 Pau D'Arco";75
"171650 Pedro Afonso";259
"171660 Peixe";129
"171665 Pequizeiro";77
"171700 Pindorama do Tocantins";61
"171720 Piraquê";35
"171750 Pium";99
"171780 Ponte Alta do Bom Jesus";54
"171790 Ponte Alta do Tocantins";122
"171800 Porto Alegre do Tocantins";49
"171820 Porto Nacional";1032
"171830 Praia Norte";120
"171840 Presidente Kennedy";52
"171845 Pugmil";34
"171850 Recursolândia";57
"171855 Riachinho";66
"171865 Rio da Conceição";40
"171870 Rio dos Bois";44
"171875 Rio Sono";51
"171880 Sampaio";89
"171884 Sandolândia";53
"171886 Santa Fé do Araguaia";114
"171888 Santa Maria do Tocantins";29
"171889 Santa Rita do Tocantins";26
"171890 Santa Rosa do Tocantins";73
"171900 Santa Tereza do Tocantins";64
"172000 Santa Terezinha do Tocantins";25
"172010 São Bento do Tocantins";83
"172015 São Félix do Tocantins";23
"172020 São Miguel do Tocantins";134
"172025 São Salvador do Tocantins";36
"172030 São Sebastião do Tocantins";60
"172049 São Valério";58
"172065 Silvanópolis";94
"172080 Sítio Novo do Tocantins";165
"172085 Sucupira";17
"172090 Taguatinga";200
"172093 Taipas do Tocantins";32
"172097 Talismã";24
"172110 Tocantínia";178
"172120 Tocantinópolis";474
"172125 Tupirama";23
"172130 Tupiratins";26
"172208 Wanderlândia";152
"172210 Xambioá";257
"170000 Município ignorado - TO";5
"210005 Açailândia";2062
"210010 Afonso Cunha";113
"210015 Água Doce do Maranhão";147
"210020 Alcântara";243
"210030 Aldeias Altas";461
"210040 Altamira do Maranhão";104
"210043 Alto Alegre do Maranhão";479
"210047 Alto Alegre do Pindaré";456
"210050 Alto Parnaíba";147
"210055 Amapá do Maranhão";124
"210060 Amarante do Maranhão";784
"210070 Anajatuba";358
"210080 Anapurus";291
"210083 Apicum-Açu";279
"210087 Araguanã";170
"210090 Araioses";585
"210095 Arame";577
"210100 Arari";442
"210110 Axixá";208
"210120 Bacabal";1784
"210125 Bacabeira";260
"210130 Bacuri";276
"210135 Bacurituba";85
"210140 Balsas";2115
"210150 Barão de Grajaú";270
"210160 Barra do Corda";1650
"210170 Barreirinhas";1264
"210177 Bela Vista do Maranhão";209
"210173 Belágua";200
"210180 Benedito Leite";61
"210190 Bequimão";262
"210193 Bernardo do Mearim";108
"210197 Boa Vista do Gurupi";139
"210200 Bom Jardim";656
"210203 Bom Jesus das Selvas";548
"210207 Bom Lugar";171
"210210 Brejo";602
"210215 Brejo de Areia";117
"210220 Buriti";656
"210230 Buriti Bravo";422
"210232 Buriticupu";1380
"210235 Buritirana";220
"210237 Cachoeira Grande";190
"210240 Cajapió";166
"210250 Cajari";270
"210255 Campestre do Maranhão";212
"210260 Cândido Mendes";341
"210270 Cantanhede";282
"210275 Capinzal do Norte";169
"210280 Carolina";321
"210290 Carutapera";501
"210300 Caxias";2544
"210310 Cedral";121
"210312 Central do Maranhão";124
"210315 Centro do Guilherme";196
"210317 Centro Novo do Maranhão";317
"210320 Chapadinha";1498
"210325 Cidelândia";185
"210330 Codó";2197
"210340 Coelho Neto";851
"210350 Colinas";769
"210355 Conceição do Lago-Açu";271
"210360 Coroatá";1183
"210370 Cururupu";511
"210375 Davinópolis";217
"210380 Dom Pedro";431
"210390 Duque Bacelar";202
"210400 Esperantinópolis";286
"210405 Estreito";602
"210407 Feira Nova do Maranhão";104
"210408 Fernando Falcão";166
"210409 Formosa da Serra Negra";309
"210410 Fortaleza dos Nogueiras";232
"210420 Fortuna";297
"210430 Godofredo Viana";149
"210440 Gonçalves Dias";255
"210450 Governador Archer";178
"210455 Governador Edison Lobão";281
"210460 Governador Eugênio Barros";220
"210462 Governador Luiz Rocha";100
"210465 Governador Newton Bello";157
"210467 Governador Nunes Freire";554
"210470 Graça Aranha";68
"210480 Grajaú";1715
"210490 Guimarães";154
"210500 Humberto de Campos";509
"210510 Icatu";395
"210515 Igarapé do Meio";216
"210520 Igarapé Grande";157
"210530 Imperatriz";5198
"210535 Itaipava do Grajaú";244
"210540 Itapecuru Mirim";1306
"210542 Itinga do Maranhão";320
"210545 Jatobá";145
"210547 Jenipapo dos Vieiras";284
"210550 João Lisboa";460
"210560 Joselândia";254
"210565 Junco do Maranhão";126
"210570 Lago da Pedra";898
"210580 Lago do Junco";172
"210594 Lago dos Rodrigues";131
"210590 Lago Verde";295
"210592 Lagoa do Mato";136
"210596 Lagoa Grande do Maranhão";182
"210598 Lajeado Novo";105
"210600 Lima Campos";204
"210610 Loreto";160
"210620 Luís Domingues";115
"210630 Magalhães de Almeida";228
"210632 Maracaçumé";369
"210635 Marajá do Sena";113
"210637 Maranhãozinho";203
"210640 Mata Roma";307
"210650 Matinha";401
"210660 Matões";470
"210663 Matões do Norte";127
"210667 Milagres do Maranhão";94
"210670 Mirador";366
"210675 Miranda do Norte";327
"210680 Mirinzal";197
"210690 Monção";635
"210700 Montes Altos";153
"210710 Morros";343
"210720 Nina Rodrigues";218
"210725 Nova Colinas";78
"210730 Nova Iorque";63
"210735 Nova Olinda do Maranhão";294
"210740 Olho d'Água das Cunhãs";268
"210745 Olinda Nova do Maranhão";209
"210750 Paço do Lumiar";1682
"210760 Palmeirândia";288
"210770 Paraibano";350
"210780 Parnarama";493
"210790 Passagem Franca";353
"210800 Pastos Bons";329
"210805 Paulino Neves";292
"210810 Paulo Ramos";418
"210820 Pedreiras";693
"210825 Pedro do Rosário";287
"210830 Penalva";651
"210840 Peri Mirim";135
"210845 Peritoró";443
"210850 Pindaré-Mirim";605
"210860 Pinheiro";1442
"210870 Pio XII";504
"210880 Pirapemas";269
"210890 Poção de Pedras";269
"210900 Porto Franco";431
"210905 Porto Rico do Maranhão";73
"210910 Presidente Dutra";861
"210920 Presidente Juscelino";185
"210923 Presidente Médici";118
"210927 Presidente Sarney";374
"210930 Presidente Vargas";213
"210940 Primeira Cruz";186
"210945 Raposa";565
"210950 Riachão";359
"210955 Ribamar Fiquene";140
"210960 Rosário";621
"210970 Sambaíba";62
"210975 Santa Filomena do Maranhão";64
"210980 Santa Helena";623
"210990 Santa Inês";1541
"211000 Santa Luzia";1317
"211003 Santa Luzia do Paruá";401
"211010 Santa Quitéria do Maranhão";503
"211020 Santa Rita";660
"211023 Santana do Maranhão";145
"211027 Santo Amaro do Maranhão";160
"211030 Santo Antônio dos Lopes";247
"211040 São Benedito do Rio Preto";407
"211050 São Bento";545
"211060 São Bernardo";479
"211065 São Domingos do Azeitão";147
"211070 São Domingos do Maranhão";696
"211080 São Félix de Balsas";54
"211085 São Francisco do Brejão";124
"211090 São Francisco do Maranhão";140
"211100 São João Batista";273
"211102 São João do Carú";215
"211105 São João do Paraíso";139
"211107 São João do Soter";321
"211110 São João dos Patos";437
"211120 São José de Ribamar";3388
"211125 São José dos Basílios";129
"211130 São Luís";16536
"211140 São Luís Gonzaga do Maranhão";313
"211150 São Mateus do Maranhão";702
"211153 São Pedro da Água Branca";167
"211157 São Pedro dos Crentes";52
"211160 São Raimundo das Mangabeiras";352
"211163 São Raimundo do Doca Bezerra";104
"211167 São Roberto";86
"211170 São Vicente Ferrer";309
"211172 Satubinha";129
"211174 Senador Alexandre Costa";184
"211176 Senador La Rocque";322
"211178 Serrano do Maranhão";150
"211180 Sítio Novo";248
"211190 Sucupira do Norte";187
"211195 Sucupira do Riachão";87
"211200 Tasso Fragoso";155
"211210 Timbiras";536
"211220 Timon";2805
"211223 Trizidela do Vale";299
"211227 Tufilândia";103
"211230 Tuntum";615
"211240 Turiaçu";736
"211245 Turilândia";388
"211250 Tutóia";990
"211260 Urbano Santos";661
"211270 Vargem Grande";1015
"211280 Viana";1118
"211285 Vila Nova dos Martírios";161
"211290 Vitória do Mearim";531
"211300 Vitorino Freire";529
"211400 Zé Doca";797
"210000 Município ignorado - MA";2
"220005 Acauã";87
"220010 Agricolândia";76
"220020 Água Branca";273
"220025 Alagoinha do Piauí";78
"220027 Alegrete do Piauí";59
"220030 Alto Longá";126
"220040 Altos";588
"220045 Alvorada do Gurguéia";74
"220050 Amarante";251
"220060 Angical do Piauí";81
"220070 Anísio de Abreu";150
"220080 Antônio Almeida";50
"220090 Aroazes";67
"220095 Aroeiras do Itaim";25
"220100 Arraial";50
"220105 Assunção do Piauí";131
"220110 Avelino Lopes";182
"220115 Baixa Grande do Ribeiro";220
"220117 Barra D'Alcântara";50
"220120 Barras";706
"220130 Barreiras do Piauí";25
"220140 Barro Duro";117
"220150 Batalha";336
"220155 Bela Vista do Piauí";48
"220157 Belém do Piauí";30
"220160 Beneditinos";126
"220170 Bertolínia";82
"220173 Betânia do Piauí";98
"220177 Boa Hora";107
"220180 Bocaina";42
"220190 Bom Jesus";452
"220191 Bom Princípio do Piauí";90
"220192 Bonfim do Piauí";78
"220194 Boqueirão do Piauí";116
"220196 Brasileira";90
"220198 Brejo do Piauí";45
"220200 Buriti dos Lopes";314
"220202 Buriti dos Montes";72
"220205 Cabeceiras do Piauí";118
"220207 Cajazeiras do Piauí";37
"220208 Cajueiro da Praia";117
"220209 Caldeirão Grande do Piauí";56
"220210 Campinas do Piauí";59
"220211 Campo Alegre do Fidalgo";56
"220213 Campo Grande do Piauí";72
"220217 Campo Largo do Piauí";116
"220220 Campo Maior";735
"220225 Canavieira";43
"220230 Canto do Buriti";252
"220240 Capitão de Campos";199
"220245 Capitão Gervásio Oliveira";51
"220250 Caracol";156
"220253 Caraúbas do Piauí";80
"220255 Caridade do Piauí";72
"220260 Castelo do Piauí";287
"220265 Caxingó";75
"220270 Cocal";377
"220271 Cocal de Telha";75
"220272 Cocal dos Alves";75
"220273 Coivaras";49
"220275 Colônia do Gurguéia";82
"220277 Colônia do Piauí";94
"220280 Conceição do Canindé";61
"220285 Coronel José Dias";62
"220290 Corrente";422
"220300 Cristalândia do Piauí";113
"220310 Cristino Castro";154
"220320 Curimatá";167
"220323 Currais";77
"220327 Curral Novo do Piauí";70
"220325 Curralinhos";59
"220330 Demerval Lobão";205
"220335 Dirceu Arcoverde";84
"220340 Dom Expedito Lopes";83
"220345 Dom Inocêncio";94
"220342 Domingos Mourão";55
"220350 Elesbão Veloso";165
"220360 Eliseu Martins";51
"220370 Esperantina";691
"220375 Fartura do Piauí";72
"220380 Flores do Piauí";42
"220385 Floresta do Piauí";30
"220390 Floriano";1004
"220400 Francinópolis";51
"220410 Francisco Ayres";61
"220415 Francisco Macedo";50
"220420 Francisco Santos";124
"220430 Fronteiras";153
"220435 Geminiano";69
"220440 Gilbués";186
"220450 Guadalupe";186
"220455 Guaribas";59
"220460 Hugo Napoleão";50
"220465 Ilha Grande";153
"220470 Inhuma";201
"220480 Ipiranga do Piauí";124
"220490 Isaías Coelho";126
"220500 Itainópolis";106
"220510 Itaueira";121
"220515 Jacobina do Piauí";76
"220520 Jaicós";329
"220525 Jardim do Mulato";61
"220527 Jatobá do Piauí";59
"220530 Jerumenha";87
"220535 João Costa";38
"220540 Joaquim Pires";202
"220545 Joca Marques";81
"220550 José de Freitas";566
"220551 Juazeiro do Piauí";72
"220552 Júlio Borges";69
"220553 Jurema";62
"220555 Lagoa Alegre";125
"220557 Lagoa de São Francisco";74
"220556 Lagoa do Barro do Piauí";72
"220558 Lagoa do Piauí";66
"220559 Lagoa do Sítio";71
"220554 Lagoinha do Piauí";36
"220560 Landri Sales";72
"220570 Luís Correia";449
"220580 Luzilândia";399
"220585 Madeiro";145
"220590 Manoel Emídio";73
"220595 Marcolândia";142
"220600 Marcos Parente";51
"220605 Massapê do Piauí";44
"220610 Matias Olímpio";179
"220620 Miguel Alves";527
"220630 Miguel Leão";16
"220635 Milton Brandão";57
"220640 Monsenhor Gil";130
"220650 Monsenhor Hipólito";104
"220660 Monte Alegre do Piauí";170
"220665 Morro Cabeça no Tempo";60
"220667 Morro do Chapéu do Piauí";88
"220669 Murici dos Portelas";93
"220670 Nazaré do Piauí";78
"220672 Nazária";165
"220675 Nossa Senhora de Nazaré";65
"220680 Nossa Senhora dos Remédios";157
"220795 Nova Santa Rita";58
"220690 Novo Oriente do Piauí";77
"220695 Novo Santo Antônio";19
"220700 Oeiras";452
"220710 Olho D'Água do Piauí";34
"220720 Padre Marcos";68
"220730 Paes Landim";64
"220735 Pajeú do Piauí";25
"220740 Palmeira do Piauí";76
"220750 Palmeirais";219
"220755 Paquetá";42
"220760 Parnaguá";166
"220770 Parnaíba";2319
"220775 Passagem Franca do Piauí";82
"220777 Patos do Piauí";49
"220779 Pau D'Arco do Piauí";38
"220780 Paulistana";327
"220785 Pavussu";42
"220790 Pedro II";555
"220793 Pedro Laurentino";27
"220800 Picos";1109
"220810 Pimenteiras";116
"220820 Pio IX";206
"220830 Piracuruca";472
"220840 Piripiri";956
"220850 Porto";210
"220855 Porto Alegre do Piauí";35
"220860 Prata do Piauí";38
"220865 Queimada Nova";93
"220870 Redenção do Gurguéia";152
"220880 Regeneração";281
"220885 Riacho Frio";82
"220887 Ribeira do Piauí";38
"220890 Ribeiro Gonçalves";112
"220900 Rio Grande do Piauí";83
"220910 Santa Cruz do Piauí";74
"220915 Santa Cruz dos Milagres";19
"220920 Santa Filomena";99
"220930 Santa Luz";83
"220937 Santa Rosa do Piauí";57
"220935 Santana do Piauí";57
"220940 Santo Antônio de Lisboa";72
"220945 Santo Antônio dos Milagres";36
"220950 Santo Inácio do Piauí";50
"220955 São Braz do Piauí";60
"220960 São Félix do Piauí";18
"220965 São Francisco de Assis do Piauí";88
"220970 São Francisco do Piauí";75
"220975 São Gonçalo do Gurguéia";31
"220980 São Gonçalo do Piauí";76
"220985 São João da Canabrava";57
"220987 São João da Fronteira";70
"220990 São João da Serra";68
"220995 São João da Varjota";70
"220997 São João do Arraial";144
"221000 São João do Piauí";297
"221005 São José do Divino";67
"221010 São José do Peixe";41
"221020 São José do Piauí";95
"221030 São Julião";67
"221035 São Lourenço do Piauí";55
"221037 São Luis do Piauí";25
"221038 São Miguel da Baixa Grande";14
"221039 São Miguel do Fidalgo";26
"221040 São Miguel do Tapuio";234
"221050 São Pedro do Piauí";190
"221060 São Raimundo Nonato";593
"221062 Sebastião Barros";65
"221063 Sebastião Leal";44
"221065 Sigefredo Pacheco";107
"221070 Simões";222
"221080 Simplício Mendes";178
"221090 Socorro do Piauí";41
"221093 Sussuapara";84
"221095 Tamboril do Piauí";47
"221097 Tanque do Piauí";27
"221100 Teresina";13934
"221110 União";672
"221120 Uruçuí";376
"221130 Valença do Piauí";288
"221135 Várzea Branca";72
"221140 Várzea Grande";42
"221150 Vera Mendes";31
"221160 Vila Nova do Piauí";27
"221170 Wall Ferraz";38
"230010 Abaiara";135
"230015 Acarape";237
"230020 Acaraú";964
"230030 Acopiara";631
"230040 Aiuaba";156
"230050 Alcântaras";145
"230060 Altaneira";93
"230070 Alto Santo";189
"230075 Amontada";627
"230080 Antonina do Norte";99
"230090 Apuiarés";148
"230100 Aquiraz";1078
"230110 Aracati";908
"230120 Aracoiaba";382
"230125 Ararendá";125
"230130 Araripe";345
"230140 Aratuba";180
"230150 Arneiroz";95
"230160 Assaré";253
"230170 Aurora";359
"230180 Baixio";60
"230185 Banabuiú";257
"230190 Barbalha";1118
"230195 Barreira";296
"230200 Barro";264
"230205 Barroquinha";207
"230210 Baturité";578
"230220 Beberibe";579
"230230 Bela Cruz";373
"230240 Boa Viagem";683
"230250 Brejo Santo";698
"230260 Camocim";1012
"230270 Campos Sales";361
"230280 Canindé";1122
"230290 Capistrano";245
"230300 Caridade";261
"230310 Cariré";227
"230320 Caririaçu";355
"230330 Cariús";193
"230340 Carnaubal";226
"230350 Cascavel";987
"230360 Catarina";144
"230365 Catunda";109
"230370 Caucaia";5012
"230380 Cedro";334
"230390 Chaval";174
"230393 Choró";206
"230395 Chorozinho";307
"230400 Coreaú";304
"230410 Crateús";1023
"230420 Crato";2230
"230423 Croatá";233
"230425 Cruz";339
"230426 Deputado Irapuan Pinheiro";92
"230427 Ererê";45
"230428 Eusébio";1083
"230430 Farias Brito";251
"230435 Forquilha";317
"230440 Fortaleza";38195
"230445 Fortim";177
"230450 Frecheirinha";259
"230460 General Sampaio";87
"230465 Graça";148
"230470 Granja";737
