 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município
Período:2011
"Município";"Nascim_p/resid.mãe"
"130020 Atalaia do Norte";345
"130030 Autazes";884
"130040 Barcelos";298
"130050 Barreirinha";674
"130060 Benjamin Constant";917
"130063 Beruri";400
"130068 Boa Vista do Ramos";283
"130070 Boca do Acre";676
"130080 Borba";718
"130083 Caapiranga";163
"130090 Canutama";178
"130100 Carauari";568
"130110 Careiro";463
"130115 Careiro da Várzea";223
"130120 Coari";1770
"130130 Codajás";412
"130140 Eirunepé";826
"130150 Envira";314
"130160 Fonte Boa";523
"130165 Guajará";360
"130170 Humaitá";907
"130180 Ipixuna";406
"130185 Iranduba";936
"130190 Itacoatiara";1965
"130195 Itamarati";160
"130200 Itapiranga";177
"130210 Japurá";149
"130220 Juruá";175
"130230 Jutaí";361
"130240 Lábrea";671
"130250 Manacapuru";2039
"130255 Manaquiri";227
"130260 Manaus";40450
"130270 Manicoré";838
"130280 Maraã";298
"130290 Maués";1346
"130300 Nhamundá";285
"130310 Nova Olinda do Norte";557
"130320 Novo Airão";273
"130330 Novo Aripuanã";378
"130340 Parintins";2165
"130350 Pauini";345
"130353 Presidente Figueiredo";546
"130356 Rio Preto da Eva";363
"130360 Santa Isabel do Rio Negro";279
"130370 Santo Antônio do Içá";626
"130380 São Gabriel da Cachoeira";1050
"130390 São Paulo de Olivença";884
"130395 São Sebastião do Uatumã";183
"130400 Silves";170
"130406 Tabatinga";1612
"130410 Tapauá";388
"130420 Tefé";1525
"130423 Tonantins";305
"130426 Uarini";342
"130430 Urucará";293
"130440 Urucurituba";295
"130000 Município ignorado - AM";16
"140005 Alto Alegre";341
"140002 Amajari";259
"140010 Boa Vista";6253
"140015 Bonfim";286
"140017 Cantá";306
"140020 Caracaraí";349
"140023 Caroebe";145
"140028 Iracema";100
"140030 Mucajaí";309
"140040 Normandia";341
"140045 Pacaraima";286
"140047 Rorainópolis";388
"140050 São João da Baliza";123
"140060 São Luiz";89
"140070 Uiramutã";367
"140000 Município ignorado - RR";3
"150010 Abaetetuba";2529
"150013 Abel Figueiredo";117
"150020 Acará";1031
"150030 Afuá";759
"150034 Água Azul do Norte";191
"150040 Alenquer";1231
"150050 Almeirim";756
"150060 Altamira";1993
"150070 Anajás";717
"150080 Ananindeua";9319
"150085 Anapu";381
"150090 Augusto Corrêa";1126
"150095 Aurora do Pará";444
"150100 Aveiro";226
"150110 Bagre";474
"150120 Baião";600
"150125 Bannach";45
"150130 Barcarena";1994
"150140 Belém";21981
"150145 Belterra";201
"150150 Benevides";1115
"150157 Bom Jesus do Tocantins";255
"150160 Bonito";180
"150170 Bragança";2171
"150172 Brasil Novo";263
"150175 Brejo Grande do Araguaia";110
"150178 Breu Branco";820
"150180 Breves";2125
"150190 Bujaru";550
"150200 Cachoeira do Arari";285
"150195 Cachoeira do Piriá";367
"150210 Cametá";2608
"150215 Canaã dos Carajás";736
"150220 Capanema";1174
"150230 Capitão Poço";947
"150240 Castanhal";3352
"150250 Chaves";267
"150260 Colares";159
"150270 Conceição do Araguaia";854
"150275 Concórdia do Pará";461
"150276 Cumaru do Norte";177
"150277 Curionópolis";385
"150280 Curralinho";554
"150285 Curuá";233
"150290 Curuçá";513
"150293 Dom Eliseu";777
"150295 Eldorado do Carajás";610
"150300 Faro";168
"150304 Floresta do Araguaia";266
"150307 Garrafão do Norte";472
"150309 Goianésia do Pará";851
"150310 Gurupá";685
"150320 Igarapé-Açu";573
"150330 Igarapé-Miri";1375
"150340 Inhangapi";195
"150345 Ipixuna do Pará";518
"150350 Irituia";499
"150360 Itaituba";2177
"150370 Itupiranga";941
"150375 Jacareacanga";493
"150380 Jacundá";985
"150390 Juruti";982
"150400 Limoeiro do Ajuru";471
"150405 Mãe do Rio";619
"150410 Magalhães Barata";106
"150420 Marabá";5070
"150430 Maracanã";424
"150440 Marapanim";354
"150442 Marituba";1530
"150445 Medicilândia";475
"150450 Melgaço";640
"150460 Mocajuba";512
"150470 Moju";1245
"150480 Monte Alegre";1044
"150490 Muaná";559
"150495 Nova Esperança do Piriá";418
"150497 Nova Ipixuna";215
"150500 Nova Timboteua";144
"150503 Novo Progresso";521
"150506 Novo Repartimento";1310
"150510 Óbidos";1046
"150520 Oeiras do Pará";717
"150530 Oriximiná";1308
"150540 Ourém";304
"150543 Ourilândia do Norte";636
"150548 Pacajá";732
"150549 Palestina do Pará";126
"150550 Paragominas";2246
"150553 Parauapebas";3981
"150555 Pau D'Arco";143
"150560 Peixe-Boi";112
"150563 Piçarra";169
"150565 Placas";258
"150570 Ponta de Pedras";298
"150580 Portel";1150
"150590 Porto de Moz";615
"150600 Prainha";669
"150610 Primavera";173
"150611 Quatipuru";199
"150613 Redenção";1583
"150616 Rio Maria";358
"150618 Rondon do Pará";855
"150619 Rurópolis";387
"150620 Salinópolis";734
"150630 Salvaterra";355
"150635 Santa Bárbara do Pará";310
"150640 Santa Cruz do Arari";72
"150650 Santa Izabel do Pará";968
"150655 Santa Luzia do Pará";406
"150658 Santa Maria das Barreiras";195
"150660 Santa Maria do Pará";407
"150670 Santana do Araguaia";596
"150680 Santarém";6781
"150690 Santarém Novo";97
"150700 Santo Antônio do Tauá";484
"150710 São Caetano de Odivelas";228
"150715 São Domingos do Araguaia";412
"150720 São Domingos do Capim";610
"150730 São Félix do Xingu";1021
"150740 São Francisco do Pará";240
"150745 São Geraldo do Araguaia";514
"150746 São João da Ponta";75
"150747 São João de Pirabas";344
"150750 São João do Araguaia";183
"150760 São Miguel do Guamá";1028
"150770 São Sebastião da Boa Vista";481
"150775 Sapucaia";93
"150780 Senador José Porfírio";288
"150790 Soure";449
"150795 Tailândia";1424
"150796 Terra Alta";160
"150797 Terra Santa";267
"150800 Tomé-Açu";1456
"150803 Tracuateua";607
"150805 Trairão";224
"150808 Tucumã";782
"150810 Tucuruí";2145
"150812 Ulianópolis";435
"150815 Uruará";791
"150820 Vigia";776
"150830 Viseu";1454
"150835 Vitória do Xingu";225
"150840 Xinguara";789
"150000 Município ignorado - PA";3
"160010 Amapá";155
"160020 Calçoene";191
"160021 Cutias";87
"160023 Ferreira Gomes";109
"160025 Itaubal";97
"160027 Laranjal do Jari";863
"160030 Macapá";9404
"160040 Mazagão";410
"160050 Oiapoque";486
"160015 Pedra Branca do Amapari";188
"160053 Porto Grande";342
"160055 Pracuúba";78
"160060 Santana";2126
"160005 Serra do Navio";70
"160070 Tartarugalzinho";245
"160080 Vitória do Jari";263
"170025 Abreulândia";33
"170030 Aguiarnópolis";84
"170035 Aliança do Tocantins";93
"170040 Almas";150
"170070 Alvorada";130
"170100 Ananás";173
"170105 Angico";52
"170110 Aparecida do Rio Negro";65
"170130 Aragominas";79
"170190 Araguacema";111
"170200 Araguaçu";99
"170210 Araguaína";2973
"170215 Araguanã";98
"170220 Araguatins";592
"170230 Arapoema";101
"170240 Arraias";192
"170255 Augustinópolis";528
"170270 Aurora do Tocantins";49
"170290 Axixá do Tocantins";192
"170300 Babaçulândia";133
"170305 Bandeirantes do Tocantins";42
"170307 Barra do Ouro";68
"170310 Barrolândia";65
"170320 Bernardo Sayão";60
"170330 Bom Jesus do Tocantins";77
"170360 Brasilândia do Tocantins";25
"170370 Brejinho de Nazaré";96
"170380 Buriti do Tocantins";175
"170382 Cachoeirinha";29
"170384 Campos Lindos";154
"170386 Cariri do Tocantins";44
"170388 Carmolândia";42
"170389 Carrasco Bonito";74
"170390 Caseara";76
"170410 Centenário";32
"170510 Chapada da Natividade";54
"170460 Chapada de Areia";25
"170550 Colinas do Tocantins";637
"171670 Colméia";112
"170555 Combinado";62
"170560 Conceição do Tocantins";100
"170600 Couto Magalhães";65
"170610 Cristalândia";102
"170625 Crixás do Tocantins";24
"170650 Darcinópolis";98
"170700 Dianópolis";341
"170710 Divinópolis do Tocantins";120
"170720 Dois Irmãos do Tocantins";75
"170730 Dueré";70
"170740 Esperantina";151
"170755 Fátima";55
"170765 Figueirópolis";75
"170770 Filadélfia";103
"170820 Formoso do Araguaia";310
"170825 Fortaleza do Tabocão";52
"170830 Goianorte";50
"170900 Goiatins";282
"170930 Guaraí";435
"170950 Gurupi";1314
"170980 Ipueiras";28
"171050 Itacajá";164
"171070 Itaguatins";81
"171090 Itapiratins";41
"171110 Itaporã do Tocantins";48
"171150 Jaú do Tocantins";45
"171180 Juarina";33
"171190 Lagoa da Confusão";218
"171195 Lagoa do Tocantins";74
"171200 Lajeado";53
"171215 Lavandeira";28
"171240 Lizarda";46
"171245 Luzinópolis";50
"171250 Marianópolis do Tocantins";64
"171270 Mateiros";50
"171280 Maurilândia do Tocantins";39
"171320 Miracema do Tocantins";349
"171330 Miranorte";163
"171360 Monte do Carmo";103
"171370 Monte Santo do Tocantins";30
"171395 Muricilândia";59
"171420 Natividade";122
"171430 Nazaré";76
"171488 Nova Olinda";241
"171500 Nova Rosalândia";56
"171510 Novo Acordo";62
"171515 Novo Alegre";28
"171525 Novo Jardim";28
"171550 Oliveira de Fátima";18
"172100 Palmas";4673
"171570 Palmeirante";75
"171380 Palmeiras do Tocantins";80
"171575 Palmeirópolis";76
"171610 Paraíso do Tocantins";785
"171620 Paranã";171
"171630 Pau D'Arco";62
"171650 Pedro Afonso";249
"171660 Peixe";154
"171665 Pequizeiro";70
"171700 Pindorama do Tocantins";72
"171720 Piraquê";34
"171750 Pium";101
"171780 Ponte Alta do Bom Jesus";61
"171790 Ponte Alta do Tocantins";137
"171800 Porto Alegre do Tocantins";50
"171820 Porto Nacional";989
"171830 Praia Norte";120
"171840 Presidente Kennedy";48
"171845 Pugmil";36
"171850 Recursolândia";80
"171855 Riachinho";61
"171865 Rio da Conceição";31
"171870 Rio dos Bois";35
"171875 Rio Sono";64
"171880 Sampaio";70
"171884 Sandolândia";56
"171886 Santa Fé do Araguaia";136
"171888 Santa Maria do Tocantins";42
"171889 Santa Rita do Tocantins";22
"171890 Santa Rosa do Tocantins";90
"171900 Santa Tereza do Tocantins";52
"172000 Santa Terezinha do Tocantins";36
"172010 São Bento do Tocantins";75
"172015 São Félix do Tocantins";37
"172020 São Miguel do Tocantins";149
"172025 São Salvador do Tocantins";42
"172030 São Sebastião do Tocantins";83
"172049 São Valério";65
"172065 Silvanópolis";100
"172080 Sítio Novo do Tocantins";144
"172085 Sucupira";26
"172090 Taguatinga";196
"172093 Taipas do Tocantins";40
"172097 Talismã";27
"172110 Tocantínia";190
"172120 Tocantinópolis";482
"172125 Tupirama";26
"172130 Tupiratins";31
"172208 Wanderlândia";148
"172210 Xambioá";259
"170000 Município ignorado - TO";2
"210005 Açailândia";2024
"210010 Afonso Cunha";125
"210015 Água Doce do Maranhão";154
"210020 Alcântara";233
"210030 Aldeias Altas";547
"210040 Altamira do Maranhão";98
"210043 Alto Alegre do Maranhão";427
"210047 Alto Alegre do Pindaré";529
"210050 Alto Parnaíba";185
"210055 Amapá do Maranhão";102
"210060 Amarante do Maranhão";834
"210070 Anajatuba";325
"210080 Anapurus";288
"210083 Apicum-Açu";293
"210087 Araguanã";161
"210090 Araioses";623
"210095 Arame";742
"210100 Arari";500
"210110 Axixá";200
"210120 Bacabal";1750
"210125 Bacabeira";240
"210130 Bacuri";326
"210135 Bacurituba";60
"210140 Balsas";2007
"210150 Barão de Grajaú";281
"210160 Barra do Corda";1614
"210170 Barreirinhas";1183
"210177 Bela Vista do Maranhão";178
"210173 Belágua";225
"210180 Benedito Leite";83
"210190 Bequimão";168
"210193 Bernardo do Mearim";91
"210197 Boa Vista do Gurupi";165
"210200 Bom Jardim";570
"210203 Bom Jesus das Selvas";516
"210207 Bom Lugar";149
"210210 Brejo";568
"210215 Brejo de Areia";150
"210220 Buriti";591
"210230 Buriti Bravo";429
"210232 Buriticupu";1406
"210235 Buritirana";189
"210237 Cachoeira Grande";170
"210240 Cajapió";169
"210250 Cajari";332
"210255 Campestre do Maranhão";250
"210260 Cândido Mendes";325
"210270 Cantanhede";295
"210275 Capinzal do Norte";166
"210280 Carolina";447
"210290 Carutapera";395
"210300 Caxias";2959
"210310 Cedral";134
"210312 Central do Maranhão";131
"210315 Centro do Guilherme";220
"210317 Centro Novo do Maranhão";282
"210320 Chapadinha";1809
"210325 Cidelândia";185
"210330 Codó";2472
"210340 Coelho Neto";1035
"210350 Colinas";805
"210355 Conceição do Lago-Açu";301
"210360 Coroatá";1165
"210370 Cururupu";561
"210375 Davinópolis";214
"210380 Dom Pedro";438
"210390 Duque Bacelar";241
"210400 Esperantinópolis";383
"210405 Estreito";729
"210407 Feira Nova do Maranhão";132
"210408 Fernando Falcão";222
"210409 Formosa da Serra Negra";279
"210410 Fortaleza dos Nogueiras";209
"210420 Fortuna";356
"210430 Godofredo Viana";139
"210440 Gonçalves Dias";286
"210450 Governador Archer";133
"210455 Governador Edison Lobão";291
"210460 Governador Eugênio Barros";281
"210462 Governador Luiz Rocha";94
"210465 Governador Newton Bello";175
"210467 Governador Nunes Freire";520
"210470 Graça Aranha";87
"210480 Grajaú";1664
"210490 Guimarães";158
"210500 Humberto de Campos";531
"210510 Icatu";404
"210515 Igarapé do Meio";286
"210520 Igarapé Grande";193
"210530 Imperatriz";4976
"210535 Itaipava do Grajaú";226
"210540 Itapecuru Mirim";1248
"210542 Itinga do Maranhão";389
"210545 Jatobá";149
"210547 Jenipapo dos Vieiras";308
"210550 João Lisboa";406
"210560 Joselândia";227
"210565 Junco do Maranhão";115
"210570 Lago da Pedra";992
"210580 Lago do Junco";149
"210594 Lago dos Rodrigues";158
"210590 Lago Verde";305
"210592 Lagoa do Mato";147
"210596 Lagoa Grande do Maranhão";229
"210598 Lajeado Novo";121
"210600 Lima Campos";193
"210610 Loreto";191
"210620 Luís Domingues";109
"210630 Magalhães de Almeida";261
"210632 Maracaçumé";404
"210635 Marajá do Sena";120
"210637 Maranhãozinho";199
"210640 Mata Roma";357
"210650 Matinha";446
"210660 Matões";545
"210663 Matões do Norte";119
"210667 Milagres do Maranhão";123
"210670 Mirador";383
"210675 Miranda do Norte";279
"210680 Mirinzal";138
"210690 Monção";645
"210700 Montes Altos";153
"210710 Morros";400
"210720 Nina Rodrigues";231
"210725 Nova Colinas";75
"210730 Nova Iorque";69
"210735 Nova Olinda do Maranhão";355
"210740 Olho d'Água das Cunhãs";248
"210745 Olinda Nova do Maranhão";207
"210750 Paço do Lumiar";1575
"210760 Palmeirândia";305
"210770 Paraibano";341
"210780 Parnarama";583
"210790 Passagem Franca";389
"210800 Pastos Bons";345
"210805 Paulino Neves";269
"210810 Paulo Ramos";463
"210820 Pedreiras";739
"210825 Pedro do Rosário";300
"210830 Penalva";701
"210840 Peri Mirim";171
"210845 Peritoró";445
"210850 Pindaré-Mirim";602
"210860 Pinheiro";1611
"210870 Pio XII";536
"210880 Pirapemas";325
"210890 Poção de Pedras";284
"210900 Porto Franco";468
"210905 Porto Rico do Maranhão";102
"210910 Presidente Dutra";777
"210920 Presidente Juscelino";213
"210923 Presidente Médici";118
"210927 Presidente Sarney";287
"210930 Presidente Vargas";197
"210940 Primeira Cruz";216
"210945 Raposa";537
"210950 Riachão";406
"210955 Ribamar Fiquene";135
"210960 Rosário";688
"210970 Sambaíba";52
"210975 Santa Filomena do Maranhão";117
"210980 Santa Helena";510
"210990 Santa Inês";1601
"211000 Santa Luzia";1477
"211003 Santa Luzia do Paruá";443
"211010 Santa Quitéria do Maranhão";532
"211020 Santa Rita";685
"211023 Santana do Maranhão";126
"211027 Santo Amaro do Maranhão";181
"211030 Santo Antônio dos Lopes";271
"211040 São Benedito do Rio Preto";481
"211050 São Bento";617
"211060 São Bernardo";503
"211065 São Domingos do Azeitão";107
"211070 São Domingos do Maranhão";677
"211080 São Félix de Balsas";50
"211085 São Francisco do Brejão";124
"211090 São Francisco do Maranhão";152
"211100 São João Batista";298
"211102 São João do Carú";249
"211105 São João do Paraíso";175
"211107 São João do Soter";305
"211110 São João dos Patos";440
"211120 São José de Ribamar";2613
"211125 São José dos Basílios";139
"211130 São Luís";18316
"211140 São Luís Gonzaga do Maranhão";427
"211150 São Mateus do Maranhão";791
"211153 São Pedro da Água Branca";150
"211157 São Pedro dos Crentes";90
"211160 São Raimundo das Mangabeiras";340
"211163 São Raimundo do Doca Bezerra";86
"211167 São Roberto";95
"211170 São Vicente Ferrer";399
"211172 Satubinha";162
"211174 Senador Alexandre Costa";188
"211176 Senador La Rocque";345
"211178 Serrano do Maranhão";192
"211180 Sítio Novo";293
"211190 Sucupira do Norte";206
"211195 Sucupira do Riachão";98
"211200 Tasso Fragoso";144
"211210 Timbiras";482
"211220 Timon";2450
"211223 Trizidela do Vale";287
"211227 Tufilândia";113
"211230 Tuntum";662
"211240 Turiaçu";769
"211245 Turilândia";322
"211250 Tutóia";969
"211260 Urbano Santos";759
"211270 Vargem Grande";945
"211280 Viana";1088
"211285 Vila Nova dos Martírios";168
"211290 Vitória do Mearim";609
"211300 Vitorino Freire";509
"211400 Zé Doca";822
"210000 Município ignorado - MA";3
"220005 Acauã";104
"220010 Agricolândia";65
"220020 Água Branca";247
"220025 Alagoinha do Piauí";100
"220027 Alegrete do Piauí";91
"220030 Alto Longá";142
"220040 Altos";606
"220045 Alvorada do Gurguéia";95
"220050 Amarante";263
"220060 Angical do Piauí";89
"220070 Anísio de Abreu";141
"220080 Antônio Almeida";37
"220090 Aroazes";78
"220095 Aroeiras do Itaim";27
"220100 Arraial";76
"220105 Assunção do Piauí";149
"220110 Avelino Lopes";183
"220115 Baixa Grande do Ribeiro";231
"220117 Barra D'Alcântara";55
"220120 Barras";756
"220130 Barreiras do Piauí";40
"220140 Barro Duro";100
"220150 Batalha";383
"220155 Bela Vista do Piauí";39
"220157 Belém do Piauí";38
"220160 Beneditinos";117
"220170 Bertolínia";86
"220173 Betânia do Piauí";123
"220177 Boa Hora";112
"220180 Bocaina";57
"220190 Bom Jesus";449
"220191 Bom Princípio do Piauí";100
"220192 Bonfim do Piauí";80
"220194 Boqueirão do Piauí";130
"220196 Brasileira";102
"220198 Brejo do Piauí";48
"220200 Buriti dos Lopes";342
"220202 Buriti dos Montes";77
"220205 Cabeceiras do Piauí";154
"220207 Cajazeiras do Piauí";40
"220208 Cajueiro da Praia";99
"220209 Caldeirão Grande do Piauí";61
"220210 Campinas do Piauí";72
"220211 Campo Alegre do Fidalgo";77
"220213 Campo Grande do Piauí";94
"220217 Campo Largo do Piauí";121
"220220 Campo Maior";889
"220225 Canavieira";65
"220230 Canto do Buriti";289
"220240 Capitão de Campos";166
"220245 Capitão Gervásio Oliveira";57
"220250 Caracol";173
"220253 Caraúbas do Piauí";92
"220255 Caridade do Piauí";72
"220260 Castelo do Piauí";279
"220265 Caxingó";97
"220270 Cocal";447
"220271 Cocal de Telha";69
"220272 Cocal dos Alves";88
"220273 Coivaras";56
"220275 Colônia do Gurguéia";101
"220277 Colônia do Piauí";77
"220280 Conceição do Canindé";74
"220285 Coronel José Dias";50
"220290 Corrente";442
"220300 Cristalândia do Piauí";138
"220310 Cristino Castro";187
"220320 Curimatá";203
"220323 Currais";102
"220327 Curral Novo do Piauí";82
"220325 Curralinhos";59
"220330 Demerval Lobão";212
"220335 Dirceu Arcoverde";89
"220340 Dom Expedito Lopes";86
"220345 Dom Inocêncio";90
"220342 Domingos Mourão";65
"220350 Elesbão Veloso";191
"220360 Eliseu Martins";43
"220370 Esperantina";637
"220375 Fartura do Piauí";67
"220380 Flores do Piauí";73
"220385 Floresta do Piauí";24
"220390 Floriano";1061
"220400 Francinópolis";54
"220410 Francisco Ayres";62
"220415 Francisco Macedo";52
"220420 Francisco Santos";110
"220430 Fronteiras";168
"220435 Geminiano";83
"220440 Gilbués";172
"220450 Guadalupe";205
"220455 Guaribas";85
"220460 Hugo Napoleão";54
"220465 Ilha Grande";114
"220470 Inhuma";194
"220480 Ipiranga do Piauí";135
"220490 Isaías Coelho";129
"220500 Itainópolis";103
"220510 Itaueira";144
"220515 Jacobina do Piauí";78
"220520 Jaicós";311
"220525 Jardim do Mulato";55
"220527 Jatobá do Piauí";78
"220530 Jerumenha";81
"220535 João Costa";37
"220540 Joaquim Pires";224
"220545 Joca Marques";96
"220550 José de Freitas";574
"220551 Juazeiro do Piauí";63
"220552 Júlio Borges";72
"220553 Jurema";90
"220555 Lagoa Alegre";130
"220557 Lagoa de São Francisco";97
"220556 Lagoa do Barro do Piauí";61
"220558 Lagoa do Piauí";55
"220559 Lagoa do Sítio";67
"220554 Lagoinha do Piauí";37
"220560 Landri Sales";63
"220570 Luís Correia";491
"220580 Luzilândia";469
"220585 Madeiro";161
"220590 Manoel Emídio";90
"220595 Marcolândia";145
"220600 Marcos Parente";65
"220605 Massapê do Piauí";78
"220610 Matias Olímpio";196
"220620 Miguel Alves";573
"220630 Miguel Leão";25
"220635 Milton Brandão";78
"220640 Monsenhor Gil";124
"220650 Monsenhor Hipólito";103
"220660 Monte Alegre do Piauí";142
"220665 Morro Cabeça no Tempo";84
"220667 Morro do Chapéu do Piauí";89
"220669 Murici dos Portelas";122
"220670 Nazaré do Piauí";91
"220672 Nazária";148
"220675 Nossa Senhora de Nazaré";61
"220680 Nossa Senhora dos Remédios";168
"220795 Nova Santa Rita";71
"220690 Novo Oriente do Piauí";84
"220695 Novo Santo Antônio";32
"220700 Oeiras";464
"220710 Olho D'Água do Piauí";42
"220720 Padre Marcos";103
"220730 Paes Landim";54
"220735 Pajeú do Piauí";28
"220740 Palmeira do Piauí";97
"220750 Palmeirais";237
"220755 Paquetá";45
"220760 Parnaguá";195
"220770 Parnaíba";2308
"220775 Passagem Franca do Piauí";73
"220777 Patos do Piauí";69
"220779 Pau D'Arco do Piauí";32
"220780 Paulistana";335
"220785 Pavussu";60
"220790 Pedro II";562
"220793 Pedro Laurentino";36
"220800 Picos";1118
"220810 Pimenteiras";138
"220820 Pio IX";282
"220830 Piracuruca";447
"220840 Piripiri";912
"220850 Porto";257
"220855 Porto Alegre do Piauí";38
"220860 Prata do Piauí";41
"220865 Queimada Nova";111
"220870 Redenção do Gurguéia";155
"220880 Regeneração";355
"220885 Riacho Frio";75
"220887 Ribeira do Piauí";65
"220890 Ribeiro Gonçalves";126
"220900 Rio Grande do Piauí";86
"220910 Santa Cruz do Piauí";68
"220915 Santa Cruz dos Milagres";47
"220920 Santa Filomena";111
"220930 Santa Luz";87
"220937 Santa Rosa do Piauí";69
"220935 Santana do Piauí";51
"220940 Santo Antônio de Lisboa";76
"220945 Santo Antônio dos Milagres";30
"220950 Santo Inácio do Piauí";48
"220955 São Braz do Piauí";61
"220960 São Félix do Piauí";20
"220965 São Francisco de Assis do Piauí";68
"220970 São Francisco do Piauí";83
"220975 São Gonçalo do Gurguéia";40
"220980 São Gonçalo do Piauí";82
"220985 São João da Canabrava";63
"220987 São João da Fronteira";78
"220990 São João da Serra";78
"220995 São João da Varjota";79
"220997 São João do Arraial";143
"221000 São João do Piauí";339
"221005 São José do Divino";66
"221010 São José do Peixe";65
"221020 São José do Piauí";93
"221030 São Julião";109
"221035 São Lourenço do Piauí";53
"221037 São Luis do Piauí";34
"221038 São Miguel da Baixa Grande";35
"221039 São Miguel do Fidalgo";36
"221040 São Miguel do Tapuio";230
"221050 São Pedro do Piauí";193
"221060 São Raimundo Nonato";584
"221062 Sebastião Barros";77
"221063 Sebastião Leal";49
"221065 Sigefredo Pacheco";83
"221070 Simões";243
"221080 Simplício Mendes";178
"221090 Socorro do Piauí";54
"221093 Sussuapara";81
"221095 Tamboril do Piauí";43
"221097 Tanque do Piauí";29
"221100 Teresina";13936
"221110 União";747
"221120 Uruçuí";397
"221130 Valença do Piauí";294
"221135 Várzea Branca";87
"221140 Várzea Grande";60
"221150 Vera Mendes";36
"221160 Vila Nova do Piauí";33
"221170 Wall Ferraz";61
"230010 Abaiara";151
"230015 Acarape";195
"230020 Acaraú";964
"230030 Acopiara";682
"230040 Aiuaba";196
"230050 Alcântaras";130
"230060 Altaneira";96
"230070 Alto Santo";213
"230075 Amontada";706
"230080 Antonina do Norte";121
"230090 Apuiarés";178
"230100 Aquiraz";998
"230110 Aracati";976
"230120 Aracoiaba";378
"230125 Ararendá";135
"230130 Araripe";400
"230140 Aratuba";168
"230150 Arneiroz";96
"230160 Assaré";294
"230170 Aurora";348
"230180 Baixio";54
"230185 Banabuiú";275
"230190 Barbalha";1135
"230195 Barreira";296
"230200 Barro";305
"230205 Barroquinha";197
"230210 Baturité";491
"230220 Beberibe";614
"230230 Bela Cruz";378
"230240 Boa Viagem";732
"230250 Brejo Santo";711
"230260 Camocim";1066
"230270 Campos Sales";407
"230280 Canindé";1072
"230290 Capistrano";238
"230300 Caridade";221
"230310 Cariré";196
"230320 Caririaçu";357
"230330 Cariús";226
"230340 Carnaubal";238
"230350 Cascavel";936
"230360 Catarina";167
"230365 Catunda";106
"230370 Caucaia";4929
"230380 Cedro";320
"230390 Chaval";238
"230393 Choró";203
"230395 Chorozinho";288
"230400 Coreaú";340
"230410 Crateús";1056
"230420 Crato";2108
"230423 Croatá";225
"230425 Cruz";357
"230426 Deputado Irapuan Pinheiro";112
"230427 Ererê";37
"230428 Eusébio";821
"230430 Farias Brito";303
"230435 Forquilha";331
"230440 Fortaleza";37511
"230445 Fortim";148
"230450 Frecheirinha";212
"230460 General Sampaio";126
"230465 Graça";202
"230470 Granja";812
"230480 Granjeiro";76
"230490 Groaíras";132
